col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR7,,"Highcross House, Pound Lane",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/Ee5kR70ErPVDodF3DbcAP5wB0QWM2r1Qrc9oj8GWxsGiCA?e=mMVOZt,ETRS89,51.852,-2.306,378793,217100,0.19,not owned by a public authority,,not permissioned,,,,,5,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. MIN005,21/12/2017,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR12,,"Healings Mill, Quay Street, Tewkesbury",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EVUvE8HaVw9Fo2wS36AvrsYBCBFCTeDh5rPg1KZCnjRu3A?e=bziLCb,ETRS89,51.99,-2.15,389288,232979,0.2,not owned by a public authority,,not permissioned,,,,,7,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. TEWK004,21/12/2017,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR15,,"MAFF Site, Tewkesbury",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EblZ4reXiwFEtNpoSoElZVQBypM1B1uuA6yiuyxY2z0UeA?e=B5B9jX,ETRS89,51.99,-2.14,389967,233057,0.9,owned by a public authority,,not permissioned,,,,,25,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. TEWK016,21/12/2017,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR16,,"Knightsbridge Nursery, Tewkesbury Road",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/ESWDTZNLVeFMjjVb82yPtU4BdwroO6yiS1Yl3DSfyJZWfA?e=fPMjI4,ETRS89,51.93,-2.15,389555,226563,1.25,not owned by a public authority,,not permissioned,,,,,24,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. ELM004,21/12/2017,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR17,,Ashchurch Rifle Range,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EejRAjAHn_VNrN-1DvyRoZYBD_AnufxP7nRahdA6otHzTw?e=GsJ9SG,ETRS89,51.99,-2.1,393224,233094,0.49,not owned by a public authority,,not permissioned,,,,,10,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. ASHC020,16/07/2019,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR18,,Bishop's Walk / Spring Gardens,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EZkEmn5gTPFIhwXTxOMLSCQBMIijIOFsryZ6YdyunD5TMg?e=EUWYcr,ETRS89,51.94,-2.06,395718,227747,1.27,owned by a public authority,,not permissioned,,,,,38,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. TEWK017,16/07/2019,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR19,,"Garages to rear of Harrison Road, Shurdington",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/ESoCM_cWfkFMmILgVlYV2hcBzQ533mhVb7CTxFTt5oK2Fg?e=xfWQFF,ETRS89,51.86,-2.11,391855,218641,0.24,owned by a public authority,,not permissioned,,,,,6,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. SHUR016,16/07/2019,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR20,,Land adjacent to the former Apple Tree Inn,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EekslyHI7k5MiEzQ5QGsgBABFn_8hFSfeIrCyD3-O3qf9w?e=io469o,ETRS89,51.85,-2.3,378815,217424,0.42,not owned by a public authority,Yes,permissioned,Full Planning Permission,2018-04-08,https://publicaccess.tewkesbury.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000NZDQDLI000,,5,"17/00983/FUL - Erection of 5 new dwellings, including alterations to the existing access serving the public house and demolition of non-historic additions to Apple Tree Inn. Permit.",,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. MIN014,16/07/2019,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR21,,"Land at Burnside, Mill Lane, Prestbury",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/ES_8WRf7ymJKsEPUqWCZLmcBhULHfpXjrG2VP5kwnlZQxQ?e=jPjgjw,ETRS89,51.91,-2.03,397711,223992,0.85,not owned by a public authority,,not permissioned,,,,,25,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. SOU004,16/07/2019,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR22,,"Land at the Old Farmers Arms, Evesham Road",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EW2paVERWTpBryMkSxT1v_cBZ-hhPncIL66eNRB0ivkvCg?e=OF9Y3C,ETRS89,51.95,-2.06,395535,228753,0.29,not owned by a public authority,,not permissioned,,,,,6,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. GOT018,16/07/2019,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR23,,Land off Orchard Road,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/Ea-GOHXQ93BMpLtr2z1q9c8BhaRd2KzjCdlCqyFmohD_CA?e=CSOV9R,ETRS89,51.95,-1.97,402158,228613,0.16,not owned by a public authority,,not permissioned,,,,,6,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. WIN016,16/07/2019,16/07/2019
http://opendatacommunities.org/id/district-council/tewkesbury,Tewkesbury,TBC-BR24,,"Moat Farm, Gotherington",https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/ERdHfk1x3IRHsDEUdV_1lg4BVDRVnTqjYDpoqyfgcTUSRg?e=4nStqG,ETRS89,51.96,-2.05,396314,229751,0.45,not owned by a public authority,,not permissioned,,,,,11,,,,,,,,Suitable Brownfield Site taken from the SHELAA Ref. GOT011,16/07/2019,16/07/2019
