col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
1,Aguascalientes,6.51,5.449999999999999,4.39,4.529999999999999,4.67,4.54,4.41,290584.0,307612.5,324641.0,324652.0,324663.0,333006.5,341350.0,18926.0,16595.0,14264.0,14715.5,15167.0,15110.0,15053.0
2,Baja California,0.86,0.66,0.46,0.585,0.71,0.95,1.19,880956.0,917241.0,953526.0,977367.5,1001209.0,1025248.5,1049288.0,7614.0,6000.5,4387.0,5745.5,7104.0,9810.5,12517.0
3,Baja California Sur,0.59,0.6599999999999999,0.73,1.17,1.61,1.48,1.35,179007.0,191455.5,203904.0,208093.0,212282.0,224367.5,236453.0,1051.0,1271.0,1491.0,2451.0,3411.0,3305.0,3199.0
4,Campeche,1.04,2.265,3.49,2.715,1.94,1.825,1.71,222752.0,231509.5,240267.0,237662.0,235057.0,243699.5,252342.0,2316.0,5352.5,8389.0,6479.0,4569.0,4445.5,4322.0
5,Chiapas,3.0,3.03,3.06,2.455,1.85,2.785,3.72,1133510.0,1172079.0,1210648.0,1199746.0,1188844.0,1249926.0,1311008.0,34053.0,35541.5,37030.0,29541.5,22053.0,35437.0,48821.0
6,Chihuahua,0.0,0.585,1.17,0.895,0.62,0.905,1.19,1021353.0,1051395.5,1081438.0,1060640.5,1039843.0,1062630.5,1085418.0,0.0,6319.5,12639.0,9553.5,6468.0,9707.5,12947.0
7,Ciudad De Mexico,1.73,3.37,5.01,4.34,3.67,3.12,2.57,2583772.0,2581706.5,2579641.0,2576956.0,2574271.0,2654214.5,2734158.0,44767.0,87065.0,129363.0,111960.5,94558.0,82376.5,70195.0
8,Coahuila,2.3,2.81,3.32,3.25,3.18,2.505,1.83,734520.0,779925.5,825331.0,805918.5,786506.0,806079.5,825653.0,16900.0,22157.0,27414.0,26200.0,24986.0,20037.5,15089.0
9,Colima,8.95,5.0,1.05,2.53,4.01,3.915,3.82,186879.0,188088.0,189297.0,195511.0,201725.0,208651.0,215577.0,16734.0,9360.5,1987.0,5041.0,8095.0,8170.0,8245.0
10,Durango,4.53,3.79,3.05,3.51,3.97,3.96,3.95,415411.0,433705.0,451999.0,457293.0,462587.0,472063.0,481539.0,18823.0,16294.0,13765.0,16064.0,18363.0,18680.0,18997.0
11,Guanajuato,1.01,1.39,1.77,1.46,1.15,1.995,2.84,1378150.0,1382235.5,1386321.0,1419827.5,1453334.0,1475975.5,1498617.0,13933.0,19266.0,24599.0,20634.5,16670.0,29643.5,42617.0
12,Guerrero,1.87,1.165,0.46,3.11,5.76,4.615,3.47,843882.0,879148.5,914415.0,891034.5,867654.0,930760.5,993867.0,15778.0,10002.0,4226.0,27099.0,49972.0,42206.0,34440.0
13,Hidalgo,3.34,3.67,4.0,3.74,3.48,2.85,2.22,621960.0,675203.0,728446.0,751862.5,775279.0,772885.5,770492.0,20751.0,24960.0,29169.0,28092.0,27015.0,22066.0,17117.0
14,Jalisco,5.58,6.385,7.19,7.505000000000001,7.82,8.015,8.21,1928198.0,1904801.0,1881404.0,1944724.0,2008044.0,2077122.5,2146201.0,107638.0,121435.5,135233.0,146134.5,157036.0,166587.5,176139.0
15,Mexico,3.58,3.095,2.61,3.02,3.43,3.775,4.12,1130571.0,1114043.5,1097516.0,1131110.0,1164704.0,1212551.0,1260398.0,40480.0,34536.0,28592.0,34282.5,39973.0,45943.5,51914.0
16,Michoacan,6.4,6.21,6.02,4.925,3.83,4.12,4.41,485668.0,515816.0,545964.0,542871.5,539779.0,549150.0,558521.0,31106.0,31973.0,32840.0,26756.5,20673.0,22653.0,24633.0
17,Morelos,1.92,1.85,1.78,1.42,1.06,1.425,1.79,3788645.0,4078982.0,4369319.0,4279994.5,4190670.0,4307554.0,4424438.0,72781.0,75247.0,77713.0,60974.5,44236.0,61612.0,78988.0
18,Nayarit,4.36,4.915,5.47,4.705,3.94,4.765,5.59,289880.0,302125.0,314370.0,325717.5,337065.0,345012.5,352960.0,12627.0,14909.5,17192.0,15230.5,13269.0,16501.0,19733.0
