col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1,Analyst paradigms,False,../fake-data/blob/hipster.txt,ubiquitous,Public-key Granite,Way Dominican Republic,True,67213,8085,76161,1
2,Re-contextualized,True,../fake-data/blob/hipster.txt,Point Orchestrator,Solomon Islands Licensed,Gloves Bedfordshire Argentine Peso,True,59089,32595,67756,1
3,firewall,True,../fake-data/blob/hipster.txt,turn-key,Sausages,disintermediate Cambridgeshire hacking,True,34106,73521,11347,1
4,Tanzania Fiji Dollar Profound,False,../fake-data/blob/hipster.txt,Designer Borders content-based,Tasty Customer Human,pink even-keeled,True,72595,84666,89711,2
5,drive THX bypassing,True,../fake-data/blob/hipster.txt,solid state,Home Loan Account Tools Unbranded,Supervisor clear-thinking,False,54873,48561,69189,1
6,Manager Fish,False,../fake-data/blob/hipster.txt,Bedfordshire,navigate,program alarm,False,56830,54254,9367,2
7,withdrawal Ergonomic,True,../fake-data/blob/hipster.txt,Coordinator Cambridgeshire Investor,cross-platform Borders,Libyan Dinar CSS,False,72245,49919,28077,2
8,calculate,False,../fake-data/blob/hipster.txt,Representative,Response Human,back up Factors,False,42818,55276,96665,2
9,Facilitator Incredible functionalities,False,../fake-data/blob/hipster.txt,eco-centric Bedfordshire mesh,Configuration UIC-Franc,Ergonomic Concrete Soap Zambian Kwacha,False,14008,25416,51832,1
10,portal calculating Metal,True,../fake-data/blob/hipster.txt,France protocol,open-source HDD,Sleek Beauty Auto Loan Account,False,64996,7094,70196,1
