col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
1,Clark,98420.244,1363.22,70.58,5779.5,2784.16,4125.42,5216.0,2197.3,59698.16,977.0,0,10663.454,5410.45,21,114.0,{00000000-0000-0000-0000-000000000000},734866.6083836673,20877341590.386524
2,Mineral,12398.60612593,34.9292846,0.0,85.0,8.72708041,72.303284,6544.0,2457.8758092,944.92556673,0.0,0,1882.355101,0.0,64,304.49,{00000000-0000-0000-0000-000000000000},483551.1221200669,9870862132.940163
3,Lander,113282.63640278,2.0,0.0,584.0,2217.0,206.43,99417.45,7695.166402779998,1111.0,0.0,1177,349.59,248.0,275,0.0,{00000000-0000-0000-0000-000000000000},632704.5463097756,14286827695.83164
4,Churchill,30614.87067072,767.9199999999998,1.2521112,4145.0,151.160169,12138.6661327,6691.0,8.56,3046.3589082,0.0,0,2867.21734962,130.72,341,326.016,{00000000-0000-0000-0000-000000000000},556646.025404791,13009824833.801079
5,Eureka,119487.62,14.0,0.0,215.0,17.0,1668.86,99173.5,15655.09,1704.0,0.0,0,543.17,0.0,497,0.0,{00000000-0000-0000-0000-000000000000},538374.6871046164,10819743513.318464
6,Washoe,69876.31759219,1425.72604117,33.35,8984.0,4489.39,2864.45,18217.83,31.0,21238.75160435,80.43,0,8644.20813827,1580.1318084,1076,1211.05,{00000000-0000-0000-0000-000000000000},788553.3624197829,16945521445.987211
7,Lyon,145085.2523131,1630.37,1.0,4581.0,0.14,4596.34,115612.0,265.17,7260.492313099999,0.0,0,1522.74,5990.0,254,3372.0,{00000000-0000-0000-0000-000000000000},473480.29705334106,5244386775.89222
8,Esmeralda,41956.40532096,205.96,0.0,223.0,0.0,0.0,28954.0,12120.83,46.07639794,1.0,0,158.53892302,167.0,80,0.0,{00000000-0000-0000-0000-000000000000},430351.8302309252,9287197894.737803
9,Carson City,6515.367,25.827,0.0,1032.0,1.39,2.95,18.3,0.0,5350.42,0.0,0,82.48,0.0,2,0.0,{00000000-0000-0000-0000-000000000000},112860.29082701461,407504112.6996422
10,Humboldt,347228.30415642,764.8232259599998,0.02817546,1841.0,241.39,6234.98099051,322829.0,10088.996,3258.84368902,183.62,0,652.4123457,838.17972978,295,0.03,{00000000-0000-0000-0000-000000000000},713302.0032308091,25000675292.283295
11,White Pine,90953.91,64.86,20.0,669.0,0.0,637.45,64090.0,16504.02,5908.0,0.25,1086,1589.99,33.65,289,61.69,{00000000-0000-0000-0000-000000000000},613824.7536257141,23041507058.72441
12,Elko,115208.14175209,1385.71277218,23.1,3320.0,1227.42041559,1522.16484175,63812.5,25485.145079,12322.96979487,1630.65,0,2791.88884869,150.45,1499,37.14,{00000000-0000-0000-0000-000000000000},903593.0005100365,44545551100.393936
13,Lincoln,61150.709,105.0,0.0,465.0,0.0,37.169,57003.0,3.0,3162.84,8.96,0,52.56,40.2,213,59.98,{00000000-0000-0000-0000-000000000000},735452.3676930064,27555173552.850662
14,Nye,88888.1651038,2502.16,5.0,6167.0,0.0,795.436,60282.1,7860.3794248,5005.579679,46.0,0,2768.71,2704.8,746,5.0,{00000000-0000-0000-0000-000000000000},1102181.7372029657,47096286970.75978
15,Pershing,53399.89828759,438.64,7.5,480.0,7.6,0.0,49446.0,1149.54,1342.98828759,0.0,0,429.33,4.33,87,6.97,{00000000-0000-0000-0000-000000000000},541814.6102046096,15706462464.94562
16,Storey,2043.52,55.36,0.0,848.0,0.0,191.76,0.0,42.21,57.16,0.0,0,848.0299999999999,0.0,0,1.0,{00000000-0000-0000-0000-000000000000},147130.8443473585,686031102.1675949
17,Douglas,45743.1,105.19,0.0,3934.0,0.0,0.0,20992.98,0.0,14680.73,3080.0,0,2438.57,381.63,130,0.0,{00000000-0000-0000-0000-000000000000},236387.8184315561,1911992691.0734727
