col0,col1,col2,col3,col4
Unforgiven,1992,130 min,Drama; Western,tt0105695
Underworld,2003,121 min,Action; Fantasy; Thriller,tt0320691
V for Vendetta,2005,132 min,Action; Drama; Sci-Fi; Thriller,tt0434409
Van Wilder: Party Liaison,2002,92 min,Comedy; Romance,tt0283111
Vantage Point,2008,90 min,Action; Crime; Drama; Thriller,tt0443274
Van Helsing,2004,131 min,Action; Adventure; Fantasy,tt0338526
Vertical Limit,2000,124 min,Action; Adventure; Drama; Thriller,tt0190865
Watchmen,2009,162 min,Action; Drama; Mystery; Sci-Fi,tt0409459
The Whole Ten Yards,2004,98 min,Comedy; Crime; Thriller,tt0327247
Wild Hogs,2007,100 min,Action; Adventure; Comedy,tt0486946
We Are Marshall,2006,131 min,Drama; Sport,tt0758794
Waiting...,2005,94 min,Comedy,tt0348333
Whispers in the Dark,1992,103 min,Drama; Mystery; Thriller,tt0105811
We're the Millers,2013,110 min,Comedy; Crime,tt1723121
Weekend at Bernie's,1989,97 min,Adventure; Comedy; Crime,tt0098627
War of the Worlds,2005,116 min,Adventure; Sci-Fi; Thriller,tt0407304
Willard,2003,100 min,Drama; Horror; Thriller,tt0310357
World War Z,2013,116 min,Action; Adventure; Horror; Sci-Fi,tt0816711
Wrong Turn,2003,84 min,Horror; Thriller,tt0295700
Where the Wild Things Are,2009,101 min,Adventure; Drama; Family; Fantasy,tt0386117
WALL·E,2008,98 min,Animation; Adventure; Family; Sci-Fi,tt0910970
The Weather Man,2005,102 min,Comedy; Drama,tt0384680
The Last Stand,2013,107 min,Action; Thriller,tt1549920
X-Men,2000,104 min,Action; Adventure; Sci-Fi,tt0120903
State of the Union,1948,124 min,Comedy; Drama,tt0040834
X2: X-Men United,2003,134 min,Action; Sci-Fi; Thriller,tt0290334
X-Men Origins: Wolverine,2009,107 min,Action; Adventure; Sci-Fi,tt0458525
Your Highness,2011,102 min,Adventure; Comedy; Fantasy,tt1240982
You Don't Mess with the Zohan,2008,113 min,Comedy,tt0960144
"You, Me and Dupree",2006,110 min,Comedy; Romance,tt0463034
Yes Man,2008,104 min,Comedy; Romance,tt1068680
Zero Dark Thirty,2012,157 min,Drama; History; Thriller; War,tt1790885
Zoolander,2001,90 min,Comedy,tt0196229
Zack and Miri Make a Porno,2008,101 min,Comedy; Romance,tt1007028
Zombieland,2009,88 min,Adventure; Comedy; Fantasy; Sci-Fi,tt1156398
Transformers: Dark of the Moon,2011,154 min,Action; Adventure; Sci-Fi,tt1399103
Terminator Salvation,2009,115 min,Action; Adventure; Sci-Fi,tt0438488
Tropic Thunder,2008,107 min,Action; Comedy; War,tt0942385
Two for the Money,2005,122 min,Crime; Drama; Sport,tt0417217
Total Recall,1990,113 min,Action; Sci-Fi; Thriller,tt0100802
Transformers,2007,144 min,Action; Adventure; Sci-Fi,tt0418279
Two Can Play That Game,2001,90 min,Comedy; Romance,tt0269341
This Is the End,2013,107 min,Comedy,tt1245492
True Grit,2010,110 min,Drama; Western,tt1403865
Total Recall,1990,113 min,Action; Sci-Fi; Thriller,tt0100802
Torment,2013,82 min,Horror; Thriller,tt2900822
The Thin Red Line,1998,170 min,Drama; War,tt0120863
Tigerland,2000,101 min,Drama; War,tt0170691
Tomb Raider,2018,119 min,Action; Adventure; Fantasy; Thriller,tt1365519
The Texas Chain Saw Massacre,1974,83 min,Horror,tt0072271
Three to Tango,1999,98 min,Comedy; Romance,tt0144640
The Terminal,2004,128 min,Comedy; Drama; Romance,tt0362227
The Time Machine,1960,103 min,Adventure; Romance; Sci-Fi; Thriller,tt0054387
There Will Be Blood,2007,158 min,Drama,tt0469494
Training Day,2001,122 min,Crime; Drama; Thriller,tt0139654
Tombstone,1993,130 min,Action; Biography; Drama; History; Western,tt0108358
Tremors,1990,96 min,Comedy; Horror,tt0100814
Tremors II: Aftershocks,1996,100 min,Action; Comedy; Horror; Sci-Fi; Thriller,tt0114720
Tremors 3: Back to Perfection,2001,104 min,Action; Comedy; Horror; Sci-Fi; Thriller,tt0259685
Tremors 4: The Legend Begins,2004,101 min,Action; Adventure; Comedy; Horror; Sci-Fi; Thriller; Western,tt0334541
Transporter 3,2008,104 min,Action; Thriller,tt1129442
Transporter 2,2005,87 min,Action; Thriller,tt0388482
The Tommyknockers,1993,181 min,Horror; Sci-Fi,tt0106156
Thumb Wars: The Phantom Cuticle,1999,29 min,Short; Adventure; Comedy; Sci-Fi,tt0206341
The Town,2010,125 min,Crime; Drama; Thriller,tt0840361
Tears of the Sun,2003,121 min,Action; Drama; Thriller; War,tt0314353
Thank You for Smoking,2005,92 min,Comedy; Drama,tt0427944
Teenage Mutant Ninja Turtles,1990,93 min,Action; Adventure; Comedy; Family; Sci-Fi,tt0100758
Top Gun,1986,110 min,Action; Drama,tt0092099
Ultraviolet,2006,88 min,Action; Sci-Fi,tt0370032
UHF,1989,97 min,Comedy,tt0098546
Unstoppable,2010,98 min,Action; Thriller,tt0477080
Up,2009,96 min,Animation; Adventure; Comedy; Family,tt1049413
The Usual Suspects,1995,106 min,Crime; Mystery; Thriller,tt0114814
Unleashed,2005,103 min,Action; Adventure; Crime; Drama; Thriller,tt0342258
Underworld: Evolution,2006,106 min,Action; Fantasy; Thriller,tt0401855
Underworld: Rise of the Lycans,2009,92 min,Action; Fantasy; Thriller,tt0834001
Universal Soldier,1992,102 min,Action; Sci-Fi,tt0105698
Smokin' Aces 2: Assassins' Ball,2010,86 min,Action; Comedy; Crime; Thriller,tt1319743
Scary Movie 4,2006,83 min,Comedy; Horror,tt0362120
The Spirit,2008,103 min,Action; Crime; Fantasy; Thriller,tt0831887
Surrogates,2009,89 min,Action; Sci-Fi; Thriller,tt0986263
Shoot 'Em Up,2007,86 min,Action; Thriller,tt0465602
Sneakers,1992,126 min,Comedy; Crime; Drama; Mystery; Thriller,tt0105435
Smokin' Aces,2006,109 min,Action; Comedy; Crime; Drama; Thriller,tt0475394
The Sweetest Thing,2002,84 min,Comedy; Romance,tt0253867
