col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
network,1,,network,,,,,,,,,,,,,,,,
network,2,,SOV,,1.0,,,,,,,,,,,,,,
network,2,,HOV2,,2.0,,,,,,,,,,,,,,
network,2,,HOV3,,3.0,,,,,,,,,,,,,,
network,2,,COM,,4.0,,,,,,,,,,,,,,
network,2,,TRK,,5.0,,,,,,,,,,,,,,
network,2,,APV,,6.0,,,,,,,,,,,,,,
network,3,,passenger_car,,,1.0,,,,,,,,,,,,,
network,3,,passenger_truck,,,2.0,,,,,,,,,,,,,
network,3,,light_commercial-truck,,,3.0,,,,,,,,,,,,,
network,3,,single_unit_long-haul_truck,,,4.0,,,,,,,,,,,,,
network,3,,combination_long-haul_truck,,,5.0,,,,,,,,,,,,,
