col0,col1,col2,col3
GRA_0,0,Getal en Ruimte vwo A editie 2003,
GRA_1,GRA_0,Functies en grafieken,
GRA_1.1,GRA_1,Lineaire formules,
GRA_1.2,GRA_1,Functies onderzoeken,
GRA_1.3,GRA_1,Vergelijkingen en ongelijkheden,
GRA_1.4,GRA_1,Toepassingen van functies,
GRA_1.5,GRA_1,Overzicht,
GRA_10,GRA_0,Mathematische statistiek,
GRA_10.1,GRA_10,Kansberekeningen,
GRA_10.2,GRA_10,De verwachtingswaarde,
GRA_10.3,GRA_10,Vuistregels bij de normale verdeling,
GRA_10.4,GRA_10,Oppervlakten onder normaalkrommen,
GRA_10.5,GRA_10,Toepassingen van de normale verdeling,
GRA_10.6,GRA_10,De normale verdeling op de computer,
GRA_10.7,GRA_10,Overzicht,
GRA_11,GRA_0,Matrices,
GRA_11.1,GRA_11,Grafen en matrices,
GRA_11.2,GRA_11,Rekenen met matrices,
GRA_11.3,GRA_11,Overgangsmatrices,
GRA_11.4,GRA_11,Populatievoorspellingsmatrices,
GRA_11.5,GRA_11,Overzicht,
GRA_12,GRA_0,De binomiale en de normale verdeling,
GRA_12.1,GRA_12,De binomiale verdeling,
GRA_12.2,GRA_12,De normale verdeling,
GRA_12.3,GRA_12,De wortel n-wet,
GRA_12.4,GRA_12,Discrete en continue verdelingen,
GRA_12.5,GRA_12,Overzicht,
GRA_13,GRA_0,Formules en grafieken,
GRA_13.1,GRA_13,Lineaire formules,
GRA_13.2,GRA_13,Kwadratische formules,
GRA_13.3,GRA_13,Differentieren,
GRA_13.4,GRA_13,Maxima en minima,
GRA_13.5,GRA_13,Overzicht,
GRA_14,GRA_0,Lineair programmeren,
GRA_14.1,GRA_14,Stelsels van lineaire vergelijkingen,
GRA_14.2,GRA_14,Ongelijkheden met twee variabelen,
GRA_14.3,GRA_14,Lineaire programmeringsproblemen,
GRA_14.4,GRA_14,De hoekpuntmethode,
GRA_14.5,GRA_14,Transportproblemen,
GRA_14.6,GRA_14,Lineair programmeren met ORSTAT,
GRA_14.7,GRA_14,Overzicht,
GRA_15,GRA_0,Differentieren,
GRA_15.1,GRA_15,De afgeleide van y = ax^n,
GRA_15.2,GRA_15,Formules in de economie,
GRA_15.3,GRA_15,Groei,
GRA_15.4,GRA_15,De afgeleide van y = g^x,
GRA_15.5,GRA_15,Voorraadproblemen met Excel,
GRA_15.6,GRA_15,Overzicht,
GRA_16,GRA_0,Differentievergelijkingen,
GRA_16.1,GRA_16,Wat is een differentievergelijking?,
GRA_16.2,GRA_16,Webgrafieken,
GRA_16.3,GRA_16,De differentievergelijking u_n = au_n-1 + b,
GRA_16.4,GRA_16,Logistische groei,
GRA_16.5,GRA_16,Overzicht,
GRA_17,GRA_0,Regels voor het differentieren,
GRA_17.1,GRA_17,De afgeleide functie,
