col0,col1,col2,col3,col4,col5,col6
611520,ENSE00002478112,65313,46115125,46115139,17,1
611521,ENSE00003660336,65313,46111229,46111310,17,4
611522,ENSE00003603783,65313,46110577,46110668,17,5
611523,ENSE00003590029,65313,46109522,46109599,17,7
611524,ENSE00001315396,65313,46103535,46103841,17,10
611525,ENSE00000812604,65313,46115033,46115122,17,2
611526,ENSE00003657204,65313,46110052,46110107,17,6
611527,ENSE00003583765,65313,46106491,46106542,17,8
611528,ENSE00003503107,65313,46105838,46105876,17,9
611529,ENSE00003514227,65313,46114217,46114291,17,3
631355,ENSE00001340556,67213,46127969,46128990,17,2
631356,ENSE00003521831,67213,46133748,46133960,17,3
631357,ENSE00003628114,67213,46134706,46134864,17,5
631358,ENSE00001421631,67213,46125721,46125824,17,1
631359,ENSE00003491156,67213,46134394,46134483,17,4
631360,ENSE00002707395,67213,46135657,46138842,17,6
452668,ENSE00002771605,49512,46154227,46154403,17,2
452669,ENSE00000735651,49512,46152368,46152462,17,4
452670,ENSE00001824299,49512,46147414,46148941,17,5
452671,ENSE00002887933,49512,46153363,46153540,17,3
452672,ENSE00001515177,49512,46178117,46178560,17,1
500530,ENSE00003509394,54218,46196336,46196548,17,7
500531,ENSE00001399469,54218,46184920,46185200,17,1
500532,ENSE00003589295,54218,46190663,46190763,17,5
500533,ENSE00003539166,54218,46196066,46196161,17,6
500534,ENSE00003588413,54218,46189393,46189447,17,3
500535,ENSE00003605195,54218,46189936,46190022,17,4
500536,ENSE00002732728,54218,46198597,46200436,17,8
500537,ENSE00001515174,54218,46188070,46188129,17,2
