col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"3,193",295,9.20%,"3,982",480,12.10%,30.50%,19_001,19.0,2.0,4.0,,
Adams,"1,821",223,12.20%,"2,236",348,15.60%,27.10%,19_002,19.0,2.0,4.0,,
Allamakee,"6,527",787,12.10%,"7,308",933,12.80%,5.90%,19_003,19.0,2.0,4.0,,
Appanoose,"5,786",936,16.20%,"6,704","1,179",17.60%,8.70%,19_004,19.0,2.0,4.0,,
Audubon,"2,885",337,11.70%,"3,200",415,13.00%,11.00%,19_005,19.0,2.0,4.0,,
Benton,"11,032",927,8.40%,"13,241","1,335",10.10%,20.00%,19_006,19.0,2.0,4.0,,
Black Hawk,"55,541","7,144",12.90%,"63,164","9,347",14.80%,15.00%,19_007,19.0,2.0,4.0,,
Boone,"11,398","1,029",9.00%,"13,117","1,415",10.80%,19.50%,19_008,19.0,2.0,4.0,,
Bremer,"10,789",772,7.20%,"11,451",934,8.20%,14.00%,19_009,19.0,2.0,4.0,,
Buchanan,"9,727",962,9.90%,"10,238","1,166",11.40%,15.20%,19_010,19.0,2.0,4.0,,
Buena Vista,"8,929","1,148",12.90%,"9,689","1,582",16.30%,27.00%,19_011,19.0,2.0,4.0,,
Butler,"7,205",661,9.20%,"7,477",809,10.80%,17.90%,19_012,19.0,2.0,4.0,,
Calhoun,"5,156",562,10.90%,"5,370",638,11.90%,9.00%,19_013,19.0,2.0,4.0,,
Carroll,"10,652","1,002",9.40%,"11,179","1,184",10.60%,12.60%,19_014,19.0,2.0,4.0,,
Cass,"6,961",892,12.80%,"7,438","1,153",15.50%,21.00%,19_015,19.0,2.0,4.0,,
Cedar,"7,885",608,7.70%,"9,254",953,10.30%,33.60%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"21,242","2,466",11.60%,"23,733","3,115",13.10%,13.10%,19_017,19.0,2.0,4.0,,
Cherokee,"6,024",617,10.20%,"6,404",727,11.40%,10.80%,19_018,19.0,2.0,4.0,,
Chickasaw,"6,282",657,10.50%,"6,591",727,11.00%,5.50%,19_019,19.0,2.0,4.0,,
Clarke,"3,873",559,14.40%,"4,690",741,15.80%,9.50%,19_020,19.0,2.0,4.0,,
Clay,"8,048",840,10.40%,"9,047","1,148",12.70%,21.60%,19_021,19.0,2.0,4.0,,
Clayton,"8,646",974,11.30%,"9,478","1,206",12.70%,13.00%,19_022,19.0,2.0,4.0,,
Clinton,"22,755","2,926",12.90%,"25,442","3,645",14.30%,11.40%,19_023,19.0,2.0,4.0,,
Crawford,"7,375","1,031",14.00%,"8,098","1,165",14.40%,2.90%,19_024,19.0,2.0,4.0,,
Dallas,"16,903","1,470",8.70%,"26,015","2,317",8.90%,2.40%,19_025,19.0,2.0,4.0,,
Davis,"3,447",410,11.90%,"3,908",545,13.90%,17.20%,19_026,19.0,2.0,4.0,,
Decatur,"3,316",551,16.60%,"3,821",667,17.50%,5.10%,19_027,19.0,2.0,4.0,,
Delaware,"7,726",794,10.30%,"8,975",991,11.00%,7.40%,19_028,19.0,2.0,4.0,,
Des Moines,"19,085","2,497",13.10%,"21,278","3,412",16.00%,22.60%,19_029,19.0,2.0,4.0,,
Dickinson,"8,406",763,9.10%,"9,325",917,9.80%,8.30%,19_030,19.0,2.0,4.0,,
Dubuque,"42,576","4,103",9.60%,"47,556","5,601",11.80%,22.20%,19_031,19.0,2.0,4.0,,
Emmet,"4,998",595,11.90%,"5,305",730,13.80%,15.60%,19_032,19.0,2.0,4.0,,
Fayette,"9,041","1,131",12.50%,"10,338","1,474",14.30%,14.00%,19_033,19.0,2.0,4.0,,
Floyd,"7,453",923,12.40%,"8,509","1,112",13.10%,5.50%,19_034,19.0,2.0,4.0,,
Franklin,"4,162",483,11.60%,"5,183",687,13.30%,14.20%,19_035,19.0,2.0,4.0,,
Fremont,"3,502",425,12.10%,"3,843",503,13.10%,7.90%,19_036,19.0,2.0,4.0,,
Greene,"4,517",540,12.00%,"5,013",684,13.60%,14.10%,19_037,19.0,2.0,4.0,,
Grundy,"5,258",406,7.70%,"6,232",525,8.40%,9.10%,19_038,19.0,2.0,4.0,,
Guthrie,"5,254",551,10.50%,"5,610",667,11.90%,13.40%,19_039,19.0,2.0,4.0,,
Hamilton,"7,317",749,10.20%,"8,095",928,11.50%,12.00%,19_040,19.0,2.0,4.0,,
Hancock,"5,076",507,10.00%,"5,792",716,12.40%,23.80%,19_041,19.0,2.0,4.0,,
Hardin,"9,284",986,10.60%,"8,815","1,066",12.10%,13.90%,19_042,19.0,2.0,4.0,,
Harrison,"6,935",767,11.10%,"7,569",914,12.10%,9.20%,19_043,19.0,2.0,4.0,,
Henry,"9,140","1,013",11.10%,"9,648","1,371",14.20%,28.20%,19_044,19.0,2.0,4.0,,
Howard,"5,236",503,9.60%,"5,001",611,12.20%,27.20%,19_045,19.0,2.0,4.0,,
Humboldt,"5,175",491,9.50%,"5,206",573,11.00%,16.00%,19_046,19.0,2.0,4.0,,
Ida,"3,499",370,10.60%,"3,775",419,11.10%,5.00%,19_047,19.0,2.0,4.0,,
Iowa,"7,693",518,6.70%,"8,401",793,9.40%,40.20%,19_048,19.0,2.0,4.0,,
Jackson,"9,502","1,136",12.00%,"10,767","1,434",13.30%,11.40%,19_049,19.0,2.0,4.0,,
Jasper,"16,343","1,411",8.60%,"18,313","2,267",12.40%,43.40%,19_050,19.0,2.0,4.0,,
Jefferson,"7,023",996,14.20%,"8,241","1,334",16.20%,14.10%,19_051,19.0,2.0,4.0,,
Johnson,"49,038","3,479",7.10%,"58,592","5,753",9.80%,38.40%,19_052,19.0,2.0,4.0,,
Jones,"8,429",864,10.30%,"10,037","1,200",12.00%,16.60%,19_053,19.0,2.0,4.0,,
Keokuk,"5,482",679,12.40%,"5,450",754,13.80%,11.70%,19_054,19.0,2.0,4.0,,
Kossuth,"7,659",813,10.60%,"8,351",985,11.80%,11.10%,19_055,19.0,2.0,4.0,,
Lee,"16,630","2,169",13.00%,"18,289","2,902",15.90%,21.70%,19_056,19.0,2.0,4.0,,
Linn,"92,561","7,608",8.20%,"104,971","12,004",11.40%,39.10%,19_057,19.0,2.0,4.0,,
Louisa,"5,089",683,13.40%,"5,395",807,15.00%,11.50%,19_058,19.0,2.0,4.0,,
Lucas,"4,010",510,12.70%,"4,452",645,14.50%,13.90%,19_059,19.0,2.0,4.0,,
Lyon,"5,107",459,9.00%,"5,420",521,9.60%,7.00%,19_119,19.0,2.0,4.0,,
Madison,"6,133",548,8.90%,"7,286",738,10.10%,13.40%,19_121,19.0,2.0,4.0,,
Mahaska,"9,173",979,10.70%,"10,847","1,415",13.00%,22.20%,19_123,19.0,2.0,4.0,,
Marion,"14,568","1,083",7.40%,"15,797","1,524",9.60%,29.80%,19_125,19.0,2.0,4.0,,
Marshall,"17,740","2,211",12.50%,"20,234","2,984",14.70%,18.30%,19_127,19.0,2.0,4.0,,
Mills,"6,319",612,9.70%,"7,573",801,10.60%,9.20%,19_129,19.0,2.0,4.0,,
Mitchell,"4,416",417,9.40%,"5,418",553,10.20%,8.10%,19_131,19.0,2.0,4.0,,
Monona,"4,365",610,14.00%,"4,911",724,14.70%,5.50%,19_133,19.0,2.0,4.0,,
Monroe,"3,278",396,12.10%,"3,749",520,13.90%,14.80%,19_135,19.0,2.0,4.0,,
Montgomery,"5,285",685,13.00%,"5,818",817,14.00%,8.30%,19_137,19.0,2.0,4.0,,
Muscatine,"19,933","2,374",11.90%,"21,765","3,076",14.10%,18.70%,19_139,19.0,2.0,4.0,,
O'Brien,"7,224",707,9.80%,"7,403",831,11.20%,14.70%,19_141,19.0,2.0,4.0,,
Osceola,"3,046",306,10.00%,"3,308",376,11.40%,13.10%,19_143,19.0,2.0,4.0,,
Page,"7,211",818,11.30%,"7,936","1,051",13.20%,16.70%,19_145,19.0,2.0,4.0,,
Palo Alto,"4,742",531,11.20%,"4,942",558,11.30%,0.80%,19_147,19.0,2.0,4.0,,
Plymouth,"11,248",922,8.20%,"12,677","1,288",10.20%,23.90%,19_149,19.0,2.0,4.0,,
Pocahontas,"3,510",385,11.00%,"3,974",487,12.30%,11.70%,19_151,19.0,2.0,4.0,,
Polk,"178,946","17,093",9.60%,"214,688","25,282",11.80%,23.30%,19_153,19.0,2.0,4.0,,
Pottawattamie,"40,343","5,011",12.40%,"46,275","6,798",14.70%,18.30%,19_155,19.0,2.0,4.0,,
Poweshiek,"8,801",763,8.70%,"9,285","1,011",10.90%,25.60%,19_157,19.0,2.0,4.0,,
Ringgold,"2,086",302,14.50%,"2,350",333,14.20%,-2.10%,19_159,19.0,2.0,4.0,,
Sac,"5,096",628,12.30%,"5,306",645,12.20%,-1.40%,19_161,19.0,2.0,4.0,,
Scott,"74,616","8,906",11.90%,"86,777","12,114",14.00%,17.00%,19_163,19.0,2.0,4.0,,
Shelby,"5,413",567,10.50%,"6,378",720,11.30%,7.80%,19_165,19.0,2.0,4.0,,
Sioux,"13,216",956,7.20%,"14,633","1,360",9.30%,28.50%,19_167,19.0,2.0,4.0,,
Story,"33,828","2,068",6.10%,"37,720","3,215",8.50%,39.40%,19_169,19.0,2.0,4.0,,
Tama,"8,669",896,10.30%,"9,121","1,058",11.60%,12.20%,19_171,19.0,2.0,4.0,,
Taylor,"3,082",431,14.00%,"3,110",447,14.40%,2.80%,19_173,19.0,2.0,4.0,,
Union,"5,888",763,13.00%,"6,425","1,001",15.60%,20.20%,19_175,19.0,2.0,4.0,,
Van Buren,"3,678",518,14.10%,"3,868",568,14.70%,4.30%,19_177,19.0,2.0,4.0,,
Wapello,"15,360","2,440",15.90%,"18,049","3,156",17.50%,10.10%,19_179,19.0,2.0,4.0,,
Warren,"18,225","1,391",7.60%,"21,743","2,095",9.60%,26.20%,19_181,19.0,2.0,4.0,,
Washington,"10,400",962,9.30%,"10,604","1,208",11.40%,23.20%,19_183,19.0,2.0,4.0,,
Wayne,"2,773",405,14.60%,"3,224",477,14.80%,1.30%,19_185,19.0,2.0,4.0,,
Webster,"17,488","2,117",12.10%,"19,292","2,723",14.10%,16.60%,19_187,19.0,2.0,4.0,,
Winnebago,"5,856",556,9.50%,"5,690",686,12.10%,27.00%,19_189,19.0,2.0,4.0,,
Winneshiek,"8,750",733,8.40%,"9,870","1,026",10.40%,24.10%,19_191,19.0,2.0,4.0,,
Woodbury,"46,223","6,442",13.90%,"50,343","8,707",17.30%,24.10%,19_193,19.0,2.0,4.0,,
Worth,"3,496",371,10.60%,"3,997",470,11.80%,10.80%,19_195,19.0,2.0,4.0,,
Wright,"6,385",695,10.90%,"6,856",867,12.60%,16.20%,19_197,19.0,2.0,4.0,,
State,"1,328,413","139,306",10.50%,"1,509,264","188,884",12.50%,19.30%,,19.0,2.0,4.0,,
Rural,"222,472","23,981",10.80%,"243,495","29,536",12.10%,12.50%,,,,,,IA_Rural_Counties
Small Urban,"492,269","53,471",10.90%,"555,683","70,527",12.70%,16.80%,,,,,,IA_Urban_Counties
Metropolitan,"613,672","61,854",10.10%,"710,086","88,821",12.50%,24.10%,,,,,,IA_Metropolitan_Counties
United States,"125,302,193","18,750,417",15.00%,"142,978,806","24,583,940",17.20%,14.90%,,,,,US_National,
