col0,col1,col2,col3,col4,col5
2bPGTMB5sFfFYQ2YvSmup0,DEUTSCHLAND,72,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
5vZ4IeUenK2cHub2d7yfWk,RADIO,65,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
3d3k8g4GTVx9EFIFlOZOEX,ZEIG DICH,62,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
7j43FohbLVulScL7S9sQZk,AUSLÄNDER,70,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
15f16lrsDzFeNpHYBTzHLI,SEX,59,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
2iFgHPoa7FNHwgLnjXzu7F,PUPPE,60,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
4anzVbFPUuZTw0KQeZ0qnu,WAS ICH LIEBE,60,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
1UZs9dauJnxrqYxMIzxnwC,DIAMANT,58,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
0sMmtnF7by7WPNeRXCam9H,WEIT WEG,57,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
6X5zsgjDlssIkv0sVYZgx1,TATTOO,58,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
2bHRnMtpXMUmzDHZrAyxne,HALLOMANN,55,1LoyJQVHPLHE3fCCS8Juek,RAMMSTEIN (2019),2019
1XanLfYUUBB6bLbnSh1KyU,BENZIN,59,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
0GxIAMtKFYTQZpR1avO6HB,MANN GEGEN MANN,58,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
50LmbBKCBeDRKYvpR7ApjG,ROSENROT,62,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
0Z8q59waoxGjcRZDC3ffhH,SPRING,49,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
2mZ7SXzf5mZkohPfDFIUET,WO BIST DU,48,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
0xv6NzfBHZhbZ5MWLzdh3T,STIRB NICHT VOR MIR (DON'T DIE BEFORE I DO),50,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
4HLcqGelHzQY7nAhxhh1hO,ZERSTÖREN,50,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
2STUa7rb27i7mCX7eOvr5K,HILF MIR,47,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
0KwqP13BnZMIycfxnqWtK1,TE QUIERO PUTA!,58,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
4LoFzVisVHdPh9K7Q54ST5,FEUER UND WASSER,47,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
2gYAXMfRklQwZPAcQmFAzR,EIN LIED,45,3PrS5X3QNdDUlBIE4bz6J2,ROSENROT (2005),2005
6bvTzuFABmFnAAmVZ3nlMh,"REISE, REISE",60,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
39RKlCfLoqb8o2aXfpVfjW,MEIN TEIL,61,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
7fL0Tc5DGA7wLeXzkckiLW,DALAI LAMA,51,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
7eeDeUM9E7b0vkDfRz20Zt,KEINE LUST,61,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
6IUhPMJf4iJQ3Go1CkHDsa,LOS,57,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
1a8JpAL3vbAdXYrEABvOtb,AMERIKA,65,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
4L9UGREMQBfYLmGwlACgTV,MOSKAU,59,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
0gf9HMeZDXRexbuM5CihZg,MORGENSTERN,56,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
20hfLWeQSJnJ2CiPxmjzsj,STEIN UM STEIN,50,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
4aFC7Mes7CW5vHcb8ZApAx,OHNE DICH,62,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
1pOkWIJCshtoREcAcXmYSk,AMOUR,51,74ydDCcXTco741y42ceRJ5,"REISE, REISE (2004)",2004
5ArNGisLzrNOIVwWajRRdt,Mein Herz brennt,65,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
52XYwQKlXp7scE7KrBBCID,Links 2 3 4,62,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
3gVhsZtseYtY1fMuyYq06F,Sonne,69,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
3X0K6fII7VIwL1URPrp8Ko,Ich will,66,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
5aNH8inF5BsbThDeOLs7zs,Feuer frei!,66,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
7jfZybgHr6yzp4iuMS2K8u,Mutter,60,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
0KFwkmCpsFqUs09Bs8iVFP,Spieluhr,58,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
3Q70zeuBGJzhCOtzeBXoPS,Zwitter,52,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
4fPrxIohi60EZfNy2TlD44,Rein raus,50,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
3zPvL6ZCSVAHvSZXNoAbkl,Adios,51,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
6DxTbdswlgfUp2mJ3vtptB,Nebel,49,1CtTTpKbHU8KbHRB4LmBbv,Mutter (2001),2001
3oWFQPp5lL5x907hCcCRa9,Sehnsucht,57,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
0xrkyEMkG4dVa5OMLQZOX8,Engel,68,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
0S2UfCA5A275xChEi9a6vU,Tier,55,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
5QueZSIpWUbH4nLZlkjjkP,Bestrafe mich,49,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
5awDvzxWfd53SSrsRZ8pXO,Du hast,72,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
0HSVba6oa1QdUkco67C3e3,Bück dich,57,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
2VR7EqYSBdqPVW5u3gcotK,Spiel mit mir,49,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
2TfSwSYe7N7gaHFtlWvuZg,Klavier,47,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
2jZxjkVESS9tepcceOJesB,Alter Mann,47,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
2R5Zsb2TtsjHAEJFUZvf7v,Eifersucht,48,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
7ublZG5PXnJo5haa7lrhfL,Küss mich (Fellfrosch),45,2w6Vy8qZLU4niyQAHyu0Ag,Sehnsucht (1997),1997
26dOCdbA4tZIJh9pGOLuHx,Wollt ihr das Bett in Flammen sehen,56,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
2lNnADFJHaxkH95Rm1CQhW,Der Meister,46,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
0ydEdAQOjO1PuHCqpmTUx8,Weisses Fleisch,54,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
72FYliCNWAriQ9P45MC9zI,Asche zu Asche,58,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
2FJQyteNdmYjgE9sUMri1O,Seemann,48,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
1hNE737dkYD9ZM1J8H9chv,Du riechst so gut,62,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
0nUOhgS27O4MlB9J300g8Y,Das alte Leid,41,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
4JaHt4zXuGtU6sSfEPQ2Es,Heirate mich,54,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
27RXyWoS42uatQG7Nwucks,Herzeleid,43,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
5f3UoaZUSo43xsKve2ePgF,Laichzeit,45,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
176mKgRpX9i9v81eNcsxzf,Rammstein,55,2AXNbmgbX2i21Niol6eYul,Herzeleid (1995),1995
3UCnSaaqDCgtuRo0J8Sxbp,RAMMLIED,47,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
47gjUao1XjSO4fvVRm9L55,ICH TU DIR WEH,54,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
2zzGRIrSY0Wtvqh38bmQCX,WAIDMANNS HEIL,51,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
498yaB7s3JRZUikLpMHbRY,HAIFISCH,49,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
02YLDr4G3ScTiFxPkFetHp,B********,39,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
4Udy7IV530U08UDWaCovVq,FRÜHLING IN PARIS,40,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
408h6ByvTHvW3jrpoEY4MO,WIENER BLUT,36,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
0EAKf1NdBfTiK1idL7yLTg,PUSSY,49,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
2sbTu4X9OxrjlkFAc6sjmL,LIEBE IST FüR ALLE DA,37,3pksjSyo1w4vAPOenAzM4Z,LIEBE IST FÜR ALLE DA (2009),2009
