col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
HJDSJD83,2021-03-09 23:38,tf2oda_ssdmobilenetv2_320x320_pedestrian,Ssdmobnetv2_320x320,tf2oda,ssdmobilenetv2,"[320, 320]",pedestrian,,IntelNUC,None,0.3371881999304794,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387315,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432274,0.5065573770491804
EJDSJD83,2021-03-08 22:31,tf2oda_ssdmobilenetv2_320x320_pedestrian_nobatch,Ssdmobnetv2_320x320_nobatch,tf2oda,ssdmobilenetv2,320x320,pedestrian,nobatch,IntelNUC,None,0.3371881999304794,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387315,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432274,0.5065573770491804
RJDSJD83,2021-03-10 00:03,tf2oda_efficientdet_768x640_pedestrian_D2_LR08,effd2_768x640,tf2oda,efficientdet,"[768, 640]",pedestrian,D2_LR08,IntelNUC,None,0.5217008937259197,0.9005601953042343,0.5420101048190169,0.0217821782178217,0.5278950911576864,0.3583237934970296,0.0534959237253005,0.4219980654967528,0.5938164985491226,0.0198198198198198,0.5987360438171476,0.5426229508196723
TJDSJD83,2021-03-08 19:42,tf2oda_efficientdet_768x640_pedestrian_D2_LR08_nobatch,effd2_768x640_nobatch,tf2oda,efficientdet,768x640,pedestrian,D2_LR08_nobatch,IntelNUC,None,0.5217008937259197,0.9005601953042343,0.5420101048190169,0.0217821782178217,0.5278950911576864,0.3583237934970296,0.0534959237253005,0.4219980654967528,0.5938164985491226,0.0198198198198198,0.5987360438171476,0.5426229508196723
ZJDSJD83,2021-03-09 23:44,tf2oda_ssdmobilenetv2_320x320_pedestrian_TRTFP16,ssdmobnetv2_320x320_FP16,tf2oda,ssdmobilenetv2,320x320,pedestrian,TRTFP16,Xavier,TRTFP16,0.3371882098387203,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387315,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432274,0.5065573770491804
UJDSJD83,2021-03-09 12:05,tf2oda_ssdmobilenetv2_320x320_pedestrian_TRTFP16_nobatch,ssdmobnetv2_320x320_FP16_nb,tf2oda,ssdmobilenetv2,320x320,pedestrian,nobatch,Xavier,TRTFP16,0.3371882563590389,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387315,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432274,0.5065573770491804
IJDSJD83,2021-03-10 00:00,tf2oda_ssdmobilenetv2_320x320_pedestrian_TRTFP32,ssdmobnetv2_320x320_FP32,tf2oda,ssdmobilenetv2,320x320,pedestrian,TRTFP32,Xavier,TRTFP32,0.3371882098387203,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387315,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432274,0.5065573770491804
OJDSJD83,2021-03-09 12:24,tf2oda_ssdmobilenetv2_320x320_pedestrian_TRTFP32_nobatch,ssdmobnetv2_320x320_FP32_nb,tf2oda,ssdmobilenetv2,320x320,pedestrian,nobatch,Xavier,TRTFP32,0.3371882098387203,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387315,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432274,0.5065573770491804
KJDSJD83,2021-03-10 00:17,tf2oda_ssdmobilenetv2_320x320_pedestrian_TRTINT8,ssdmobnetv2_320x320_INT8,tf2oda,ssdmobilenetv2,320x320,pedestrian,TRTINT8,Xavier,TRTINT8,0.3371882563590389,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387315,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432274,0.5065573770491804
LJDSJD83,2021-03-09 12:54,tf2oda_ssdmobilenetv2_320x320_pedestrian_TRTINT8_nobatch,ssdmobnetv2_320x320_INT8_nb,tf2oda,ssdmobilenetv2,320x320,pedestrian,nobatch,Xavier,TRTINT8,0.3371882563590389,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270517223235,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432273,0.5065573770491804
MJDSJD83,2021-03-10 00:31,tf2oda_ssdmobilenetv2_320x320_pedestrian,ssdmobnetv2_320x320,tf2oda,ssdmobilenetv2,320x320,pedestrian,,Xavier,,0.3371882098387203,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387314,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432273,0.5065573770491804
BJDSJD83,2021-03-09 13:15,tf2oda_ssdmobilenetv2_320x320_pedestrian_nobatch,ssdmobnetv2_320x320_nb,tf2oda,ssdmobilenetv2,320x320,pedestrian,nobatch,Xavier,,0.3371882563590389,0.7431712076062851,0.2455530661721249,0.0049504950495049,0.3379270453387314,0.3587053956754707,0.0417576343788862,0.3398369490120215,0.4498480033162912,0.0045045045045045,0.4528333684432273,0.5065573770491804
