col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
cherry_pick_request_id,fields.cherrypickassayplate,,,/reports/api/v1/field/fields.cherrypickassayplate/cherry_pick_request_id/,0,,True,Cherry pick request ID,Cherry Pick Request ID,True,,,[d],,string,,{ 'hrefTemplate': ',,,,,,,,,,
plate_ordinal,fields.cherrypickassayplate,,,/reports/api/v1/field/fields.cherrypickassayplate/plate_ordinal/,1,,True,Plate number,Plate Number,True,,,[l;d],,integer,,,,,,,,,,,,
plate_type,fields.cherrypickassayplate,,assay_plate_type,/reports/api/v1/field/fields.cherrypickassayplate/plate_type/,2,,True,Assay plate type,Assay Plate Type,True,,plate.type,[l;d],,string,,,select,,,,,,,,,
plating_date,fields.cherrypickassayplate,,,/reports/api/v1/field/fields.cherrypickassayplate/plating_date/,4,,True,Date of the liquid transfer,Plating Date,True,,,[l;d],[u],date,,,,,,,,,,,,
plated_by_id,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/plated_by_id/,5,,True,Plated by ID,Plated By ID,True,,,[d],[u],string,link,{ 'hrefTemplate': ',,,,,,,,,,
plated_by_username,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/plated_by_username/,5,,True,Plated by username,Plated By Username,True,,,,[u],string,link,{ 'hrefTemplate': ',,,,,,,,,,
plated_by_name,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/plated_by_name/,6,,True,Plated by name,Plated By,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,,,,,,,
plating_comments,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/plating_comments/,7,,True,Plating comments,Plating Comments,True,,,[l;d],[u],string,link,{ 'hrefTemplate': ',,,,,,,,,,
screening_date,fields.cherrypickassayplate,,,/reports/api/v1/field/fields.cherrypickassayplate/screening_date/,8,,True,Date screeened,Date Screened,True,,,[l;d],[u],date,,,,,,,,,,,,
screened_by_id,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/screened_by_username/,9,,True,Screened by ID,Screened By ID,True,,,[d],[u],string,link,{ 'hrefTemplate': ',,,,,,,,,,
screened_by_username,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/screened_by_username/,9,,True,Screened by username,Screened By Username,True,,,,[u],string,link,{ 'hrefTemplate': ',,,,,,,,,,
screened_by_name,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/screened_by_name/,10,,True,Screeened by,Screeened By,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,,,,,,,
screening_comments,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/screening_comments/,11,,True,Screening comments,Screening Comments,True,,,[l;d],[u],string,link,{ 'hrefTemplate': ',,,,,,,,,,
screen_facility_id,fields.cherrypickassayplate,screen,facility_id,/reports/api/v1/field/fields.cherrypickassayplate/screen_facility_id/,12,,True,Screen facility ID,Screen,True,,,[d],,string,,{ 'hrefTemplate': ',,,,,,,,,,
lab_cherry_pick_count,fields.cherrypickassayplate,custom,,/reports/api/v1/field/fields.cherrypickassayplate/lab_cherry_pick_count/,13,,True,Number of lab pherry picks that have been mapped to this plate,Lab Cherry Pick Count,True,,,[l;d],,integer,link,{ 'hrefTemplate': ',,,,,,,,,,
