col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,68,1,1.50%,76,6,7.90%,436.80%,19_001,19.0,2.0,4.0,,
Adams,35,2,5.70%,55,5,9.10%,59.10%,19_002,19.0,2.0,4.0,,
Allamakee,158,7,4.40%,180,10,5.60%,25.40%,19_003,19.0,2.0,4.0,,
Appanoose,142,8,5.60%,146,12,8.20%,45.90%,19_004,19.0,2.0,4.0,,
Audubon,47,3,6.40%,64,4,6.30%,-2.10%,19_005,19.0,2.0,4.0,,
Benton,325,26,8.00%,290,17,5.90%,-26.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,551",96,6.20%,"1,746",156,8.90%,44.40%,19_007,19.0,2.0,4.0,,
Boone,317,14,4.40%,306,27,8.80%,99.80%,19_008,19.0,2.0,4.0,,
Bremer,250,13,5.20%,250,15,6.00%,15.40%,19_009,19.0,2.0,4.0,,
Buchanan,301,16,5.30%,306,20,6.50%,23.00%,19_010,19.0,2.0,4.0,,
Buena Vista,233,12,5.20%,286,22,7.70%,49.40%,19_011,19.0,2.0,4.0,,
Butler,170,9,5.30%,167,10,6.00%,13.10%,19_012,19.0,2.0,4.0,,
Calhoun,107,8,7.50%,128,13,10.20%,35.80%,19_013,19.0,2.0,4.0,,
Carroll,262,11,4.20%,274,16,5.80%,39.10%,19_014,19.0,2.0,4.0,,
Cass,158,8,5.10%,162,10,6.20%,21.90%,19_015,19.0,2.0,4.0,,
Cedar,206,10,4.90%,224,11,4.90%,1.20%,19_016,19.0,2.0,4.0,,
Cerro Gordo,530,29,5.50%,477,28,5.90%,7.30%,19_017,19.0,2.0,4.0,,
Cherokee,146,10,6.80%,126,6,4.80%,-30.50%,19_018,19.0,2.0,4.0,,
Chickasaw,169,11,6.50%,137,4,2.90%,-55.10%,19_019,19.0,2.0,4.0,,
Clarke,97,7,7.20%,137,12,8.80%,21.40%,19_020,19.0,2.0,4.0,,
Clay,204,11,5.40%,192,9,4.70%,-13.10%,19_021,19.0,2.0,4.0,,
Clayton,194,10,5.20%,194,17,8.80%,70.00%,19_022,19.0,2.0,4.0,,
Clinton,591,39,6.60%,589,45,7.60%,15.80%,19_023,19.0,2.0,4.0,,
Crawford,189,13,6.90%,235,15,6.40%,-7.20%,19_024,19.0,2.0,4.0,,
Dallas,566,34,6.00%,"1,014",97,9.60%,59.20%,19_025,19.0,2.0,4.0,,
Davis,129,9,7.00%,142,6,4.20%,-39.40%,19_026,19.0,2.0,4.0,,
Decatur,101,3,3.00%,103,9,8.70%,194.20%,19_027,19.0,2.0,4.0,,
Delaware,227,20,8.80%,207,17,8.20%,-6.80%,19_028,19.0,2.0,4.0,,
Des Moines,555,44,7.90%,518,36,6.90%,-12.30%,19_029,19.0,2.0,4.0,,
Dickinson,159,10,6.30%,161,7,4.30%,-30.90%,19_030,19.0,2.0,4.0,,
Dubuque,"1,221",62,5.10%,"1,217",62,5.10%,0.30%,19_031,19.0,2.0,4.0,,
Emmet,126,8,6.30%,126,10,7.90%,25.00%,19_032,19.0,2.0,4.0,,
Fayette,233,13,5.60%,263,19,7.20%,29.50%,19_033,19.0,2.0,4.0,,
Floyd,199,8,4.00%,170,11,6.50%,61.00%,19_034,19.0,2.0,4.0,,
Franklin,113,9,8.00%,134,10,7.50%,-6.30%,19_035,19.0,2.0,4.0,,
Fremont,82,7,8.50%,95,12,12.60%,48.00%,19_036,19.0,2.0,4.0,,
