col0,col1,col2,col3
b,48,oh Im gone Im gone Im gone,ow ay_m g_ao_n ay_m g_ao_n ay_m g_ao_n
a,22,unworthy target,ah_n_w_er_dh_iy t_er_g_ah_t
b,29,he turns it off,hh_iy t_er_n_z ih_t ao_f
g,45,without a depiction,w_ih_th_aw_t ah d_ah_p_ih_k_sh_ah_n
d,8,(as) I perceive narcotic,ae_z ay p_er_s_iy_v n_aa_r_k_aa_t_ih_k
e,9,living life always keeping the weight in line,l_ih_v_ih_ng l_ay_f ao_l_w_ey_z k_iy_p_ih_ng dh_ah w_ey_t ih_n l_ay_n
g,41,caught up in the system,k_aa_t ah_p ih_n dh_ah s_ih_s_t_ah_m
e,13,drown me out in white,d_r_aw_n m_iy aw_t ih_n w_ay_t
g,40,its called addiction,ih_t_s k_ao_l_d ah_d_ih_k_sh_ah_n
e,19,neon eyes always seeing the darker side,n_iy_aa_n ay_z ao_l_w_iy_z s_iy_ih_ng dh_iy d_aa_r_k_er s_ay_d
g,12,feed me until Im sick,f_iy_d m_iy ah_n_t_ih_l ay_m s_ih_k
e,51,not even here to fight this fight,n_ax_t iy_v_ah_n hh_ih_r t_uw f_ay_t dh_ih_s f_ay_t
c,7,by my self regret,b_ay m_ay s_eh_l_f r_ih_g_r_eh_t
m,2,(as) I sit here with the television on,ae_z ay s_ih_t hh_ih_r w_ih_dh dh_ah t_eh_l_ah_v_ih_zh_ah_n aa_n
i,36,on my knees,aa_n m_ay n_iy_z
b,27,but I see him standing tall,b_ah_t ay s_iy hh_ih_m s_t_ae_n_d_ih_ng t_ao_l
q,46,my souls a victim afflicted,m_ay s_ow_l_z ah v_ih_k_t_ah_m ah_f_l_ih_k_t_ah_d
f,10,but then you see the world just like I do,b_ah_t dh_eh_n y_uw s_iy dh_ah w_er_l_d jh_ah_s_t l_ay_k ay d_uw
b,30,he turns it all off,hh_iy t_er_n_z ih_t ao_l ao_f
h,34,fuck fuck fuck,f_ah_k f_ah_k f_ah_k
h,17,burn it all (as) I sit back and watch discussions,b_er_n ah_t ao_l eh_z ay s_ih_t b_ae_k ah_n_d w_aa_ch d_ih_s_k_ah_sh_ah_n_z
p,23,let me tell you right now,l_eh_t m_iy t_eh_l y_uw r_ay_t n_aw
n,33,the power to my city (as) we know it,dh_ah p_aw_er t_uw m_ay s_ih_t_iy ae_z w_iy n_ow ih_t
l,52,unworthy target,ah_n_w_er_dh_iy t_aa_g_ih_t
b,43,oh Im lost Im lost Im lost,ow ay_m l_ao_s_t ay_m l_ao_s_t ay_m l_ao_s_t
q,42,the friction of feeling constructed,dh_ah f_r_ih_k_sh_ah_n ah_v f_iy_l_ih_ng k_ah_n_s_t_r_ah_k_t_ah_d
f,20,but then youll see the world just like I do,b_ah_t dh_eh_n y_uw_l s_iy dh_iy w_er_l_d jh_ah_s_t l_ay_k ay d_uw
i,25,see him walking down the freeway,s_iy ih_m w_ao_k_ih_ng d_aw_n dh_iy f_r_iy_w_ey
b,38,id snort it all Id snort it all,ay_d s_n_ao_r_t ih_t ao_l ay_d s_n_ao_r_t ih_t ao_l
a,4,commercial after commercial,k_ah_m_er_sh_ah_l ae_f_t_er k_ah_m_er_sh_ah_l
e,15,not even here to fight this fight,n_ax_t iy_v_ah_n hh_ih_r t_ah f_ay_t dh_ah_s f_ay_t
n,32,the power to my city (as) we know it,dh_ah p_aw_er t_uw m_ay s_ih_t_iy ae_z w_iy n_ow ih_t
n,6,im so lucky to define it,ay_m s_ow l_ah_k_iy t_uw d_ah_f_ay_n ih_t
a,0,unworthy target,ah_n_w_er_dh_iy t_er_g_ah_t
c,14,drown me out along with everyone,d_r_aw_n m_iy aw_t ah_l_ao_ng w_ih_dh eh_v_r_iy_w_ah_n
b,37,and I worship you with every pore,ah_n_d ay w_er_sh_ah_p y_uw w_ih_dh eh_v_er_iy p_ao_r
d,26,and its twelve o clock,ah_n_d ih_t_s t_w_eh_l_v ow k_l_aa_k
o,18,not to be heard when I watch you talk forget it,n_ax_t t_ah b_iy hh_er_d hh_w_ih_n ay w_aa_ch y_uw t_ao_k f_ao_r_g_eh_t ah_t
h,24,he doesn-t give a fuck,hh_iy d_ah_z_ah_n g_ih_v ey f_ah_k
c,50,drown me out along with everyone,d_r_aw_n m_iy aw_t ah_l_ao_ng w_ih_dh eh_v_r_iy_w_ah_n
l,1,itll take you out regardless,ih_t_l t_ey_k y_uw aw_t r_ah_g_aa_r_d_l_ah_s
b,3,and the sound off,ah_n_d dh_ah s_aw_n_d ao_f
g,47,i know Im a sick kid,ay n_ow ay_m ah s_ih_k k_ih_d
b,28,hes held up in an office on the 20th floor,hh_iy_s hh_eh_l_d ah_p ih_n ae_n ao_f_ah_s aa_n dh_ah  f_l_ao_r
