col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
2020/01/06,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/01/13,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/01/20,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/01/27,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/02/03,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/02/10,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/02/17,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/02/24,ID,270625567,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2020/03/02,ID,270625567,2,0,2,0,2,0,2,2,7.39028474719094e-09,7.39028474719094e-09,7.39028474719094e-09,7.39028474719094e-09
2020/03/09,ID,270625567,4,0,6,0,6,0,6,6,2.21708542415728e-08,1.47805694943819e-08,2.21708542415728e-08,2.21708542415728e-08
2020/03/16,ID,270625567,111,5,117,5,117,5,117,117,4.3233165771067e-07,4.10160803469097e-07,4.3233165771067e-07,4.3233165771067e-07
2020/03/23,ID,270625567,397,43,514,48,514,48,514,514,1.89930318002807e-06,1.4669715223174e-06,1.89930318002807e-06,1.89930318002807e-06
2020/03/30,ID,270625567,771,66,1285,114,1285,114,1285,1285,4.74825795007018e-06,2.84895477004211e-06,4.74825795007018e-06,4.74825795007018e-06
2020/04/06,ID,270625567,988,84,2273,198,2273,198,2273,2273,8.3990586151825e-06,3.65080066511232e-06,8.3990586151825e-06,8.3990586151825e-06
2020/04/13,ID,270625567,1968,175,4241,373,4241,373,4241,4241,1.56710988064184e-05,7.27204019123589e-06,1.56710988064184e-05,1.56710988064184e-05
2020/04/20,ID,270625567,2334,209,6573,582,6575,582,6575,6575,2.42955611063902e-05,8.62446229997183e-06,2.42955611063902e-05,2.42955611063902e-05
