col0,col1,col2,col3,col4,col5,col6,col7,col8
2009,14,14,3420,"3,5",http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/index.php?dok_id=27733&bip_id=1  https://www.bip.krakow.pl/zalaczniki/dokumenty/n/68543/0/karta https://www.bip.krakow.pl/plik.php?zid=68543&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2010,17,17,3364,"2,6",http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/index.php?dok_id=43872&bip_id=1 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/76721/karta https://www.bip.krakow.pl/plik.php?zid=76721&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2011,10,5,3319,"4,3",http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/?dok_id=50046 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/86538/karta https://www.bip.krakow.pl/plik.php?zid=86538&wer=0&new=t&mode=shw ,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2011,5,"2,5",3488,"3,7",http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/?dok_id=55428 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/100160/karta https://www.bip.krakow.pl/plik.php?zid=100160&wer=0&new=t&mode=shw ,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2013,2,2,3640,0,http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/?sub_dok_id=60694 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/116697/karta https://www.bip.krakow.pl/plik.php?zid=116697&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2014,"4,7","4,7",4074,0,http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/?sub_dok_id=67493 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/133101/karta https://www.bip.krakow.pl/plik.php?zid=133101&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2015,15,"3,5",4174,"-0,9",http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK>https://www.bip.krakow.pl/?sub_dok_id=66541 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/130939/karta https://www.bip.krakow.pl/plik.php?zid=130939&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2016,18,5,4668,"-0,6",http://kmr.org.pl/sienkiewicz-mial-racje/,http://kmr.org.pl/sienkiewicz-mial-racje/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK>http://www.bip.krakow.pl/?sub_dok_id=84897 http://www.bip.krakow.pl/zalaczniki/dokumenty/n/177416/karta www.bip.krakow.pl/plik.php?zid=177416&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2017,22,"4,2",5014,2,http://kmr.org.pl/sienkiewicz-mial-racje/,"http://krakow.wyborcza.pl/krakow/7,44425,22758156,raport-o-rowerowym-krakowie-co-zrobiono-co-jest-w-planie.html?disableRedirects=true ( http://archive.is/P0qax ) + http://krakow.wyborcza.pl/krakow/1,44425,15890867,Wszystko__co_chcielibyscie_wiedziec_o_sciezkach_rowerowych.html ",wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/?mmi=42 https://www.bip.krakow.pl/?sub_dok_id=96206 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/205030/karta https://www.bip.krakow.pl/plik.php?zid=205030&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
2018,"68,2","17,5",5581,"1,6",http://kmr.org.pl/stan-realizacji-budzetu-rowerowego-krakowa-2018/,http://kmr.org.pl/stan-realizacji-budzetu-rowerowego-krakowa-2018/,wyszukanie <kraków sprawozdanie z wykonania budżetu $ROK> https://www.bip.krakow.pl/?mmi=42 https://www.bip.krakow.pl/zalaczniki/dokumenty/n/197864/karta https://www.bip.krakow.pl/plik.php?zid=197864&wer=0&new=t&mode=shw,https://pl.wikipedia.org/wiki/Inflacja_w_Polsce
