col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
1,お茶代,1,1,,8451 ocha ocya おちゃだい オチャダイ,20,,,1,,2,,amount,0,2009-09-10 20:50:42,2009-10-18 11:47:01
2,タクシー代,1,1,,8471 takushidai たくしーだい タクシーダイ,21,,,1,,2,,amount,0,2009-09-10 20:50:42,2009-09-10 20:50:42
3,通信回線使用料　,1,1,,tsushin つうしん ツウシン 通信,22,,,1,,2,,,0,2009-09-10 22:11:13,2009-09-10 22:11:13
4,Edyチャージ,1,1,,edy エディ,3,,,1,,1,,amount,0,2009-09-10 22:16:38,2009-09-10 22:16:51
5,接待　,1,1,接待での飲食をした場合,settai せったい 接待,23,,,1,,2,,,0,2009-09-12 03:55:02,2009-09-12 04:23:13
6,書籍代,1,1,,syoseki shoseki しょせき 書籍,32,,,1,,2,,amount,0,2009-09-12 04:23:55,2009-10-03 09:36:21
7,パソコン代,1,1,,pasokon ぱそこん パソコン,10,,,1,,2,,amount,0,2009-09-12 04:47:24,2009-09-12 04:47:24
8,打合せでの飲食代,1,1,,uchiawase うちあわせ　打合せ　打ち合わせ,24,,,1,,2,,amount,0,2009-09-14 23:24:45,2009-09-14 23:24:45
9,切手代,1,1,,kittedai 切手代 きってだい,22,,,1,,2,,amount,0,2009-09-14 23:30:05,2009-09-14 23:30:05
10,飛行機代,1,1,,hikoukidai ひこうきだい,21,,,1,,2,,amount,0,2009-09-15 13:30:33,2009-09-26 17:10:47
11,小口現金の引き出し,1,1,,koguchigenkinnnohikidashi 引出,3,,,1,,1,,amount,0,2009-09-26 17:10:13,2009-09-26 17:11:24
12,小口現金の引き出し,1,1,,koguchigenkinnohikidashi 引出,5,,,2,,1,,amount,0,2009-09-26 17:12:11,2009-09-28 23:58:50
13,携帯代　DOCOMO,1,1,,keitaidai けいたいだい docomo,22,,,1,,2,,amount,0,2009-09-30 12:49:45,2009-09-30 12:50:09
14,携帯代　au,1,1,,keitaidai けいたいだい au eu えーゆー エーユー,22,,,1,,2,,amount,0,2009-09-30 12:49:45,2009-09-30 12:50:09
15,携帯代　ソフトバンク,1,1,,keitaidai けいたいだい softbank そふとばんく ソフトバンク,22,,,1,,2,,amount,0,2009-09-30 12:49:45,2009-09-30 12:50:09
16,ATM手数料,1,1,,atm エーティーエム えーてぃーえむ atmtesuuryou,31,,,1,,2,,amount,0,2009-10-07 19:53:31,2009-10-07 19:53:31
17,コーヒー代,1,1,,ko-hi- コーヒー代 coffee,20,,,1,,2,,amount,0,2009-10-24 10:07:33,2009-10-24 10:07:33
18,通信回線利用料 EMOBILE,1,1,,emobile,22,,,1,,2,,amount,0,2009-10-29 21:29:50,2009-10-29 21:29:50
19,通信回線利用料 KDDI,1,1,,kddi,22,,,1,,2,,amount,0,2009-10-29 21:30:59,2009-10-29 21:30:59
