col0,col1,col2,col3
99.35.42,http://numismatics.org/ocre/id/ric.4.dj.7A,"Imperial, A.D. 193",RIC 7a
99.35.113,http://numismatics.org/crro/id/rrc-466.1,,RRC 466.1|S.1017
99.35.121,http://numismatics.org/crro/id/rrc-529.1,,RRC 529.1|S.1327
99.35.138,http://numismatics.org/ocre/id/ric.1(2).cl.27,,RIC I (second edition) Claudius 27
99.35.447,http://numismatics.org/ocre/id/ric.1(2).ner.312,,RIC I (second edition) Nero 312
99.35.448,http://numismatics.org/ocre/id/ric.1(2).ga.37,,RIC I (second edition) Gaius/Caligula 37
5.47,http://numismatics.org/ocre/id/ric.4.tr_g.112,,RIC IV Trebonianus Gallus 112
08.170.67,http://numismatics.org/crro/id/rrc-422.1a,,RRC 422/1a
08.170.69,http://numismatics.org/crro/id/rrc-544.15,,RRC 544/15
08.170.75,http://numismatics.org/crro/id/rrc-335.10a,,RRC 335/10a
08.170.80,http://numismatics.org/crro/id/rrc-458.1,,RRC 458/1
08.170.81,http://numismatics.org/crro/id/rrc-433.1,,RRC 433/1
08.170.82,http://numismatics.org/crro/id/rrc-362.1,,RRC 362/1
08.170.88,http://numismatics.org/ocre/id/ric.1(2).aug.267,,RIC I (second edition) Augustus 267
08.170.89,http://numismatics.org/ocre/id/ric.1(2).aug.265A,,RIC I (second edition) Augustus 265A
08.170.116,http://numismatics.org/ocre/id/ric.2_1(2).ves.1191,,"RIC II, Part 1 (second edition) Vespasian 1191"
08.170.117,,,"RIC II, Part 1 (second edition) Titus 257 or 258"
08.170.119,http://numismatics.org/ocre/id/ric.2.ner.84,,RIC II Nerva 84
08.170.120,http://numismatics.org/ocre/id/ric.2.tr.569_sestertius,,RIC II Trajan 569 (sestertius)
08.170.121,http://numismatics.org/ocre/id/ric.2.tr.579,,RIC II Trajan 579
08.170.123,http://numismatics.org/ocre/id/ric.3.ant.733,,RIC III Antoninus Pius 733
08.170.124,http://numismatics.org/ocre/id/ric.3.m_aur.1379,,RIC III Marcus Aurelius 1379
08.170.332,http://numismatics.org/ocre/id/ric.3.m_aur.363,,RIC III Marcus Aurelius 363
08.170.344,http://numismatics.org/ocre/id/ric.4.el.254,,RIC IV Elagabalus 254
08.170.346,http://numismatics.org/ocre/id/ric.4.max_i.13_denarius,,RIC IV Maximinus Thrax 13 (denarius)
08.170.356,http://numismatics.org/ocre/id/ric.4.ph_i.200,,
08.170.360,http://numismatics.org/ocre/id/ric.5.marin.6,,
08.170.375,http://numismatics.org/ocre/id/ric.5.aur.248,,
08.170.377,http://numismatics.org/ocre/id/ric.5.seva.7,,
08.170.380,http://numismatics.org/ocre/id/ric.9.tri.106A,,
08.170.384,http://numismatics.org/ocre/id/ric.2.tr.534,,
08.170.385,http://numismatics.org/ocre/id/ric.2.hdn.740f,,
08.170.388,http://numismatics.org/ocre/id/ric.3.ant.1240A_as,,
08.170.390,http://numismatics.org/ocre/id/ric.3.m_aur.1666,,
08.170.391,http://numismatics.org/ocre/id/ric.4.ss.830A,,
08.170.392,http://numismatics.org/ocre/id/ric.4.ss.558,,
08.170.395,http://numismatics.org/ocre/id/ric.4.ss.701,,
08.170.396,,,
08.170.398,,,
08.170.406,http://numismatics.org/ocre/id/ric.6.tic.84b,,
08.170.411,http://numismatics.org/ocre/id/ric.6.aq.30a,,
46.129.7,http://numismatics.org/crro/id/rrc-36.1,,
50.194.3,http://numismatics.org/ocre/id/ric.2_1(2).ves.102,,
50.194.4,http://numismatics.org/ocre/id/ric.3.ant.1243A,,
50.194.5,http://numismatics.org/ocre/id/ric.2_1(2).dom.794,,
56.83,http://numismatics.org/crro/id/rrc-466.1,,
67.265.33,http://numismatics.org/crro/id/rrc-466.1,,
X.314.1,http://numismatics.org/crro/id/rrc-282.5,,
X.314.2,http://numismatics.org/crro/id/rrc-344.1b,,
X.314.3,http://numismatics.org/crro/id/rrc-364.1,,
X.314.4,http://numismatics.org/crro/id/rrc-364.1,,
X.314.5,http://numismatics.org/crro/id/rrc-443.1,,
X.314.6,http://numismatics.org/crro/id/rrc-463.1,,
X.314.7,http://numismatics.org/crro/id/rrc-463.2,,
X.314.8,http://numismatics.org/crro/id/rrc-544.11,,
X.314.9,http://numismatics.org/crro/id/rrc-544.35,,
X.314.10,http://numismatics.org/crro/id/rrc-544.20,,
X.314.11,http://numismatics.org/ocre/id/ric.1(2).tib.81,,
X.314.12,http://numismatics.org/ocre/id/ric.2_1(2).ves.703,,
X.314.13,http://numismatics.org/ocre/id/ric.2_1(2).ves.818,,
X.314.14,http://numismatics.org/ocre/id/ric.2_1(2).ves.850,,
