col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,112",389,35.00%,"1,003",299,29.80%,-14.80%,19_001,19.0,2.0,4.0,,
Adams,744,256,34.40%,601,227,37.80%,9.80%,19_002,19.0,2.0,4.0,,
Allamakee,"2,641",816,30.90%,"2,426",964,39.70%,28.60%,19_003,19.0,2.0,4.0,,
Appanoose,"2,316","1,022",44.10%,"2,170",986,45.40%,3.00%,19_004,19.0,2.0,4.0,,
Audubon,"1,142",312,27.30%,968,305,31.50%,15.30%,19_005,19.0,2.0,4.0,,
Benton,"4,239",846,20.00%,"4,049","1,060",26.20%,31.20%,19_006,19.0,2.0,4.0,,
Black Hawk,"17,614","6,290",35.70%,"17,825","5,730",32.10%,-10.00%,19_007,19.0,2.0,4.0,,
Boone,"4,186",904,21.60%,"3,976",797,20.00%,-7.20%,19_008,19.0,2.0,4.0,,
Bremer,"5,082",796,15.70%,"4,726",830,17.60%,12.10%,19_009,19.0,2.0,4.0,,
Buchanan,"3,201",759,23.70%,"2,922",772,26.40%,11.40%,19_010,19.0,2.0,4.0,,
Buena Vista,"3,897","1,413",36.30%,"3,774","1,666",44.10%,21.70%,19_011,19.0,2.0,4.0,,
Butler,"2,123",466,22.00%,"1,790",441,24.60%,12.20%,19_012,19.0,2.0,4.0,,
Calhoun,"2,470",682,27.60%,"2,030",596,29.40%,6.30%,19_013,19.0,2.0,4.0,,
Carroll,"3,362",856,25.50%,"3,236",928,28.70%,12.60%,19_014,19.0,2.0,4.0,,
Cass,"2,986",885,29.60%,"2,655",987,37.20%,25.40%,19_015,19.0,2.0,4.0,,
Cedar,"3,663",664,18.10%,"3,407",653,19.20%,5.70%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"7,046","1,862",26.40%,"6,389","1,970",30.80%,16.70%,19_017,19.0,2.0,4.0,,
Cherokee,"2,278",462,20.30%,"1,910",563,29.50%,45.30%,19_018,19.0,2.0,4.0,,
Chickasaw,"2,624",561,21.40%,"2,202",543,24.70%,15.30%,19_019,19.0,2.0,4.0,,
Clarke,"1,876",723,38.50%,"1,721",720,41.80%,8.60%,19_020,19.0,2.0,4.0,,
Clay,"2,851",670,23.50%,"2,564",779,30.40%,29.30%,19_021,19.0,2.0,4.0,,
Clayton,"3,526","1,033",29.30%,"2,195",733,33.40%,14.00%,19_022,19.0,2.0,4.0,,
Clinton,"8,745","2,386",27.30%,"8,275","2,989",36.10%,32.40%,19_023,19.0,2.0,4.0,,
Crawford,"2,659","1,035",38.90%,"3,272","1,512",46.20%,18.70%,19_024,19.0,2.0,4.0,,
Dallas,"8,338","1,512",18.10%,"10,992","2,156",19.60%,8.20%,19_025,19.0,2.0,4.0,,
Davis,"1,214",344,28.30%,"1,217",426,35.00%,23.50%,19_026,19.0,2.0,4.0,,
Decatur,"1,598",673,42.10%,"1,090",526,48.30%,14.60%,19_027,19.0,2.0,4.0,,
Delaware,"3,597",824,22.90%,"3,164",851,26.90%,17.40%,19_028,19.0,2.0,4.0,,
Des Moines,"7,178","2,142",29.80%,"6,494","2,717",41.80%,40.20%,19_029,19.0,2.0,4.0,,
Dickinson,"2,851",577,20.20%,"2,699",612,22.70%,12.00%,19_030,19.0,2.0,4.0,,
Dubuque,"12,462","3,347",26.90%,"13,425","4,280",31.90%,18.70%,19_031,19.0,2.0,4.0,,
Emmet,"1,959",602,30.70%,"1,753",674,38.40%,25.10%,19_032,19.0,2.0,4.0,,
Fayette,"4,428","1,413",31.90%,"4,023","1,497",37.20%,16.60%,19_033,19.0,2.0,4.0,,
Floyd,"2,980",934,31.30%,"2,677",930,34.70%,10.80%,19_034,19.0,2.0,4.0,,
Franklin,"1,916",500,26.10%,"1,892",596,31.50%,20.70%,19_035,19.0,2.0,4.0,,
Fremont,"1,631",539,33.00%,"1,472",643,43.70%,32.20%,19_036,19.0,2.0,4.0,,
Greene,"2,095",658,31.40%,"1,713",635,37.10%,18.00%,19_037,19.0,2.0,4.0,,
Grundy,"2,527",555,22.00%,"2,908",619,21.30%,-3.10%,19_038,19.0,2.0,4.0,,
Guthrie,"2,228",638,28.60%,"2,647",799,30.20%,5.40%,19_039,19.0,2.0,4.0,,
Hamilton,"2,987",679,22.70%,"2,932",767,26.20%,15.10%,19_040,19.0,2.0,4.0,,
Hancock,"2,078",479,23.10%,"1,816",552,30.40%,31.90%,19_041,19.0,2.0,4.0,,
Hardin,"3,406",935,27.50%,"3,107","1,070",34.40%,25.50%,19_042,19.0,2.0,4.0,,
Harrison,"3,413","1,021",29.90%,"3,173","1,049",33.10%,10.50%,19_043,19.0,2.0,4.0,,
Henry,"3,818",933,24.40%,"3,630","1,163",32.00%,31.10%,19_044,19.0,2.0,4.0,,
Howard,"2,039",525,25.70%,"1,789",529,29.60%,14.80%,19_045,19.0,2.0,4.0,,
Humboldt,"1,890",410,21.70%,"1,598",485,30.40%,39.90%,19_046,19.0,2.0,4.0,,
Ida,"1,437",449,31.20%,"1,243",389,31.30%,0.20%,19_047,19.0,2.0,4.0,,
Iowa,"2,870",527,18.40%,"2,801",595,21.20%,15.70%,19_048,19.0,2.0,4.0,,
Jackson,"3,589","1,040",29.00%,"3,391","1,196",35.30%,21.70%,19_049,19.0,2.0,4.0,,
Jasper,"6,431","1,189",18.50%,"6,048","1,474",24.40%,31.80%,19_050,19.0,2.0,4.0,,
Jefferson,"2,137",462,21.60%,"1,916",583,30.40%,40.70%,19_051,19.0,2.0,4.0,,
Johnson,"13,443","2,210",16.40%,"13,898","2,896",20.80%,26.80%,19_052,19.0,2.0,4.0,,
Jones,"3,428",896,26.10%,"3,188",928,29.10%,11.40%,19_053,19.0,2.0,4.0,,
Keokuk,"2,402",644,26.80%,"2,136",661,30.90%,15.40%,19_054,19.0,2.0,4.0,,
Kossuth,"2,539",730,28.80%,"2,112",716,33.90%,17.90%,19_055,19.0,2.0,4.0,,
Lee,"6,144","2,080",33.90%,"5,609","2,406",42.90%,26.70%,19_056,19.0,2.0,4.0,,
Linn,"32,737","6,880",21.00%,"33,798","9,134",27.00%,28.60%,19_057,19.0,2.0,4.0,,
Louisa,"3,001","1,049",35.00%,"2,942","1,343",45.60%,30.60%,19_058,19.0,2.0,4.0,,
Lucas,"1,546",473,30.60%,"1,637",637,38.90%,27.20%,19_059,19.0,2.0,4.0,,
