col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,68,6,8.80%,92,6,6.50%,-26.10%,19_001,19.0,2.0,4.0,,
Adams,35,2,5.70%,40,C,,,19_002,19.0,2.0,4.0,,
Allamakee,158,13,8.20%,205,17,8.30%,0.80%,19_003,19.0,2.0,4.0,,
Appanoose,142,11,7.70%,168,17,10.10%,30.60%,19_004,19.0,2.0,4.0,,
Audubon,47,7,14.90%,54,5,9.30%,-37.80%,19_005,19.0,2.0,4.0,,
Benton,325,21,6.50%,289,14,4.80%,-25.00%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,551",175,11.30%,"1,730",151,8.70%,-22.60%,19_007,19.0,2.0,4.0,,
Boone,317,15,4.70%,320,23,7.20%,51.90%,19_008,19.0,2.0,4.0,,
Bremer,250,15,6.00%,285,7,2.50%,-59.10%,19_009,19.0,2.0,4.0,,
Buchanan,301,23,7.60%,314,14,4.50%,-41.70%,19_010,19.0,2.0,4.0,,
Buena Vista,233,29,12.40%,289,23,8.00%,-36.10%,19_011,19.0,2.0,4.0,,
Butler,170,10,5.90%,202,8,4.00%,-32.70%,19_012,19.0,2.0,4.0,,
Calhoun,107,6,5.60%,108,7,6.50%,15.60%,19_013,19.0,2.0,4.0,,
Carroll,262,12,4.60%,275,15,5.50%,19.10%,19_014,19.0,2.0,4.0,,
Cass,158,12,7.60%,171,11,6.40%,-15.30%,19_015,19.0,2.0,4.0,,
Cedar,206,12,5.80%,220,11,5.00%,-14.20%,19_016,19.0,2.0,4.0,,
Cerro Gordo,530,50,9.40%,549,53,9.70%,2.30%,19_017,19.0,2.0,4.0,,
Cherokee,146,13,8.90%,137,15,10.90%,23.00%,19_018,19.0,2.0,4.0,,
Chickasaw,169,13,7.70%,153,8,5.20%,-32.00%,19_019,19.0,2.0,4.0,,
Clarke,97,14,14.40%,141,19,13.50%,-6.60%,19_020,19.0,2.0,4.0,,
Clay,204,17,8.30%,214,11,5.10%,-38.30%,19_021,19.0,2.0,4.0,,
Clayton,194,15,7.70%,198,6,3.00%,-60.80%,19_022,19.0,2.0,4.0,,
