col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
EVENT,通用自定义事件,4.4,,,有,{(.*)?},{(.*)?},{(.*)?},{(.*)?},{(.*)?},{(.*)?},{(.*)?},{(.*)?},
IOS_WIDGET_ENTRANCE,widget活动入口,,,iOS特有,,,,,,,,,,
IOS_WIDGET_ITEM,widget商品点击,,,iOS特有,,,,,,,,,,
IOS_LAUNCH,app启动,,,iOS特有,,,,,,,,,,
IOS_SLIENT_PUSH_HOMECONFIG,远程静默推送客户端首页刷新,,,iOS特有,,,,,,,,,,
IOS_SLIENT_PUSH,远程静默推送,,,iOS特有,,,,,,,,,,
WATCH_BTN_Like,AppleWatch-收藏,,,iOS特有,,AppleWatch-收藏,,,,,,,,
WATCH_CARD_MUSTBUY,AppleWatch-今日必抢,,,iOS特有,,AppleWatch-今日必抢,,,,,,,,
WATCH_REFRESH,AppleWatch-刷新 ,,,iOS特有,,AppleWatch-刷新 ,,,,,,,,
SLIENT_DOWNLOAD,静默下载文件,,安卓特有,,,{(.*)?},{start|success},{(.*)?},,,,,,
EXT_LOCAL_NOTIFICATION,本地开团提醒,,,,,,{show|ok},,,,,,,
IOS_GUIDETIP,iOS利用UIAlert方式引导用户打开消息通知开关,,,iOS特有,,引导提示,{(on|off)?},,,,,,,
ActionViewReceiver,统计聚客有多少URL,,安卓特有,,,,,{(.*)?},,,,,,
SHARE_STATUS,分享状态统计,,,,,{分享|来往|微博|微信|朋友圈|二维码|复制|更多},,,{(success)?},,,,,
SHARE_DIALOG,分享对话框展示,,,,,分享对话框展示,,,,,,,,
EXT_SYSTEM_STATUS,系统环境状态,,,,,{日常|线上|预发},,,,,,,,
MISCDATA_STATUS,MistData状态,,,,,{(.*)?},,,{on|off},,,,,
ITEMDETAIL_ParallelBrowse,详情页面并行浏览埋点,,,,,,{(cancel)?},,,{\d+},{(.*)?},{(.*)?},,
EXT_DATA_SIZE_ERROR,数据大小错误,,安卓特有,,,{(.*)?},,,,,,,,
EXT_BACK_TO_TOP,列表回顶,,安卓特有,,,,,,,,,,,
ILLEGEAL_SIGN_HTTP_INVOKE,非法http签名,,安卓特有,,,,,,,,,,,
EXT_TAO_PASSWORD,淘口令加载,,,,,,,,,,,,,
EXT_LWP_STATUS,来往长连接状态,,,,,,{(shutdown)?},,{on|off},,,,,
EXT_WEBVIEW_MEMORY_WARNING,webview内存警告,,,iOS特有,,,,,,,,,,
EXT_ANTI_BRUSH,防刷限流埋点,,,,,,,{(.*)?},,,,,,
EXT_CART_SEPARATE_PAY,购物车分开付款,,,,,,,,,,,,,
3DTouch_BTN,3DTouch入口点击,,,iOS特有,,{(.*)?},,{(.*)?},,,,,,
EXT_ADDRESS_AGENCY,修改地址-代收货,4.4,,,,,,,{(success)?},,,,,
EXT_CoreSpotLight,app内搜索,4.4,,iOS特有,,App应用内搜索,,{(.*)?},,,,,,
EXT_FingerPayment,指纹支付,4.4,,iOS特有,,指纹支付,,,,,,,,
EXT_POPLAYER,PopLayer自定义事件,4.4.1,,,,,{(show|hide)?},{(.*)?},,,,,,
VOICE_REC_STATUS,声纹识别状态,4.5.1,,,,,,,{.*},,,,,
EXT_ACCS_STATU,ACCS长链接状态,4.7.0,,,,,,,{.*},,,,,
EXT_GROUP_ITEM_REPEAT,组内商品重复,5.0.0,,,,,,,,,,,,
EXT_ADS_IMAGE,引导页广告图,5.0.0,,,,,,,,,,,,
EXT_BTN_ShareJukouling,聚口令,5.0.0,,iOS特有,,,,,,,,,,
EXT_JYT_ERROR,聚一条,5.2.1,,,,聚一条error信息,,,,,,,,{(.*)?}
EXT_JYT_DataRequest,聚一条,5.2.1,,,,聚一条数据请求信息,,,,,,,,
EXT_JYT_DataSuccess,聚一条,5.2.1,,,,聚一条数据成功信息,,,,,,,,
EXT_HOME_ACT_oncreate,聚一条,5.3.0,安卓特有,,,聚一条 homeActivity oncreate 点位  ,,,,,,,,
EXT_JYT_luaview_addto_window,聚一条,5.3.0,安卓特有,,,聚一条 luaview 创建点位    ,,,,,,,,
EXT_JYT_luaview_real_show,聚一条,5.3.0,安卓特有,,,聚一条 luaview 页面真正显示   ,,,,,,,,
EXT_JYT_luaview_run_script,聚一条,5.3.0,安卓特有,,,聚一条 脚本真正运行点位,,,,,,,,
EXT_JYT_luaview_first_not_request,聚一条,5.3.0,安卓特有,,,聚一条 升级已显示数据,,,,,,,,
SCAN_RESULT_LOADSO,扫码so包加载,5.4.0,安卓特有,,,{(.*)?},,,{.*},,,,,
EXT_SHOW_STAGE_NeedShow,Show场,5.4.0,,,,Show场 动画需要显示,,,,,{(.*)?},,,
EXT_SHOW_STAGE_LuaRunning,Show场,5.4.0,,,,Show场 动画脚本运行,,,,,{(.*)?},,,
EXT_SHOW_STAGE_RealShow,Show场,5.4.0,,,,Show场 动画显示成功,,,,,{(.*)?},,,
EXT_SHOW_STAGE_LongTime,Show场,5.4.0,,,,Show场 动画超时不显示,,,,,{(.*)?},,,
EXT_SHOW_STAGE_TabbarChange,Show场,5.4.0,,,,Show场 Tabbar变形,,,,,{(.*)?},,,
EXT_SHOW_STAGE_Interfere,Show场,5.4.0,,,,Show场 显示被干扰,,,,,{(.*)?},,,{(.*)?}
EXT_HotSpot_Data,hotspot,5.4.0,,,,热点有数据,,,,,,,,
EXT_HotSpot_Show,hotspot,5.4.0,,,,热点展示,,,,,,,,
EXT_HotSpot_Close,hotspot,5.4.0,,,,热点关闭,,,,,,,,
EXT_SCAN_LUAVIEW,luaview_loading_in_scan,5.5.0,,,,{(.*)?},,,{.*},,,,,
