col0,col1,col2,col3,col4,col5,col6,col7
1,5,16,3,This organizer is very good at managing their schedule,8,MusicianReviewOrganizer,2020-11-20 19:31:25
2,5,16,9,Your music is extraordinary I'd love to work with you more in the future,9,OrganizerReviewMusician,2020-11-20 20:13:56
3,7,16,13,Good management in general,8,MusicianReviewOrganizer,2020-11-20 20:18:10
4,6,16,2,Everything is clean and organized at the event so I'd love to work with them more in the future and I recommend anyone to accept their contract,9,MusicianReviewOrganizer,2020-11-20 23:22:05
5,2,17,4,I've never seen anyone who can play classical music and show his mood in the music so good,9,OrganizerReviewMusician,2020-11-21 08:09:54
6,3,17,16,The music is okay but can be improved,6,OrganizerReviewMusician,2020-11-21 12:56:34
7,9,17,10,I've been to their New Year party It's a bit messy and I can hardly work with their tight schedule when performing,5,MusicianReviewOrganizer,2020-11-21 21:07:13
8,10,17,7,It's hard to find any organizer in Thailand who organize a classical music event That's great !,9,MusicianReviewOrganizer,2020-11-22 03:46:39
9,14,17,4,Please be a bit more profession If we agree to a contract then you need to do as what it said,4,OrganizerReviewMusician,2020-11-22 16:14:09
10,4,18,3,The event I was performing for them went very well Looking forward to work with you more,9,MusicianReviewOrganizer,2020-11-23 00:26:11
11,11,18,13,I'd love to work with you more in the future The music was so great !,9,OrganizerReviewMusician,2020-11-23 01:55:51
12,8,19,9,I've never seen someone perform this good before Please come by in the future,9,OrganizerReviewMusician,2020-11-23 18:00:18
13,1,19,8,The best organizer I've been working with ! I've been working with them twice now and both of the event was so great,10,MusicianReviewOrganizer,2020-11-23 23:01:46
14,12,19,9,Your music is okay Would not hesitate to work with you more in the future,7,OrganizerReviewMusician,2020-11-24 07:56:40
15,13,20,4,Your event was very creative and I love to play music at your event more,10,MusicianReviewOrganizer,2020-11-24 10:11:32
