col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
1,用户表,User,jhi_user,User,True,True,2019-10-30 05:49:43.000000000,2019-10-29 16:15:50.000000000,2019-10-29 17:38:10.000000000,用户表,3,1,False
2,历史任务实例,HistoryTaskInstance,t_his_task_ins,HistoryTaskInstance,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,历史任务实例,3,8,False
3,上传文件,UploadFile,upload_file,UploadFile,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,上传文件,3,2,False
4,上传图片,UploadImage,upload_image,UploadImage,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,上传图片,3,2,False
5,数据字典,DataDictionary,data_dictionary,DataDictionary,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,数据字典,3,4,True
6,GPS信息,GpsInfo,gps_info,GpsInfo,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,GPS信息,3,4,False
7,行政区划,AdministrativeDivision,administrative_division,AdministrativeDivision,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,行政区划,3,4,True
8,角色,Authority,authority,Authority,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,"角色\n采用自分组的形式,采用向下包含关系，选中本节点继承父层并包含本节点内容及其所有子节点内容。",3,1,True
9,可视权限,ViewPermission,view_permission,ViewPermission,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,可视权限\n权限分为菜单权限、按钮权限等\n,3,1,True
10,API权限,ApiPermission,api_permission,ApiPermission,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,API权限\n菜单或按钮下有相关的api权限,3,1,True
11,模型,CommonTable,common_table,CommonTable,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,模型,3,9,False
12,模型字段,CommonTableField,common_table_field,CommonTableField,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,模型字段,3,9,False
13,模型关系,CommonTableRelationship,common_table_relationship,CommonTableRelationship,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,模型关系,3,9,False
14,通用扩展数据,CommonExtData,common_ext_data,CommonExtData,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用扩展数据,3,9,False
15,通用整数,CommonInteger,common_integer,CommonInteger,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用整数\n,3,9,False
16,通用长整,CommonLong,common_long,CommonLong,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用长整\n,3,9,False
17,通用布尔,CommonBoolean,common_boolean,CommonBoolean,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用布尔\n,3,9,False
18,通用字符串,CommonString,common_string,CommonString,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用字符串\n,3,9,False
19,通用日期时间,CommonZonedDateTime,common_zoned_date_time,CommonZonedDateTime,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用日期时间\n,3,9,False
20,通用单精度,CommonFloat,common_float,CommonFloat,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用单精度\n,3,9,False
21,通用双精度,CommonDouble,common_double,CommonDouble,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用双精度\n,3,9,False
22,通用长文本,CommonTextBlob,common_text_blob,CommonTextBlob,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用长文本\n,3,9,False
23,通用日期,CommonLocalDate,common_local_date,CommonLocalDate,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用日期\n,3,9,False
24,通用大数,CommonBigDecimal,common_big_decimal,CommonBigDecimal,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用大数\n,3,9,False
25,客户单位,CompanyCustomer,company_customer,CompanyCustomer,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,客户单位\n安装设备的客户公司,3,3,True
26,人员账号,CompanyUser,company_user,CompanyUser,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,人员账号\n客户方人员账号,3,3,False
27,客户业务,CompanyBusiness,company_business,CompanyBusiness,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,客户业务\n客户公司开通业务,3,3,False
28,业务类型,BusinessType,business_type,BusinessType,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,业务类型,3,3,False
29,报表存储,UReportFile,u_report_file,UReportFile,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,报表存储,3,10,False
30,流程业务配置,ProcessTableConfig,process_table_config,ProcessTableConfig,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,流程业务配置,3,8,False
31,流程表单,ProcessFormConfig,process_form_config,ProcessFormConfig,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,流程表单,3,8,False
32,流程与实体关联,ProcessEntityRelation,process_entity_relation,ProcessEntityRelation,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,流程与实体关联,3,8,False
33,请假,Leave,jhi_leave,Leave,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,请假,3,8,False
34,通用查询,CommonQuery,common_query,CommonQuery,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用查询,3,11,False
35,通用查询条目,CommonQueryItem,common_query_item,CommonQueryItem,True,True,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,2019-10-30 05:49:43.000000000,通用查询条目,3,11,False
