col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
palmeiras,Palmeiras,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/palmeiras_60x60.png,"Forte no ano passado, o elenco do Palmeiras foi ainda mais reforçado em 2018. Ganhou boas opções nas laterais, setor mais deficiente até a última temporada, e passou a ter nada menos do que Lucas Lima como seu armador. Uma potência nas mãos do técnico Roger Machado.",79,2,9,8,3,1,0
gremio,Grêmio,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/gremio_60x60.png,"Campeão da Libertadores e da Recopa, o elenco do Grêmio chega turbinado por quatro craques, além de outros que jogam muito. Ainda conta com um time bem orquestrado por Renato e que promete brigar por todos os títulos.",71,4,4,3,10,2,0
cruzeiro,Cruzeiro,https://s.glbimg.com/es/sde/f/equipes/2015/04/29/cruzeiro_65.png,"O Cruzeiro chega com um dos favoritos ao Brasileiro, principalmente pela força do seu grupo. Em todos os setores, o time tem jogadores de renome e com títulos importantes, tendo necessidades secundárias de reforços. Lesionado, o atacante Fred só volta no fim do ano e fica fora da avaliação.",71,2,3,13,3,2,0
corinthians,Corinthians,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/corinthians_60x60.png,"Campeão estadual e nacional no ano passado, o Corinthians começou 2018 conquistando mais um título do Paulistão. Com um nível um pouco abaixo de 2017 pela perda de seu artilheiro Jô, o clube chega ao Brasileirão com um elenco forte, mas sem uma grande estrela.",67,2,3,11,4,2,1
flamengo,Flamengo,https://s.glbimg.com/es/sde/f/equipes/2018/04/09/Flamengo-65.png,"O maior investimento foi Henrique Dourado. Por não ter se reforçado tanto, ao menos manteve a espinha dorsal do time. Outra aposta rubro-negra está no meia colombiano Marlos, que pouco jogou e ainda não se destacou. Guerrero, suspenso por doping, deve retornar após a Copa, já que o Fla manifestou interesse de estender o contrato.",62,1,6,5,7,3,0
santos,Santos,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/santos_60x60.png,"No jovem e veloz time dos Meninos da Vila, craque incontestável mesmo é o goleiro (Vanderlei). Gabigol pode até carregar esse status fora de campo, mas tem deixado a desejar. E Bruno Henrique, que se recupera de lesão no olho direito, tenta retornar ao time já em maio.",60,1,2,8,10,2,0
atletico-mg,Atlético-MG,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/atletico_mg_60x60.png,"Em um ano de reformulação, o Atlético-MG entra no Brasileiro correndo por fora. O goleiro Victor e o atacante Ricardo Oliveira são os pontos de segurança do time. A equipe conta ainda com outras peças experientes, mas a diretoria admite a necessidade de buscar reforços.",59,1,4,5,10,2,1
sao-paulo,São Paulo,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/sao_paulo_60x60.png,O São Paulo não vive mais aqueles tempos de elencos equilibrados e talentosos. O clube entra no Brasileirão alicerçado em veteranos que já viveram dias melhores – casos de Diego Souza e Nenê – e apostando em novidades como Liziero e Valdívia.,59,0,4,8,8,3,0
internacional,Internacional,https://s.glbimg.com/es/sde/f/equipes/2016/05/03/inter65.png,"Em ano de reconstrução e de volta à Série A, o Inter mostra nova identidade sob comando de Odair Hellmann. Chega para o Brasileirão com desconfiança por conta da eliminação precoce no Gauchão. O maior objetivo é o de se manter.",59,0,3,8,11,1,0
vasco,Vasco,https://s.glbimg.com/es/sde/f/equipes/2016/07/29/Vasco-65.png,"O elenco vascaíno tem uma mescla de experiência e juventude, e terá novidades caseiras para o Brasileiro, como Breno, Kelvin e Ramon, que se recuperam de lesão, além do volante Bruno Silva, que não jogou o Carioca. Machucado, Paulinho é a grande perda para o início da competição.",56,0,2,9,10,1,1
botafogo,Botafogo,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/botafogo_60x60.png,"O ponto forte do Botafogo é no gol. A ostentação debaixo das balizas, com Gatito e Jefferson, vai na contramão do elenco enxuto. O time não é dos mais badalados e deve ficar no meio da tabela, mas a união do grupo pode fazer o Alvinegro se superar e alçar voos maiores. Lesionado, João Paulo fica fora da avaliação.",55,1,1,8,10,1,2
fluminense,Fluminense,https://s.glbimg.com/es/sde/f/equipes/2015/07/21/fluminense_60x60.png,"Fluminense tem uma time jovem, com boas figuras neste começo de ano: Ibañez, Aytor Lucas e Pedro, artilheiro do Carioca, com sete gols. Jadson e Sornoza comandam o meio, e o banco de reservas é um problema, afinal, há poucas opções a Abel.",54,0,2,7,12,1,1
chapecoense,Chapecoense,https://s.glbimg.com/es/sde/f/equipes/2015/08/03/Escudo-Chape-165.png,"A Chape manteve boa parte do elenco que conquistou uma vaga na Libertadores em 2017. Além disso, fez contratações pontuais, como Márcio Araújo e Guilherme. A força do conjunto é a principal arma do clube, mas Canteros desponta na parte técnica.",53,0,0,9,12,2,0
bahia,Bahia,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/bahia_60x60.png,"O Bahia manteve peças de destaque da temporada passada e se reforçou para 2018. Contratado no início do ano, o lateral-direito Nino é uma das armas ofensivas da equipe comandada por Guto Ferreira. Vinícius vive grande fase. Ele e Gregore são os pilares do meio-campo tricolor.",51,0,1,7,13,0,2
atletico-pr,Atlético-PR,https://s.glbimg.com/es/sde/f/equipes/2015/06/24/atletico-pr_2015_65.png,"Sem estrelas e poucas promessas, o Atlético-PR apresenta um elenco que não chama atenção na individualidade, mas também não possui muitos jogadores que podem dar aquele susto na torcida. A defesa tem os nomes com mais força, entre eles, o goleiro Santos e o zagueiro Thiago Heleno. O ataque é o lado mais frágil, sem nenhum nome que seja o diferencial.",51,0,0,7,14,2,0
ceara,Ceará,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/ceara_60x60.png,"O Ceará manteve a base do time que subiu à Série A. Em 2018, reforçou todos os setores. Para este Brasileirão, a única perda é Andrigo, negociado pelo Inter com o Sport. O elenco não briga nas cabeças, mas é constante e deve ficar pelo meio da tabela.",50,0,1,6,13,2,1
america-mg,América-MG,http://s.glbimg.com/es/sde/f/equipes/2016/06/08/America-MG_65_YAXGu0v.png,"O América-MG tem o objetivo de não ser rebaixado. A defesa é o grande trunfo para isso. A segurança de João Ricardo e o entrosamento de Messias e Rafael Lima se destacam. O problema está no ataque, que ainda busca um jogador para render bem ao lado de Aylon. Rafael Moura apresentou crescimento na reta final do Mineiro.",49,0,1,8,9,3,2
sport,Sport,https://s.glbimg.com/es/sde/f/equipes/2015/07/21/sport65.png,"O time passa por um processo de reformulação. Perdeu nomes como o volante Rithely, o meia Diego Souza e o atacante André. Com dificuldades financeiras, buscou no mercado nomes menos badalados e tem, neste ano, objetivos menos audaciosos para quem já sonhou com vaga na Libertadores.",48,0,1,3,16,3,0
vitoria,Vitória,https://s.glbimg.com/es/sde/f/equipes/2014/04/14/vitoria_60x60.png,"A defesa é motivo de dor de cabeça para o Vitória. O sistema de marcação foi vazado na maioria dos jogos do primeiro semestre e levou a diretoria rubro-negra a buscar reforços para corrigir o problema. Em contrapartida, o ataque tem funcionado bem. Neilton é o destaque da equipe, com 13 gols marcados.",47,0,1,7,9,4,2
