col0,col1,col2,col3,col4,col5
1,",,,,,,,,,",GND VIA,10,,
2,U1,HTSOP-8-1EP_3.9x4.9mm_Pitch1.27mm,1,DRV8870,
3,C1,CP_Elec_6.3x7.7,1,47u,
4,C2,C_0603,1,0.1u,
5,P1,100MIL_ST,1,PWR,
6,P2,100MIL_ST,1,DIR,
7,P3,100MIL_ST,1,VREF,
8,P4,100MIL_ST,1,MOTOR,
9,R1,R_1812,1,0.1,
,,,,,
Id,Designator,Package,Quantity,Designation,Supplier and ref
1,",,,,,,,,,,,,,,,,",GND VIA,17,,
2,C1,C_0603,1,0.1uF,
3,"C2,C3",C_0603,2,22pF,
4,IC1,QFN-24-1EP_4x4mm_Pitch0.5mm,1,ATTINY24A-M,
5,P1,100MIL_ST,1,MOTOR,
6,P2,100MIL_ST,1,VREF,
7,"P3,P4",100MIL_ST,2,POWER,
8,P5,Pin_Header_Straight_2x03_Pitch2.54mm,1,ICSP,
9,Q1,SOIC-8_3.9x4.9mm_Pitch1.27mm,1,DMHC3025LSD,
10,"Q2,Q3",SOT-23,2,Q_NMOS_DGS,
11,"R1,R3,R4,R5",R_0603,4,1K,
12,R2,R_1812,1,R,
13,Y1,Crystal_HC49-U_Vertical,1,Crystal,
,,,,,
,,,,,
,,,,,
Id,Designator,Package,Quantity,Designation,Supplier and ref
1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",GND VIA,37,,
2,"Q1,Q1,Q1",SOIC-8_3.9x4.9mm_Pitch1.27mm,3,DMHC3025LSD,
3,"C3,C4",C_0603,2,10n,
4,"P2,P5",100MIL_ST,2,PWR,
5,P3,100MIL_ST,1,VREF,
6,P4,100MIL_ST,1,DIR,
7,"R1,R2,R3,R4,R5,R6,R7,R8,R11,R12",R_0603,10,10K,
8,"R9,R10",R_0603,2,1K,
9,R13,R_1812,1,R,
10,U1,SOIC-14_3.9x8.7mm_Pitch1.27mm,1,LM324,
11,U2,SOIC-14_3.9x8.7mm_Pitch1.27mm,1,LM339,
12,P1,100MIL_ST,1,MOTOR,
13,"C1,C2",C_0603,2,0.1uF,
14,P6,100MIL_ST,1,PWM,
15,"R14,R15",R_0603,2,150,
