col0,col1,col2,col3,col4,col5
1255539806618234881,2020-04-29 16:49:51+00:00,_beavit,louca pra fazer tatuagem q saco corona vírus,,
1255499461901639686,2020-04-29 14:09:32+00:00,tiagomsgomes,"O vídeo que eu vi não mostrou mas bue americanos estavam a responder “ah mas o corona virus não pode ser controlado, uma guerra pode ele não tem culpa disso” mas i mean, ele não fez medidas praticamente nenhumas para evitar a propagação ",,
1255490437999181824,2020-04-29 13:33:40+00:00,KimberlyG17,,,
1255463564569128962,2020-04-29 11:46:53+00:00,MiguelMartinho7,"Faz hoje 6 anos em que o Real Madrid esmaga o Bayern por 4-0 na sua casa e Cristiano Ronaldo fez história ao bater mais um recorde europeu, e o próprio levou o Real Madrid até a final de Lisboa no Estádio da Luz. ",,
1255449053690834946,2020-04-29 10:49:14+00:00,paulojneves,"São tempos de recolhimento e ideal para restruturar o futuro, pensando em novas formas de viver, conviver e amar ",,
1255407994600394754,2020-04-29 08:06:04+00:00,TSFRadio,Investigadores encontram novo coronavírus em esgotos do estado do Rio de Janeiro http://dlvr.it/RVg6jx Em http://www.TSF.pt,,
1255398803710115841,2020-04-29 07:29:33+00:00,TSFRadio,Sistema de vigilância da gripe sazonal vai ser alargado ao novo coronavírus http://dlvr.it/RVg2VT Em http://www.TSF.pt,,
1255343678266191872,2020-04-29 03:50:30+00:00,MiguelMartinho7,"Paulo Dybala volta a ter teste positivo pela quarta vez em seis semanas. É muito triste, mas é assim. Força, Dybala! ",,
1255342199908245508,2020-04-29 03:44:38+00:00,MiguelMartinho7,Os que irão para a Fase de Grupos da Champions na próxima época: PSG e Marselha. 3.ªpré-eliminatória: Rennes. ,,
1255337648702599169,2020-04-29 03:26:33+00:00,Duduziito97T,Este é o 7° corona virus na humidade o último também surgiu num mercado da China só que só se propragava com com sintomas! Foi a Netflix que disse,,
1255129215424278529,2020-04-28 13:38:18+00:00,MiguelMartinho7,"Faz hoje também um ano em que foi o título inédito na história do Sporting e de Futsal Português, o título de campeão da Europa de Futsal. 2-1 contra o Kairat na Final de Almaty. ",,
1255121059994615808,2020-04-28 13:05:54+00:00,MiguelMartinho7,"Faz hoje 18 anos em que o Sporting foi campeão nacional pela última vez. Oxalá que no ano que vêm, seremos campeões nacionais, como também o Liverpool está para ganhar a Premier League ao que não acontecia há 30 anos. ",,
1255049258937581568,2020-04-28 08:20:35+00:00,josinetebastos,"@Estadao @correio @GloboNews @policiafederal @MPF_PGR @CNJ_oficial Assim como o combate ao Coronavirus, temos que mudar RADICALMente o acesso a internet, e proibir a divulgação de todas imagens de crianças e adolescentes nas mídias e redes sociais. ",,
