col0,col1,col2
0,DocumentEdge,3
1,DocumentEdge,3
2,DocumentEdge,3
3,DocumentEdge,3
4,RelatedToEdge,3
5,RelatedToEdge,3
6,RelatedToEdge,2
7,RelatedToEdge,2
8,DocumentEdge,3
9,RelatedToEdge,2
10,ContainedInEdge,3
11,ContainedInEdge,3
12,ContainedInEdge,3
13,ContainedInEdge,1
14,ContainedInEdge,2
15,ContainedInEdge,3
16,ContainedInEdge,3
17,ContainedInEdge,3
18,ContainedInEdge,3
19,ContainedInEdge,3
20,ContainedInEdge,3
21,ContainedInEdge,3
22,ContainedInEdge,3
23,ContainedInEdge,3
24,ContainedInEdge,3
25,ContainedInEdge,2
26,ContainedInEdge,3
27,ContainedInEdge,3
28,ContainedInEdge,3
29,ContainedInEdge,3
30,ContainedInEdge,3
31,ContainedInEdge,3
32,ContainedInEdge,3
33,ContainedInEdge,3
34,ContainedInEdge,3
35,ContainedInEdge,3
36,ContainedInEdge,3
37,ContainedInEdge,3
38,ContainedInEdge,3
39,ContainedInEdge,3
40,ContainedInEdge,3
41,ContainedInEdge,3
42,ContainedInEdge,3
43,ContainedInEdge,2
44,ContainedInEdge,2
45,ContainedInEdge,3
46,ContainedInEdge,3
47,ContainedInEdge,2
48,ContainedInEdge,2
49,ContainedInEdge,3
50,ContainedInEdge,2
51,ContainedInEdge,3
52,ContainedInEdge,2
53,ContainedInEdge,3
54,ContainedInEdge,3
55,ContainedInEdge,3
56,ContainedInEdge,3
57,ContainedInEdge,3
58,ContainedInEdge,3
59,ContainedInEdge,3
60,ContainedInEdge,3
61,ContainedInEdge,2
62,ContainedInEdge,3
63,ContainedInEdge,3
64,ContainedInEdge,3
65,ContainedInEdge,3
66,ContainedInEdge,2
67,ContainedInEdge,3
68,ContainedInEdge,2
69,ContainedInEdge,3
70,ContainedInEdge,3
71,ContainedInEdge,3
72,ContainedInEdge,3
73,ContainedInEdge,2
74,ContainedInEdge,3
75,ContainedInEdge,1
76,ContainedInEdge,2
77,ContainedInEdge,2
78,ContainedInEdge,3
79,ContainedInEdge,2
80,ContainedInEdge,3
81,ContainedInEdge,2
82,ContainedInEdge,1
83,ContainedInEdge,2
84,ContainedInEdge,2
85,ContainedInEdge,2
86,ContainedInEdge,2
87,ContainedInEdge,3
88,ContainedInEdge,2
89,ContainedInEdge,1
90,ContainedInEdge,1
91,ContainedInEdge,1
92,ContainedInEdge,2
93,ContainedInEdge,1
94,ContainedInEdge,2
95,ContainedInEdge,1
96,ContainedInEdge,1
97,ContainedInEdge,1
98,ContainedInEdge,1
99,ContainedInEdge,1
100,ContainedInEdge,4
101,ContainedInEdge,3
102,ContainedInEdge,1
103,ContainedInEdge,1
104,ContainedInEdge,1
105,ContainedInEdge,3
106,ContainedInEdge,1
107,ContainedInEdge,2
108,ContainedInEdge,2
109,ContainedInEdge,3
110,ContainedInEdge,1
111,ContainedInEdge,2
112,ContainedInEdge,1
113,ContainedInEdge,1
114,ContainedInEdge,1
115,ContainedInEdge,1
116,ContainedInEdge,1
117,ContainedInEdge,1
118,ContainedInEdge,1
119,ContainedInEdge,1
120,ContainedInEdge,2
121,ContainedInEdge,1
122,ContainedInEdge,2
123,ContainedInEdge,1
124,ContainedInEdge,2
125,ContainedInEdge,1
126,ContainedInEdge,1
127,ContainedInEdge,1
128,ContainedInEdge,3
129,ContainedInEdge,3
130,ContainedInEdge,3
131,ContainedInEdge,2
132,ContainedInEdge,3
133,ContainedInEdge,1
134,ContainedInEdge,3
135,ContainedInEdge,3
136,ContainedInEdge,1
137,ContainedInEdge,2
138,ContainedInEdge,3
139,ContainedInEdge,5
140,ContainedInEdge,3
141,ContainedInEdge,1
142,ContainedInEdge,2
143,ContainedInEdge,1
144,ContainedInEdge,3
145,ContainedInEdge,1
146,ContainedInEdge,3
147,ContainedInEdge,2
148,ContainedInEdge,7
149,ContainedInEdge,3
150,ContainedInEdge,3
151,ContainedInEdge,3
152,ContainedInEdge,3
153,ContainedInEdge,3
154,ContainedInEdge,2
155,ContainedInEdge,1
156,ContainedInEdge,2
157,ContainedInEdge,3
158,ContainedInEdge,1
159,ContainedInEdge,3
160,ContainedInEdge,2
161,ContainedInEdge,2
162,ContainedInEdge,3
163,ContainedInEdge,2
164,ContainedInEdge,3
165,ContainedInEdge,4
166,ContainedInEdge,3
167,ContainedInEdge,1
168,ContainedInEdge,1
169,ContainedInEdge,3
170,ContainedInEdge,1
171,ContainedInEdge,3
172,ContainedInEdge,1
173,ContainedInEdge,1
174,ContainedInEdge,1
175,ContainedInEdge,2
176,ContainedInEdge,1
177,ContainedInEdge,3
178,ContainedInEdge,1
179,ContainedInEdge,1
180,ContainedInEdge,1
181,ContainedInEdge,1
182,ContainedInEdge,1
183,ContainedInEdge,1
