col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
int,int,varchar,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,varchar,varchar
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
ID,"技能效果类型
0 = 无效
1 = 主动
2 = 被动",名称,"状态
0=无
1=流血
2=灼烧
3=减速
4=定身
5=晕眩
6=沉默
7=睡眠
8=恐惧
9=中毒
10=无敌
11=降低防御力
12=降低命中率
13=持续恢复
14=增加防御力
15=增加攻击力
16=即死
17=冰冻
18=麻痹
19=瘫痪
20=缴械
21=护盾
22=吸血
23=变身/变形","作用目标类型
0=无
1=我方
2=敌方
3=自身
4=全体","上限次数
0=不限制次数
负数=不限制次数","持续时间
单位：毫秒","调用间隔
单位：毫秒
0=在持续时间内仅触发一次
-1=每帧调用","额外解除条件
0=无
1=受击解除","触发判定范围类型
0=无
1=直线
2=扇形
3=圆形
4=矩形
","作用半径
单位:毫米","效果类型
0=无
1=普通伤害
2=爆炸伤害
3=治疗效果
4=即死",效果值,"固定作用效果的附加效果 关联e_item_detail_type 填入要转换成伤害的属性id
0=无
",效果因子 根据附加属性从角色身上获取相应数值*倍数 填入：倍数*1000,"对动作的影响
0=无
1=禁止移动
2=禁止普攻
4=禁止释放技能

将需要的做加法即可处理对应影响，如：
3=禁止移动+普攻
5=禁止移动+释放技能
7=禁止移动+普攻+施放技能",护盾值,"吸血转换类型
0=无
1=固定值(即恢复参数值)
2=百分比(恢复量:血量*参数%)",吸血参数,目标ID,普攻ID列表,技能ID列表
1,1,即死,16,3,1,430,0,0,3,0,4,0,0,0,0,0,0,0,0,{},{}
2,1,燃烧,2,2,10,5000,1000,0,3,10000,1,100,0,0,0,0,0,0,0,{},{}
3,1,测试,2,3,-1,5000,-1,0,3,10000,0,0,0,0,0,0,0,0,0,{},{}
4,1,护盾,21,1,-1,6000,-1,0,3,10000,0,0,0,0,0,1000,0,0,0,{},{}
10,1,无敌,10,3,-1,5000,-1,0,0,0,0,0,0,0,0,0,0,0,0,{},{}
21,1,吸血测试,22,2,-1,5000,-1,0,0,0,0,0,0,0,0,0,1,10,0,{},{}
23,1,变身,23,3,-1,10000,-1,0,0,0,0,0,0,0,0,0,0,0,0,{},"{1011203,1011202,1011201,1011200}"
