col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,968",24,12.2,"1,533",42,27.4,124.70%,19_001,19.0,2.0,4.0,,
Adams,"1,073",12,11.2,884,18,20.4,82.10%,19_002,19.0,2.0,4.0,,
Allamakee,"3,731",29,7.8,"3,440",40,11.6,49.60%,19_003,19.0,2.0,4.0,,
Appanoose,"3,255",62,19.0,"2,867",75,26.2,37.30%,19_004,19.0,2.0,4.0,,
Audubon,"1,771",26,14.7,"1,373",44,32.0,118.30%,19_005,19.0,2.0,4.0,,
Benton,"6,924",92,13.3,"6,490",136,21.0,57.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"29,545",538,18.2,"28,523",926,32.5,78.30%,19_007,19.0,2.0,4.0,,
Boone,"6,515",53,8.1,"5,998",69,11.5,41.40%,19_008,19.0,2.0,4.0,,
Bremer,"5,627",40,7.1,"5,102",64,12.5,76.50%,19_009,19.0,2.0,4.0,,
Buchanan,"6,031",117,19.4,"5,457",60,11.0,-43.30%,19_010,19.0,2.0,4.0,,
Buena Vista,"5,179",55,10.6,"4,909",78,15.9,49.60%,19_011,19.0,2.0,4.0,,
Butler,"3,734",34,9.1,"3,180",41,12.9,41.60%,19_012,19.0,2.0,4.0,,
Calhoun,"2,564",23,9.0,"1,925",34,17.7,96.90%,19_013,19.0,2.0,4.0,,
Carroll,"5,769",30,5.2,"4,887",76,15.6,199.10%,19_014,19.0,2.0,4.0,,
Cass,"3,488",40,11.5,"2,964",74,25.0,117.70%,19_015,19.0,2.0,4.0,,
Cedar,"4,609",44,9.5,"4,067",60,14.8,54.50%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"11,046",258,23.4,"9,500",278,29.3,25.30%,19_017,19.0,2.0,4.0,,
Cherokee,"3,212",38,11.8,"2,407",48,19.9,68.60%,19_018,19.0,2.0,4.0,,
Chickasaw,"3,423",18,5.3,"2,860",57,19.9,279.00%,19_019,19.0,2.0,4.0,,
Clarke,"2,402",44,18.3,"2,216",29,13.1,-28.60%,19_020,19.0,2.0,4.0,,
Clay,"4,289",76,17.7,"3,688",95,25.8,45.40%,19_021,19.0,2.0,4.0,,
Clayton,"4,735",46,9.7,"3,974",76,19.1,96.90%,19_022,19.0,2.0,4.0,,
Clinton,"12,840",151,11.8,"11,548",204,17.7,50.20%,19_023,19.0,2.0,4.0,,
Crawford,"4,495",82,18.2,"4,184",68,16.3,-10.90%,19_024,19.0,2.0,4.0,,
Dallas,"11,487",94,8.2,"15,176",138,9.1,11.10%,19_025,19.0,2.0,4.0,,
Davis,"2,317",40,17.3,"2,206",29,13.1,-23.90%,19_026,19.0,2.0,4.0,,
Decatur,"2,002",37,18.5,"1,751",38,21.7,17.40%,19_027,19.0,2.0,4.0,,
Delaware,"5,334",54,10.1,"4,229",61,14.4,42.50%,19_028,19.0,2.0,4.0,,
Des Moines,"10,328",249,24.1,"9,484",219,23.1,-4.20%,19_029,19.0,2.0,4.0,,
