col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
43392,NC_000913,"4,296,286",SNP,C→T,"gltP, yjcO",,glutamate/aspartate:proton symporter/Sel1 family TPR-like repeat protein,,,intergenic (+492/+150),,,0.29,,,,,
58726,NC_000913,"4,184,557",SNP,T→C,rpoB,,"RNA polymerase, beta subunit",,,S1105P (TCT→CCT),,,1.0,1.0,,,,
43395,NC_000913,"4,296,380",INS,+CG,"gltP, yjcO",,glutamate/aspartate:proton symporter/Sel1 family TPR-like repeat protein,,,intergenic (+586/+56),,,1.0,,,,1.0,
43393,NC_000913,"4,296,303",SNP,A→G,"gltP, yjcO",,glutamate/aspartate:proton symporter/Sel1 family TPR-like repeat protein,,,intergenic (+509/+133),,,0.22,,,,,
80486,NC_000913,"3,546,127",SNP,G→A,nfuA,,"Fe/S biogenesis protein, putative scaffold/chaperone protein",,,L168L (CTG→CTA),,,0.29,,,,,
26191,NC_000913,"1,299,499",DEL,"Δ1,199 bp","ychE, oppA",,UPF0056 family inner membrane protein/oligopeptide ABC transporter periplasmic binding protein,,,intergenic (+254/‑485),1.0,,,1.0,,,1.0,
43352,NC_000913,"1,529,185",SNP,C→T,rhsE,,"pseudogene, Rhs family",,,pseudogene (1284/2037 nt),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43350,NC_000913,"1,529,175",SNP,T→C,rhsE,,"pseudogene, Rhs family",,,pseudogene (1274/2037 nt),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43351,NC_000913,"1,529,180",SNP,T→C,rhsE,,"pseudogene, Rhs family",,,pseudogene (1279/2037 nt),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83992,NC_000913,"77,405",SNP,G→T,sgrS|sgrT,,"sRNA antisense regulator destabilzes ptsG mRNA, Hfq-dependent; regulated by sgrR|inhibitor of glucose uptake",,,noncoding (39/227 nt)Q6H (CAG→CAT),1.0,1.0,1.0,1.0,,,,
43353,NC_000913,"1,529,203",SNP,C→A,rhsE,,"pseudogene, Rhs family",,,pseudogene (1302/2037 nt),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43354,NC_000913,"1,529,218",SNP,C→T,rhsE,,"pseudogene, Rhs family",,,pseudogene (1317/2037 nt),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80475,NC_000913,"2,760,805",MOB,IS2 (+) +5 bp,yfjJ,,CP4-57 prophage; uncharacterized protein,,,coding (259‑263/627 nt),1.0,1.0,1.0,1.0,,,,
80348,NC_000913,"4,070,817",SNP,C→A,yihS,,sulphoquinovose isomerase,,,V314L (GTA→TTA),,1.0,1.0,1.0,,1.0,1.0,1.0
83866,NC_000913,"1,978,503",DEL,Δ776 bp,"insB1,insA",,"insB1,insA",,,,1.0,1.0,1.0,1.0,,,1.0,
80485,NC_000913,"3,546,088",SNP,C→G,nfuA,,"Fe/S biogenesis protein, putative scaffold/chaperone protein",,,V155V (GTC→GTG),,,0.31,,,,,
80346,NC_000913,"1,531,253",MOB,IS5 (–) +4 bp,yncI,,pseudogene,,,pseudogene (668‑671/738 nt),,,,,,1.0,,
