col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
P1.0,PSG Life Test / Boiler & ProV (with abnormal test) - 24/5 for 1200 hrs,Archived,v1.0,25.1,19.7,98.3,1200,ON hrs,126.0,98.0,12.0,101,76.0,9.0,7.0,6.0,1.0,9.0,7.0,0.0,"+5 days for overpressure test
+4 days abnormal test"
P1.0,PSG Life Test / Boiler & ProV (with abnormal test) - 24/5 for 1200 hrs,Released,v1.1,25.1,19.7,98.3,1200,ON hrs,126.0,98.0,12.0,101,76.0,9.0,7.0,6.0,1.0,9.0,7.0,0.0,"+5 days for overpressure test
+4 days abnormal test"
P1.1,"PSG Life Test / Boiler & ProV  (with abnormal test) - 24/5 for 1200 hrs
(specific to reactive soleplate TFC evaluations)",Released,,27.6,22.2,110.9,1200,ON hrs,138.0,111.0,12.0,101,76.0,9.0,14.0,18.0,1.0,9.0,7.0,0.0,"+5 days for overpressure test
+4 days abnormal test
- 50 hours interval check instead of standard"
P1.2,"PSG Life Test / Boiler & ProV  (w/o abnormal test) - 24/5 for 400 hrs
(specific to reactive soleplate TFC evaluations)",Released,,11.4,9.7,48.4,400,ON hrs,57.0,48.0,12.0,30,22.0,9.0,9.0,12.0,1.0,6.0,5.0,0.0,without abnormal & overpressure test
,"PSG Life Test / Boiler & ProV  (w/o abnormal test) - 24/5 for 600 hrs
(specific to reactive soleplate TFC evaluations)",Released,,15.6,13.0,65.2,600,ON hrs,78.0,65.0,12.0,44,33.0,9.0,13.0,17.0,1.0,7.0,5.0,0.0,without abnormal & overpressure test
,"PSG Life Test / Boiler & ProV  (w/o abnormal test) - 24/6 for 400 hrs
(specific to reactive soleplate TFC evaluations)",Released,,11.4,8.1,40.4,400,ON hrs,57.0,48.0,12.0,30,22.0,9.0,9.0,12.0,1.0,6.0,5.0,0.0,without abnormal & overpressure test
,"PSG Life Test / Boiler & ProV  (w/o abnormal test) - 24/6 for 600 hrs
(specific to reactive soleplate TFC evaluations)",Released,,15.6,10.9,54.4,600,ON hrs,78.0,65.0,12.0,44,33.0,9.0,13.0,17.0,1.0,7.0,5.0,0.0,without abnormal & overpressure test
,DTS Wet Life Test,WIP,,18.5,14.8,74.0,800,ON hrs,92.0,74.0,12.0,67,50.0,7.0,,10.0,1.0,8.0,6.0,0.0,
,DTS Dry Life Test,WIP,,9.7,7.8,39.0,400,ON hrs,49.0,39.0,12.0,33,25.0,4.0,,5.0,1.0,5.0,4.0,0.0,
,PSG  IEC Scaling,WIP,,10.8,9.0,45.0,400,ON hrs,54.0,45.0,6.0,31,23.0,5.0,,12.0,1.0,5.0,4.0,0.0,
,PSG CTTN Scaling,WIP,,10.1,8.4,42.0,252,ON hrs,50.0,42.0,6.0,28,21.0,5.0,,11.0,1.0,5.0,4.0,0.0,
,DTS CTTN Scaling,WIP,,10.1,8.4,42.0,252,ON hrs,50.0,42.0,6.0,28,21.0,5.0,,11.0,1.0,5.0,4.0,0.0,
,DTS IEC Scaling,WIP,,12.2,10.2,51.0,400,ON hrs,61.0,51.0,6.0,36,27.0,5.0,,14.0,1.0,5.0,4.0,0.0,
,Wear Test,WIP,,4.6,4.0,20.0,200,,23.0,20.0,6.0,12,9.0,2.0,,8.0,1.0,0.0,0.0,0.0,
,Quenching,WIP,,3.1,2.8,14.0,2500cyc,,16.0,14.0,6.0,7,5.0,2.0,,6.0,1.0,0.0,0.0,0.0,
,Steamer Scaling,WIP,,5.8,4.4,22.0, 252 Steam ,,29.0,22.0,6.0,28,21.0,,,,1.0,0.0,,0.0,
,Steamer WLT,WIP,,8.7,6.6,33.0, 500 ON ,,44.0,33.0,6.0,43,32.0,,,,1.0,0.0,,0.0,
,Cyclic Humidity,WIP,,9.3,7.2,36.0, 28 days ,,47.0,36.0,6.0,37,28.0,,,3.0,1.0,5.0,4.0,0.0,
,Cyclic Temperature,WIP,,5.9,4.6,23.0, 16 days ,,29.0,23.0,6.0,21,16.0,,,3.0,1.0,4.0,3.0,0.0,
,Constant Humidity,WIP,,5.3,4.2,21.0, 14 days ,,27.0,21.0,6.0,19,14.0,,,3.0,1.0,4.0,3.0,0.0,
,Flexing 45-45 deg ( 2 day testing),WIP,,5.0,3.8,19.0," 10,000 cycle ",,25.0,19.0,6.0,24,18.0,,,,1.0,0.0,,0.0,
,Flexing 90-90 deg ,WIP,,2.9,2.2,11.0, 1000 cycle ,,14.0,11.0,6.0,13,10.0,,,,1.0,0.0,,0.0,
,Flexing 90-90 deg ,WIP,,,,0.0, 60000 cycles ,,,,,7,5.0,2.0,,0.0,1.0,0.0,,,
,Cold Drop Test,WIP,,0.7,0.6,3.0,,,4.0,3.0,6.0,3,2.0,,,,1.0,0.0,,0.0,
,ASO Cont Steaming,WIP,,1.5,1.2,6.0, 400 ON ,,8.0,6.0,6.0,7,5.0,,,,1.0,0.0,,0.0,
,Prolong,WIP,,13.5,10.2,51.0, 200L ,,68.0,51.0,6.0,67,50.0,,,,1.0,0.0,,0.0,
,Prolong (DTS),WIP,,16.1,12.4,62.0, 200hrs ,,80.0,62.0,2.0,67,50.0,,,5.0,1.0,8.0,6.0,0.0,
,Prolong (PSG),WIP,,15.3,11.6,58.0, 200hrs ,,76.0,58.0,2.0,67,50.0,1.0,,0.0,1.0,8.0,6.0,0.0,
,Prolong,WIP,,6.9,5.2,26.0, 100hrs ,,34.0,26.0,6.0,33,25.0,,,,1.0,0.0,,0.0,
,Snapdisc Endurance,WIP,,0.2,0.2,1.0,,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Thermostat Endurance Test,WIP,,0.2,0.2,1.0, 25000cycle ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Carrylock Endurance Test,WIP,,0.2,0.2,1.0, 3000 cycle ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Docking Test,WIP,,0.2,0.2,1.0, 768 cycle ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Steamer Pole Endurance,WIP,,0.2,0.2,1.0, 1100 cycle ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Main Switch Endurance Test ,WIP,,0.2,0.2,1.0," 10,000 cyle ",,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,SOS knob endurance,WIP,,0.2,0.2,1.0, 1000 / 6000c ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Calc Clean button endurance,WIP,,0.2,0.2,1.0, 100 cycle ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Steam Control Endurance,WIP,,0.2,0.2,1.0, 1500 cycle ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Filling Door Endurance,WIP,,0.2,0.2,1.0, 3000cycle ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Hosecord Fraying Test,WIP,,0.2,0.2,1.0, 360K ,,1.0,1.0,6.0,0,,,,,1.0,0.0,,0.0,
,Overpressure test,WIP,,0.2,0.2,1.0,,,1.0,1.0,,0,,,,,1.0,,,,
,Software beta test,WIP,,0.2,0.2,1.0,,,1.0,1.0,2.0,0,,,,,1.0,,,,
,Noise measurement,WIP,,0.2,0.2,1.0,,,1.0,1.0,,0,,,,,1.0,,,,
,Abnormal test at zero hour,WIP,,0.7,0.6,3.0,,,3.0,3.0,6.0,1,1.0,1.0,,0.0,1.0,0.0,,,
,Corrosion test,WIP,,2.3,1.8,9.0,,,11.0,9.0,,9,7.0,1.0,,0.0,1.0,0.0,,,
,Drop test - bare,WIP,,0.7,0.6,3.0, NA ,,3.0,3.0,6.0,1,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,
,Drop test - F-box packaging,WIP,,0.7,0.6,3.0, NA ,,3.0,3.0,6.0,1,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,
,Drop test - A-box packaging,WIP,,0.0,0.0,0.0,,,0.0,0.0,,0,,,,,,,,,
,Stacking test,WIP,,0.0,0.0,0.0,,,0.0,0.0,,0,,,,,,,,,
,Vibration Test,WIP,,1.2,1.0,5.0, NA ,,6.0,5.0,6.0,4,3.0,1.0,,0.0,1.0,0.0,0.0,0.0,
,Painting & deco durability - Product,WIP,,0.5,0.4,2.0, NA ,,2.0,2.0,,1,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,
,Painting & deco durability - Box,WIP,,0.0,0.0,0.0,,,0.0,0.0,,0,,,,,,,,,
,Spray test,WIP,,0.0,0.0,0.0,,,0.0,0.0,,0,,,,,,,,,
,Kinking test,WIP,,3.4,2.6,13.0,,,17.0,13.0,3.0,16,12.0,0.0,,0.0,1.0,0.0,,,
,F-Box finishing test,WIP,,0.5,0.4,2.0,,,2.0,2.0,,1,1.0,0.0,,0.0,1.0,0.0,,,
,Impact - Hammer,WIP,,0.5,0.4,2.0, NA ,,2.0,2.0,1.0,1,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,
,Screw Connection Check,WIP,,0.5,0.4,2.0, NA ,,2.0,2.0,2.0,1,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,
,Detachable Tank Endurance Test,WIP,,0.5,0.4,2.0, 1200 cycles ,,2.0,2.0,6.0,1,1.0,0.0,,0.0,1.0,0.0,0.0,0.0, Preparation of samples include hiring of operator. 
,Steam Trigger Endurance Test,WIP,,5.4,4.8,24.0, 260000 cycles ,,27.0,24.0,6.0,24,18.0,1.0,,1.0,1.0,0.0,3.0,0.0,
,Temperature Rise -  Heating Test,WIP,,0.9,0.8,4.0, 3 hours ,,4.0,4.0,1.0,1,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,
