col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
763380,Penyusunan Kajian Hidrogeologi Kota Bandung,275000000,Seleksi Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Penatagunaan Dengan Zonasi Air Tanah,Barang/jasa,Jasa Konsultansi,1 paket,Kota Bandung,Kajian hidrogeologi Kota Bandung mencakup seluruh aspek tentang ketersediaan air tanah Kota Bandung,APBD,275000000,1.08.1.08.01.26.01.5.2.2.21.01,Seleksi Umum,04-04-2014,04-06-2014,17-06-2014,17-09-2014
763351,Pengadaan Alat Automatic Meter Reading (AMR) dan kelengkapannya,2450000000,Lelang Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,"Monitoring, Evaluasi dan Pelaporan",Modal,Barang,1 paket,Kota Bandung,Pengadaan alat AMR untuk menunjang kelancaran penghitungan NPA,APBD,2450000000,1.08.1.08.01.17.16.5.2.3.18.10,Lelang Umum,08-04-2014,08-05-2014,14-05-2014,14-08-2014
784380,Jasa Konsultansi Perencanaan,211900000,Seleksi Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Perencanaan dan Penyusunan Program Pembangunan Pengendalian Sumber Daya Alam dan Lingkungan Hidup,Barang/jasa,Jasa Konsultansi,1 paket,Kota Bandung,Kajian untuk mendukung kegiatan,APBD,211900000,1.08.1.08.01.18.02.5.2.2.21.02,Seleksi Umum,01-04-2014,01-06-2014,16-06-2014,16-09-2014
784393,Jasa Konsultansi Evaluasi/Pengawasan,198000000,Seleksi Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Pengelolaan B3 dan Limbah B3,Barang/jasa,Jasa Konsultansi,1 paket,Kota Bandung,Kajian evaluasi/pengawasan untuk mendukung kegiatan,APBD,198000000,1.08.1.08.01.16.06.5.2.2.21.03,Seleksi Umum,01-04-2014,02-06-2014,10-06-2014,10-09-2014
767557,Belanja Jasa Konsultasi Perencanaan,200000000,Seleksi Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Pengendalian Dampak Perubahan Iklim,Barang/jasa,Jasa Konsultansi,1 paket,Kota Bandung,Kajian untuk mendukung kegiatan Pengendalian Dampak Perubahan Iklim,APBD,200000000,1.08.1.08.01.17.05.5.2.2.21.02,Seleksi Umum,03-04-2014,03-06-2014,17-06-2014,17-09-2014
767599,Belanja Peralatan Kebersihan dan Bahan Pembersih,928980000,Lelang Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Pelaksanaan Dana Alokasi Khusus (DAK) Bidang Lingkungan Hidup,Barang/jasa,Barang,1 paket,Kota Bandung,Belanja untuk mendukung pelaksanaan kegiatan,APBD,928980000,1.08.1.08.01.16.27.5.2.2.01.05,Lelang Umum,03-04-2014,03-05-2014,07-05-2014,28-06-2014
763394,Penyusunan Kajian Pengukuran Muka Air Tanah Untuk Mendukung Zonasi Air Tanah Kota Bandung,200000000,Seleksi Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Penatagunaan Dengan Zonasi Air Tanah,Barang/jasa,Jasa Konsultansi,1 paket,Kota Bandung,Kajian pengembangan pegukuran muka air tanah Kota Bandung yang sudah ada,APBD,200000000,1.08.1.08.01.26.01.5.2.2.21.04,Seleksi Umum,15-04-2014,15-06-2014,23-06-2014,23-09-2014
763367,"Pengadaan Sumber Air Baku Air Tanah/Sumur Resapan, sistem pengolahan air bersih dan pelatihan",840000000,Lelang Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Peningkatan Peran Serta Masyarakat Dalam Rehabilitasi dan Pemulihan Cadangan SDA,Barang/jasa,Pekerjaan Konstruksi,1 paket,Kota Bandung,Bertujuan untuk menyediakan sumber air bersih bagi masyarakat dengan melibatkan partisipasi masyarakat secara langsung,APBD,840000000,1.08.1.08.01.18.07.5.2.2.02.06,Lelang Umum,07-04-2014,26-05-2014,09-06-2014,09-09-2014
784404,Pengadaan Konstruksi/Pembelian Gedung Kantor,249225000,Lelang Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Pembangunan Gedung Kantor,Modal,Pekerjaan Konstruksi,1 paket,Kota Bandung,Untuk mendukung kegiatan,APBD,249225000,1.08.1.08.01.02.03.5.2.3.26.01,Lelang Umum,01-04-2014,16-06-2014,23-06-2014,23-09-2014
784400,Pengadaan Komputer Note Book,322000000,Lelang Umum,,Pemerintah Kota Bandung,BADAN PENGELOLA LINGKUNGAN HIDUP,2014,Penyediaan Peralatan dan Perlengkapan Kantor,Modal,Barang,1 paket,Kota Bandung,Komputer untuk mendukung kegiatan,APBD,322000000,1.08.1.08.01.01.13.5.2.3.12.03,Lelang Umum,02-04-2014,02-05-2014,05-05-2014,25-06-2014
