col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
1,402545,4,D585B10F58FF6B60E043C616A9C3399C,,2013-02-12 11:41:21,1,0.0,1899-12-31 00:00:00,1,0.0,,1,0,0,1,12,85665,SAS,Imaging Pipeline 0,,198792,Imaging Pipeline 0,MoM,2015-03-01 00:00:00,,1899-12-31 00:00:00,imaging pipeline LBA,Imaging Pipeline LBA,0,ImagingPipeline
2,402635,4,E1C1442779405BA8E043C616A9C3E670,,2013-07-18 04:49:15,-1,0.0,2013-07-16 20:32:03,0,0.0,,1,0,0,0,17,158633,SAS,''/S5_0716+714/IM,,285654,''/S5_0716+714/IM,MoM,2015-05-02 00:00:00,,2013-07-16 20:32:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
3,402635,4,E2E15BB15B9B0177E043C616A9C35A71,,2013-08-01 12:32:19,-1,0.0,2013-07-27 23:00:03,0,0.0,,1,0,0,0,17,166048,SAS,''/Mrk501/IM,,294433,''/Mrk501/IM,MoM,2015-05-02 00:00:00,,2013-07-27 23:00:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
4,402635,4,E5A3D8809FC901E1E043C616A9C3E6C2,,2013-09-05 15:24:28,-1,1511.0,2013-08-30 04:58:14,0,0.0,,1,0,0,0,17,172610,SAS,AO0235+16/IM,,300919,AO0235+16/IM,MoM,2015-05-02 00:00:00,,2013-08-30 04:33:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
5,402635,4,E2E11AEE0BB57140E043C616A9C36C4C,,2013-08-01 12:14:17,-1,0.0,2013-07-27 23:00:03,0,0.0,,1,0,0,0,15,166045,SAS,''/BL_Lac/IM,,294424,''/BL_Lac/IM,MoM,2015-05-02 00:00:00,,2013-07-27 23:00:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
6,402635,4,E3702A636B4B0BD2E043C616A9C3FC8C,,2013-08-08 14:54:57,-1,0.0,2013-08-07 20:00:04,0,0.0,,1,0,0,0,17,167113,SAS,''/Mrk501/IM,,295297,''/Mrk501/IM,MoM,2015-05-02 00:00:00,,2013-08-07 20:00:04,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
7,402635,4,E2E0D959F8906202E043C616A9C39D4E,,2013-08-01 11:55:57,-1,0.0,2013-07-27 23:00:03,0,0.0,,1,0,0,0,17,166042,SAS,''/AO0235+16/IM,,294415,''/AO0235+16/IM,MoM,2015-05-02 00:00:00,,2013-07-27 23:00:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
8,402635,4,E36FFAAEF4197BBEE043C616A9C32437,,2013-08-08 14:41:30,-1,0.0,2013-08-07 20:00:04,0,0.0,,1,0,0,0,16,167110,SAS,''/BL_Lac/IM,,295288,''/BL_Lac/IM,MoM,2015-05-02 00:00:00,,2013-08-07 20:00:04,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
9,402635,4,E53CFC68378551F2E043C616A9C323C2,,2013-08-31 12:41:31,-1,0.0,2013-08-22 23:35:03,0,0.0,,1,0,0,0,17,169287,SAS,''/AO0235+16/IM,,296569,''/AO0235+16/IM,MoM,2015-05-02 00:00:00,,2013-08-22 23:35:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
10,402545,4,D58582715F476886E043C616A9C3998C,,2013-02-12 11:28:19,1,0.0,1899-12-31 00:00:00,1,0.0,,1,0,0,1,12,85651,SAS,Imaging Pipeline 0,,198672,Imaging Pipeline 0,MoM,2015-03-01 00:00:00,,1899-12-31 00:00:00,imaging pipeline LBA,Imaging Pipeline LBA,0,ImagingPipeline
