col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
CHEK1,O14757,TP53,P04637,Phosphorylation,S378,378,3,"PSP,Signor",15659650
NUAK1,O60285,TP53,P04637,Phosphorylation,S392,392,4,"neXtProt,PSP,Signor,UniProt","21317932,10884347"
CHEK2,O96017,TP53,P04637,Phosphorylation,S378,378,4,"PSP,Signor","15659650,17339337,10710310"
PRKCA,P17252,TP53,P04637,Phosphorylation,S378,378,4,"HPRD,PSP","1454855,12080066,9571186,14640983"
PRKACA,P17612,TP53,P04637,Phosphorylation,S378,378,2,PSP,9620776
EIF2AK2,P19525,TP53,P04637,Phosphorylation,S392,392,4,"HPRD,PSP,Signor","19413330,10747897,10348343,10884347"
CDK2,P24941,TP53,P04637,Phosphorylation,S392,392,4,"HPRD,UniProt","19413330,10747897,10348343,10884347"
CDK2,P24941,SMAD2,Q15796,Phosphorylation,T8,8,3,neXtProt,"15241418,19201832"
MAPK3,P27361,TP53,P04637,Phosphorylation,S392,392,2,PSP,25767119
MAPK3,P27361,SMAD2,Q15796,Phosphorylation,T8,8,4,"HPRD,neXtProt,phospho.ELM,PSP,Signor,UniProt","19413330,12193595,18491316,18691976,19651622,20068231,11027280,19115199"
CDK7,P50613,TP53,P04637,Phosphorylation,S378,378,3,"phospho.ELM,PSP,Signor",9315650
CDK7,P50613,TP53,P04637,Phosphorylation,S392,392,3,"phospho.ELM,PSP,Signor",9315650
CDK9,P50750,TP53,P04637,Phosphorylation,S392,392,4,"HPRD,PSP,Signor","19413330,10747897,10348343,10884347,16552184,23603988"
CSNK2A1,P68400,TP53,P04637,Phosphorylation,S149,149,2,PSP,11285227
CSNK2A1,P68400,TP53,P04637,Phosphorylation,S392,392,4,"HPRD,PSP,Signor","19413330,10747897,10348343,10884347,11239457,9467949,12393879,10656682,14640983"
hMAPK3/iso:1/Phos:1,PR:000026189,SMAD2,Q15796,Phosphorylation,T8,8,2,PRO,12193595
hNUAK1,PR:O60285,TP53,P04637,Phosphorylation,S392,392,2,PRO,21317932
hCDK9,PR:P50750,TP53,P04637,Phosphorylation,S392,392,2,PRO,16552184
hKAT8,PR:Q9H7Z6,TP53,P04637,Acetylation,K120,120,2,PRO,17189187
STK11,Q15831,TP53,P04637,Phosphorylation,S392,392,4,"neXtProt,PSP,Signor","17108107,11430832"
MAPK14,Q16539,TP53,P04637,Phosphorylation,S392,392,2,HPRD,"19413330,10747897,10348343,10884347"
KAT6A,Q92794,TP53,P04637,Acetylation,K120,120,2,UniProt,23431171
