col0,col1,col2,col3,col4,col5,col6,col7,col8
rgn,nm,Name,string,50,,1.0,,1.0
rgn,m49p,M49 Parent,number,3,,,,
rgn,btyp,Region Type,enum,1,,,,
rgn,iso31661a2,ISO 3166-1 Alpha 2,string,2,,1.0,,
rgn,iso31661a3,ISO 3166-1 Alpha 3,string,3,,1.0,,
rgn,iso3166_no,ISO-3166 Number,number,3,,1.0,,
rgn,iso31661a2yrentr,ISO 3166-1 Alpha 2 Introduction Year,datetime,14,,,,
rgn,genc_2a,GENC 2A,string,2,,1.0,,
rgn,genc_3a,GENC 3A,string,3,,1.0,,
rgn,genc_no,GENC Number,number,3,,1.0,,
rgn,stanag,STANAG 1059,string,3,,1.0,,
rgn,fips,FIPS (obsolete),string,2,,1.0,,
rgn,ttlareakm2_geonm,TotalArea in Km2,decimal,10,6.0,,,
rgn,lng,Longitude,decimal,10,6.0,,,
rgn,lat,Latitude,decimal,10,6.0,,,
rgn,hgptkm,Highest Point in Km,decimal,10,6.0,,,
rgn,hgptnm,Highest Point Name,string,200,,,,
rgn,lwptkm,Lowest Point in Km,decimal,10,6.0,,,
rgn,lwptnm,Lowest Point Name,string,200,,,,
rgn,prsbdvnm,Primary Subdivision Name,string,200,,,,
rgn,prsbdvct,Primary Subdivision Count,number,3,,,,
rgn,isd,ISD Code,number,5,,,,
rgn,tld,ccTLD Code,string,2,,,,
rgn_gec,genc_2a,GENC 2A,string,2,,,1.0,
rgn_gec,nm,Name,string,50,,1.0,,
rgn_gec,stanag,STANAG 1059,string,3,,1.0,,
nsvgn,m49,M49 Code,number,3,,,1.0,
nsvgn,pm49,M49 Code Parent,number,3,,,,
ebtyp,enum,Enumerator Id,string,10,,,1.0,
ebtyp,eval,Enumerator Value,number,2,,,,
ebtyp,edesc,Display Value,string,200,,,,
ebtyp,enam,Enumerator Group Name,string,50,,,,
unsdldc,m49,M49 Code,number,3,,,,
unsdlldc,m49,M49 Code,number,3,,,,
unsdsidc,m49,M49 Code,number,3,,,,
wbingp,m49,M49 Code,number,3,,,,
wbingp,btyp,World Bank Indicator,enum,1,,,,
cptl,nm,Name,string,100,,1.0,1.0,
cptl,m49,M49 Code,number,3,,,,
cptl,lng,Longitude,decimal,10,6.0,,,
cptl,lat,Latitude,decimal,10,6.0,,,
cptl,typ,Capital Type,enum,1,,,,
cntrynm,nm,Country Name,string,50,,,1.0,
cntrynm,iso6391,ISO 639-1 Code,string,2,,,1.0,
lgstr,m49,M49 Code,number,3,,,,
lgstr,prlnm,Parliament Name,string,200,,,,
lgstr,btyp,House Type,enum,1,,,,
lgstr,nm,Name of House,string,200,,,,
lgstr,trmyr,Term in Years,string,2,,,,
lgstr,seats,Seats,number,3,,,,
crncy,iso4217,ISO 4217,string,2,,,1.0,
crncy,nm,Name,string,100,,,,
crncy,symbl,Symbol (Unicode),string,50,,,,
crncy,mnrunm,Minor Unit Name,string,100,,,,
crncy,cntrlbnk,Central Bank Website,string,300,,,,
cptlnm,nmId,Capital Name(English),string,200,,,,
cptlnm,iso6391,ISO 639-1 Language,string,2,,,,
cptlnm,nm,Name,string,200,,,,
prmsbdv,m49,M49 Code,number,3,,,,
prmsbdv,iso31662a3,ISO 3166-2 A3,string,3,,,1.0,
prmsbdv,hasc,HASC,string,8,,,,
prmsbdv,pcfmt,Postal Code Format,string,15,,,,
prmsbdv,nm,Name,string,200,,,,
prmsbdv,cntrnm,Center Name,string,200,,,,
prmsbdv,arakm2,Area in Km2,decimal,10,6.0,,,
prmsbdv,lng,Longitude,decimal,10,6.0,,,
prmsbdv,lat,Latitude,decimal,10,6.0,,,
prmsbdv,scndsbdvnm,Seconday Subdivision Name,string,100,,,,
prmsbdv,scndsbdvct,Seconday Subdivision Count,number,2,,,,
pc,m49,M49 Code,number,3,,,1.0,
pc,fmt,Postal Code Format,string,15,,,,
crncycntry,iso4217,ISO 4217,string,2,,,,
crncycntry,iso31661a2,ISO 3166-1 A 2,string,3,,,,
lang,iso6391,ISO 639-1 Code,string,2,,,1.0,
lang,nm,English Name of Language,string,2,,,1.0,
cntrylang,iso31661a2,ISO 3166-1 Alpha 2,string,2,,1.0,,
cntrylang,iso4217,ISO 4217 Code,string,2,,,1.0,
