col0,col1,col2,col3,col4,col5,col6
1,10007809490,EWAN Caleb,AUSTRALIA,LTS,25,1845
2,10006291947,MATTHEWS Michael,AUSTRALIA,SUN,29,"1330,88"
3,10007834247,HAIG Jack,AUSTRALIA,MTS,26,1177
4,10005889193,DENNIS Rohan,AUSTRALIA,TBM,29,"1150,86"
5,10003032949,CLARKE Simon,AUSTRALIA,EF1,33,968
6,10005760164,PORTE Richie,AUSTRALIA,TFS,34,885
7,10006363685,DYBALL Benjamin,AUSTRALIA,TSC,30,"879,71"
8,10010996043,HARPER Chris,AUSTRALIA,BLN,25,584
9,10006444521,BENNETT George,NEW ZEALAND,TJV,29,569
10,10006480388,BEVIN Patrick,NEW ZEALAND,CCC,28,443
11,10010982909,HINDLEY Jai,AUSTRALIA,SUN,23,"438,17"
12,10009497593,HAMILTON Lucas,AUSTRALIA,MTS,23,420
13,10011087686,HAMILTON Christopher,AUSTRALIA,SUN,24,338
14,10005968312,CHRISTIE Jason,NEW ZEALAND,AIS,29,261
15,10011128712,MOREY Drew,AUSTRALIA,TSG,23,259
16,10008695729,SMITH Dion,NEW ZEALAND,MTS,26,"253,37"
17,10006720161,HOWSON Damien,AUSTRALIA,MTS,27,"230,57"
18,10006874553,MC CARTHY Jay,AUSTRALIA,BOH,27,221
19,10074756971,SCHULTZ Nicholas,AUSTRALIA,MTS,25,"219,6"
20,10010995841,SUNDERLAND Dylan,AUSTRALIA,BLN,23,210
21,10004595659,DEMPSTER Zakkari,AUSTRALIA,ICA,32,205
22,10050937512,EWART Jesse,AUSTRALIA,TSC,25,"198,71"
23,10011168320,GROVES Kaden,AUSTRALIA,MTS,21,195
24,10007809692,MCCORMICK Hayden,NEW ZEALAND,BLN,25,186
25,10006291240,DURBRIDGE Luke,AUSTRALIA,MTS,28,"180,57"
26,10015011742,FOUCHE James,NEW ZEALAND,WGN,21,178
27,10009080594,CAVANAGH Ryan,AUSTRALIA,STG,24,177
28,10005986294,FREIBERG Michael,AUSTRALIA,ACA,29,169
29,10007809995,KENNETT Dylan,NEW ZEALAND,STG,25,169
30,10004405501,GATE Aaron,NEW ZEALAND,EVO,29,165
31,10009780513,O'CONNOR Ben,AUSTRALIA,TDD,24,157
32,10010004522,CROME Sam,AUSTRALIA,UKO,26,151
33,10002724367,CLARKE Jonathan,AUSTRALIA,FPC,35,150
34,10011128611,LYONS Angus,AUSTRALIA,OLI,23,133
35,10009778691,GRIFFIN Logan,NEW ZEALAND,,24,130
36,10009979361,CHRISTENSEN Ryan,NEW ZEALAND,DHB,23,124
37,10006383893,VINK Michael,NEW ZEALAND,STG,28,120
38,10004595558,MEYER Cameron,AUSTRALIA,MTS,31,"119,37"
39,10005768248,HAAS Nathan,AUSTRALIA,TKA,30,118
40,10007745634,HILL Benjamin,AUSTRALIA,LGS,29,116
41,10002711435,HAUSSLER Heinrich,AUSTRALIA,TBM,35,"108,86"
42,10014868969,VINE Jay,AUSTRALIA,,24,108
43,10023664445,STRONG Corbin,NEW ZEALAND,STG,19,101
44,10011137907,CULEY Marcus,AUSTRALIA,TSC,26,"92,71"
45,10010203572,STORER Michael,AUSTRALIA,SUN,22,"91,44"
46,10008813644,BOWDEN Scott,AUSTRALIA,BLN,24,86
47,10015605866,DUYVESTEYN Kees,NEW ZEALAND,,21,85
48,10005968615,SCULLY Tom,NEW ZEALAND,EF1,29,85
49,10009557918,POTTER Michael,AUSTRALIA,ACA,22,83
50,10006801296,JONES Brenton,AUSTRALIA,DMP,28,81
51,10011132752,MAGENNIS Liam,AUSTRALIA,DCC,22,80
52,10004439449,BAUER Jack,NEW ZEALAND,MTS,34,79
53,10005776433,EARLE Nathan,AUSTRALIA,ICA,31,77
54,10015536552,WHITE Nicholas,AUSTRALIA,BLN,22,75
55,10055344241,LINDORFF Tyler,AUSTRALIA,BLN,19,75
56,10009642992,CAMERON Timothy,AUSTRALIA,STG,28,75
57,10006291442,HEPBURN Michael,AUSTRALIA,MTS,28,"74,14"
58,10014877760,STANNARD Robert,AUSTRALIA,MTS,21,"71,97"
59,10010973512,OVETT Freddy,AUSTRALIA,ACA,25,70
60,10006445834,HUCKER Robbie,AUSTRALIA,UKO,29,61
61,10010794060,BROWN Connor,NEW ZEALAND,DDC,21,57
62,10007809894,SCOTSON Miles,AUSTRALIA,GFC,25,56
63,10008088467,ORAM James,NEW ZEALAND,MBE,26,54
64,10010794161,YATES Joel,NEW ZEALAND,,22,53
65,10007597306,MORTON Lachlan,AUSTRALIA,EF1,27,47
66,10009992192,JENNER Samuel,AUSTRALIA,WGN,22,45
67,10007229817,EDMONDSON Alexander,AUSTRALIA,MTS,26,"44,94"
68,10015606674,BERWICK Sebastian,AUSTRALIA,STG,20,44
69,10015604957,CHRISTIE-JOHNSTON Alastair,AUSTRALIA,BLN,21,43
70,10011124971,FEATONBY Jesse,AUSTRALIA,OLI,32,43
71,10009139303,MUDGWAY Luke,NEW ZEALAND,EVO,23,40
72,10046246954,LIVINGSTONE Peter,AUSTRALIA,BLN,22,40
73,10049207171,DINHAM Matthew,AUSTRALIA,,19,36
74,10008995015,ZENOVICH Mathew,NEW ZEALAND,STG,25,35
75,10021860144,BOND Hamish,NEW ZEALAND,,33,30
76,10015609102,PRESLEY Sebastian,AUSTRALIA,OLI,21,30
77,10009000671,MARTIN Oliver,AUSTRALIA,DCC,24,30
78,10005506651,ARCHBOLD Shane,NEW ZEALAND,BOH,30,"29,76"
79,10011137806,MONK Cyrus,AUSTRALIA,EVO,23,28
80,10055222888,QUICK Blake,AUSTRALIA,STG,19,27
81,10072875272,VILLANI Jordan,AUSTRALIA,,23,26
82,10055221474,PLAPP Lucas,AUSTRALIA,,19,25
83,10010790828,O'BRIEN Kelland,AUSTRALIA,ACA,21,25
84,10009115556,SCOTSON Callum,AUSTRALIA,MTS,23,"24,6"
85,10009978452,LOUIS Jordan,AUSTRALIA,,21,20
86,10014260293,MARRYATT Jake,NEW ZEALAND,,23,20
87,10004595962,O'BRIEN Mark,AUSTRALIA,,32,20
88,10003726396,HADEN Glenn,NEW ZEALAND,,36,18
89,10046251196,MAWDITT Lionel,AUSTRALIA,BLN,24,18
90,10012902802,WHITE Liam,AUSTRALIA,DCC,25,18
91,10009971176,TOOVEY Ayden,AUSTRALIA,BLN,24,18
92,10009492139,POWER Rob,AUSTRALIA,SUN,24,"16,07"
93,10022046060,YOUNG Oliver,NEW ZEALAND,,22,16
94,10046246247,EVANS Alexander,AUSTRALIA,SEG,22,16
95,10010664930,SCOTT Cameron,AUSTRALIA,ACA,21,15
96,10009972388,SMITH Morgan,NEW ZEALAND,,31,15
97,10003032848,DOCKER Mitchell,AUSTRALIA,EF1,33,"14,33"
98,10007229514,FRAME Alex,NEW ZEALAND,TFS,26,14
99,10046246045,MURTAGH Conor,AUSTRALIA,OLI,26,13
100,10011168623,SWEENY Harrison,AUSTRALIA,EVO,21,13
101,10055348180,PLOWRIGHT Jensen,AUSTRALIA,DCC,19,13
102,10009778186,THOMAS Ryan,AUSTRALIA,DCC,24,11
103,10011146900,DRIZNERS Jarrad,AUSTRALIA,,20,10
104,10010750917,STEWART Campbell,NEW ZEALAND,,21,10
105,10010995033,DUTTON Jay,AUSTRALIA,STG,26,10
106,10046251200,WHELAN James,AUSTRALIA,EF1,23,10
107,10023664243,HAMILTON Ben,NEW ZEALAND,,20,9
108,10021748693,KEAST Hamish,NEW ZEALAND,,19,8
109,10014837344,LEA Jason,AUSTRALIA,BLN,23,7
110,10010957748,VOLKERS Samuel,AUSTRALIA,MPC,27,7
111,10046250388,COYLE Jesse,AUSTRALIA,,25,7
112,10014070337,HILL Samuel,AUSTRALIA,,24,7
113,10009000469,YATES Theodore,AUSTRALIA,DCC,24,7
114,10005608503,TORCKLER Michael,NEW ZEALAND,,32,6
115,10011156701,BATT Ethan,NEW ZEALAND,,21,5
116,10010604710,PIROTTA Darcy,AUSTRALIA,,22,5
117,10009977846,STRONG Hayden,NEW ZEALAND,,21,5
118,10008814149,OLIVER Ben,NEW ZEALAND,,23,5
119,10008871440,DONOHOE Alistair,AUSTRALIA,ACA,24,5
120,10055222585,WILLIAMS David,AUSTRALIA,,19,5
121,10092410870,AITKEN Jack,AUSTRALIA,,24,5
122,10016337814,SIMPSON Dylan,NEW ZEALAND,,19,5
123,10021744350,GILBERTSON Theo,NEW ZEALAND,,19,5
124,10072877595,ROBOTHAM Rhys,AUSTRALIA,FMP,19,5
125,10015607684,SUNDE Blake,NEW ZEALAND,,21,5
126,10009117879,RICE Michael,AUSTRALIA,HBA,23,5
127,10015607482,MCKENNA Dylan,AUSTRALIA,XSU,21,5
128,10087834894,DOONAN Ewan,AUSTRALIA,,22,5
129,10055342827,GILMORE Zack,AUSTRALIA,ACA,20,5
130,10023664041,LEVETT Henry,NEW ZEALAND,,19,5
131,10011160135,WIGGINS Craig,AUSTRALIA,STG,20,5
132,10006801300,IVORY Cameron,AUSTRALIA,,27,4
133,10055224003,JOHNSON Zachary,AUSTRALIA,DCC,19,3
134,10055223700,FLEMING Riley,AUSTRALIA,,20,3
135,10015568278,METCALFE Ben,AUSTRALIA,BLN,19,3
136,10021691002,HARTLEY-BROWN Madi,NEW ZEALAND,,19,3
137,10072871030,VAN DAM Ben,AUSTRALIA,BLN,27,3
138,10010128905,WRIGHT Paul,NEW ZEALAND,,21,3
139,10002259777,RENSHAW Mark,AUSTRALIA,TDD,37,3
140,10023848038,MITRI James,NEW ZEALAND,BBH,20,3
141,10055223191,WALTERS Bailey,AUSTRALIA,MPC,20,3
142,10055224912,ASKEW Harry,AUSTRALIA,,19,3
143,10010126477,LACK Alex,AUSTRALIA,,22,3
144,10015608189,EDWARDS Liam,AUSTRALIA,,20,3
145,10021762538,KUIJPERS Jayden,NEW ZEALAND,,19,3
146,10013551486,CARMAN Ben,AUSTRALIA,,24,3
147,10004404790,BEWLEY Samuel,NEW ZEALAND,MTS,32,2
148,10008001571,SQUILLARI Nicholas,AUSTRALIA,,37,1
149,10014878568,ANDREWS Benjamin,AUSTRALIA,OLI,22,1
150,10014894433,MAGILL Nicholas,NEW ZEALAND,,29,1
151,10005608604,COOPER Joseph,NEW ZEALAND,BLN,34,1
152,10009144353,TUCKNOTT Reece,AUSTRALIA,,23,1
153,10006832218,JOHNSTON Brendan,AUSTRALIA,,28,1
