col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
-,Notas de Disciplina de Cálculo Numérico,Leonardo F. Guidi,2017,Ebook,Ciências Exatas e da Natureza,Matemática,Calculo Numérico,Português,-,-,-,Notas de aula do professor Guidi do Instituto de Matemática da UFRGS para disciplina de cálculo numérico.,http://www.mat.ufrgs.br/~guidi/grad/MAT01169/calculo_numerico.pdf,https://drive.google.com/file/d/1My2o5USIGBdDOVWuHoh97zoWeJvHnH_l/view?usp=sharing
-,Cálculo Vetorial e Geometria Analítica – Livro 1: O plano,Felipe Acker,2016,Ebook,Ciências Exatas e da Natureza,Matemática,Cálculo,Português,-,-,-,Livro  de cálculo vetorial e geometria Analítica.,http://im.ufrj.br/~noseda/2017-1/Livro1.pdf,https://drive.google.com/file/d/1vF4ah7P1fgp3SxmMiUxiw2_l1qZ6qRnR/view?usp=sharing
-,Geometria Analítica,Robson Santana Pacheco,2008,Ebook,Ciências Exatas e da Natureza,Matemática,Geometria Analítica,Português,978-85-89571-53-1,IFRN,-,Ebook de Geometria Analítica,https://memoria.ifrn.edu.br/bitstream/handle/1044/1010/Geometria%20Anali%cc%81tica%20-%20Ebook.pdf?sequence=1&isAllowed=y,https://drive.google.com/file/d/1ZNAXZW78VXYwp6osUKRkolKqYZ5ELYY4/view?usp=sharing
-,Geometria Analítica e Vetorial,Daniel Miranda – Rafael Grisi -  Sinuê Lodovici,2020,Ebook,Ciências Exatas e da Natureza,Matemática,Geometria Analítica,Português,-,UFABC,-,Ebook de Geometria Analítica,http://hostel.ufabc.edu.br/~daniel.miranda/livros/geometria-analitica/geometriaanaliticaevetorial-SGD.pdf,https://drive.google.com/file/d/1Hw2R2ktr9YQNNFcvjRZhiO0UVdjaBokr/view?usp=sharing
-,Geometria Analítica,Katia Frensel – Jorge Delgado,2011,Ebook,Ciências Exatas e da Natureza,Matemática,Geometria Analítica,Português,-,UFMA,-,Ebook de GeometriaAnalítica. Curso de Licenciatura em Matemática UFMA,http://www.mat.ufrgs.br/~portosil/geometria-analitica-ufma.pdf,https://drive.google.com/file/d/1pQG0gRBFV2Qt9-MmZOgpggmoQBxGlFi_/view?usp=sharing
-,Apostila de Geometria Analítica,Diego Sebastián Ledesma,2020,Apostila/Ebook,Ciências Exatas e da Natureza,Matemática,Geometria Analítica,Português,-,-,-,Apostila de notas de aula de Geometria Analítica.,http://www.ime.unicamp.br/~dledesma/disciplinasministradas/MA141-C-2020/listas/Apostila.pdf,https://drive.google.com/file/d/1aT-nh8VoEt3cBZaA3YTcKAYV-oH6eP_B/view?usp=sharing
-,Lectures notes on Curves and Surfaces Part 1,Chuu-Lian Terng,2005,Ebook,Ciências Exatas e da Natureza,Matemática,Geometria Analítica,Português,-,University of Californiia at Irvine,-,Lectures notes on curves and surfaces Winter quarter 2005.,https://www.math.uci.edu/~cterng/162A_Lecture_Notes.pdf,https://drive.google.com/file/d/1DP9ZRZgmxeVo_FaYCRwnKhU0VVC_V9UW/view?usp=sharing
-,Elementary Differential Geometry: Curves and Surfaces,Martin ,2008,Ebook,Ciências Exatas e da Natureza,Matemática,Differential Geometry,English,-,Aalborg University,-,Elementary differential geometry curves and surfaces,https://people.math.aau.dk/~raussen/INSB/AD2-11/book.pdf,https://drive.google.com/file/d/1b3QlEBS5U8xuR2zeKfuYtnjwjOg1uFE2/view?usp=sharing
-,Differential Geometry: A First Course in Curves and Surfaces,Theodore Shifrin,2016,Ebook,Ciências Exatas e da Natureza,Mathematics,Differential Geometry,English,-,University of Georgia,-,Differential geometry course in curves and surfaces.,http://alpha.math.uga.edu/~shifrin/ShifrinDiffGeo.pdf,https://drive.google.com/file/d/1k9q9E3kiuyovX0OHqWVHYbDBHeGydqax/view?usp=sharing
-,Differential Geometry of Curves and Surfaces,Luis Fernández,-,Ebook,Ciências Exatas e da Natureza,Mathematics,Differential Geometry,English,-,University of Bath,-,Differential geometry on curves and surfaces,https://fsw01.bcc.cuny.edu/luis.fernandez01/web/texts/dgcs.pdf,https://drive.google.com/file/d/1RuBWfxDYORtleeo3hb-B5WMzKCaN3PKK/view?usp=sharing
-,Curves and Surfaces – Lecture Notes for Geometry 1,Henrik Schlichtkrull,-,Ebook/Lecture Notes,Ciências Exatas e da Natureza,Mathematics,Geometry,English,-,University of Copenhagen,-,Lecture notes in geometry aboutt curves and surfaces.,http://web.math.ku.dk/noter/filer/geom1.pdf,https://drive.google.com/file/d/1tyn9H4SsKxzPHWI1p09HMPfL1moKmxkP/view?usp=sharing
,Proofs And Mathematical Reasoning,Agata Stefanowics,2014,Booklet,Ciências Exatas e da Natureza,Mathematics,Proofs Logic,English,-,University of Birmingham,-,Proofs and mathematical reasoning,https://www.birmingham.ac.uk/Documents/college-eps/college/stem/Student-Summer-Education-Internships/Proof-and-Reasoning.pdf,https://drive.google.com/file/d/10vewMSJUCeL03fYcLyu_M7vdMVwDtBJP/view?usp=sharing
,Ágebra Linear,Gregório Malajovich,2010,Ebook,Ciências Exatas e da Natureza,Mathematics,Álgebra Linear,Português,-,Departamento de Matemática Aplicada UFRJ,-,Álgebra Linear,https://www.labma.ufrj.br/~gregorio/livros/alglin.pdf,https://drive.google.com/file/d/1_1g2W22TjLQY9r3Cy5DEflV5W_y3zn8_/view?usp=sharing
,Ágebra Linear,Jerônimo C. Pellegrini,2015,Ebook,Ciências Exatas e da Natureza,Mathematics,Àlgebra Linear,Português,-,-,-,Álgebra Linear,https://www.ime.unicamp.br/~deleo/MA327/ld4.pdf,https://drive.google.com/file/d/1l0_joGz2F36M7qyaA9WKYXaNrfeOFXNN/view?usp=sharing
-,IUP – Introdução ao Universo da Programação com Python,Wendel Melo,2020,Ebook,Computação,Programação,Programação,Português,-,-,-,Apostila de programação com a Linguagem Python,https://drive.google.com/file/d/10x6c4GjEgDHv-kSs63v_rATwjOHjkxbm/view?usp=sharing,
-,Apostila Estruturas de Dados,Waldemar Celes e José Lucas rangel,2002,Apostila/Ebook,Computação,Programação,Programação,Português,-,PUC-RIO,-,Programação em C e estruturas de dados em C,https://drive.google.com/file/d/19pu4FFH0YDcBmxLex1Hbl0QofSBu9N9n/view?usp=sharing,
,Fundamentos de Matemática I,Neri & Carmem,-,Ebook,Matemática,,,Português,-,,,Fundamentos de Matemática I,https://mtm.grad.ufsc.br/files/2014/04/Fundamentos-de-Matem%C3%A1tica-I.pdf,
,Fundamentos da Matemática II,Inder & Algrojando,-,Ebook,Matemática,,,Português,-,,,Fundamento da matemática II,https://mtmgrad.paginas.ufsc.br/files/2014/04/Fundamentos-de-Matem%C3%A1tica-II.pdf,
,An Introduction To Set Theory,Professor William  A. R. Weiss,-,Ebook,Mathematics,Set Theory,,English,-,,,An Introduction To Set Theory ,-https://www.math.toronto.edu/weiss/set_theory.pdf,
