col0,col1,col2,col3,col4,col5,col6,col7
1,1,,1,SP,D,12,
2,1,,2,SP,D,18,
3,1,,3,SP,D,20,
4,1,,4,SP-SM,W,10,
5,1,,5,ML,W,35,
6,1,,6,ML,W,30,
7,1,,7,ML,W,26,
8,1,,8,ML-CL,W,55,
9,1,,9,CL,W,45,
10,1,,10,CL,W,46,
11,1,,11,CL-CH,W,45,
12,1,,12,CH,W,60,
13,1,,13,CH,W,61,
14,1,,14,GC,W,55,
15,1,,15,GC-GP,W,45,
16,1,,16,SP-GP,W,58,
17,1,,17,SP-GP,W,50,
18,1,,18,SM-ML,W,50,
19,1,,19,ML,W,51,
20,2,,1,SPg,D,13,
21,2,,2,SP-SW,W,8,
22,2,,3,SP-GM,W,19,
23,2,,4,ML-SP,W,25,
24,2,,5,SP,W,30,
25,2,,6,GP-GC,W,50,
26,2,,7,CLg,W,34,
27,2,,8,CL-CH,W,45,
