col0,col1,col2,col3,col4,col5,col6,col7
ALDD3procoa,Alcohol dehydrogenase Propanal,nadh_c + h_c + ppcoa_c => nad_c + ppal_c + coa_c,,,,,
IBUTCOA,Isobutyryl-coA reductase (NADH),ibcoa_c + h_c + nadh_c =>  2mppal_c + coa_c + nad_c,,,,,
ALCDptoh,Aldehyde dehydrogenase pentanoyl alcohol NAD,h_c + nadh_c + ptal_c => nad_c + ptoh_c,,,,,
PTCOAR,Pentanoyl-CoA reductase (NADH),ptcoa_c + h_c + nadh_c =>  ptal_c + coa_c + nad_c,,,,,
VCOAD2,Acyl-CoA dehydrogenase (pentanoyl-CoA) (NADH),h_c + nadh_c + pt2coa_c <=> nad_c + ptcoa_c,,,,,
AATetylace,Alcohol acyl transferase (etylace),etoh_c + accoa_c =>  etylace_c + coa_c,,,,,
AATppylace,Alcohol acyl transferase (ppylace),ppoh_c + accoa_c =>  ppylace_c + coa_c,,,,,
AATbtylace,Alcohol acyl transferase (btylace),btoh_c + accoa_c =>  btylace_c + coa_c,,,,,
AATibutylace,Alcohol acyl transferase (ibutylace),ibutoh_c + accoa_c =>  ibutylace_c + coa_c,,,,,
AATetylbte,Alcohol acyl transferase (etylbte),etoh_c + btcoa_c =>  etylbte_c + coa_c,,,,,
AATppylbte,Alcohol acyl transferase (ppylbte),ppoh_c + btcoa_c =>  ppylbte_c + coa_c,,,,,
AATbtylbte,Alcohol acyl transferase (btylbte),btoh_c + btcoa_c =>  btylbte_c + coa_c,,,,,
AATibutylbte,Alcohol acyl transferase (ibutylbte),ibutoh_c + btcoa_c =>  ibutylbte_c + coa_c,,,,,
BTCOARx,Butyryl-coA reductase (NADH),btcoa_c + h_c + nadh_c <=> btal_c + coa_c + nad_c,['R01172'],BTCOARx,"['1.2.1.10', '1.2.1.57', '1.2.1.87']",Retrived using BiGG API from model_bigg_id: iHN637,
ASAD,Aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,['R02291'],ASAD,['1.2.1.11'],Retrived using BiGG API from model_bigg_id: iJO1366,
HSK,Homoserine kinase,atp_c + hom__L_c => adp_c + h_c + phom_c,['R01771'],HSK,['2.7.1.39'],Retrived using BiGG API from model_bigg_id: iJO1366,
ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,['R00238'],ACACT1r,['2.3.1.9'],Retrived using BiGG API from model_bigg_id: iJO1366,
DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c => 3mob_c + h2o_c,['R04441'],DHAD1,['4.2.1.9'],Retrived using BiGG API from model_bigg_id: iJO1366,
