col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
http://opendatacommunities.org/id/unitary-authority/blackburn,1,"""Land at SAPPI, Preston Old Road,Blackburn""",53.718619,-2.5395091,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/01%20Land%20at%20SAPPI.pdf,2.7,not owned by a public authority,permissioned,outline planning permission,19/11/2015,http://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=48456&iWgrnzsWW4I=aH8Pp24Bn4U=,yes,81.0,162.0,,Land allocated as development opportunity site in Local Plan Part 2.,09/07/2017,07/09/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,2,"""Garage site, Harcourt Road, Blackburn""",53.751744,-2.4993059,"https://www.blackburn.gov.uk/sites/default/files/media/pdfs/02%20Garage%20Site,%20Harcourt%20Road.pdf",0.31,not owned by a public authority,permissioned,permission in principle,19/12/2017,,yes,9.0,19.0,,,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,3,"""Site off Shorrock Lane, Blackburn""",53.733667         ,-2.5062161,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/03%20Site%20off%20Shorrock%20Lane.pdf,0.33,not owned by a public authority,permissioned,full planning permission,26/02/2020,http://planningdms.blackburn.gov.uk/NorthgateIM.websearch/(S(id304hj5kn0ljoyugejpr0ir))/Results.aspx,yes,10.0,20.0,,"Coal mining risk assessment required for technical details application. Canal & River Trust requires the following to be addressed at Technical Details Consent stage: proposed layout and potential canal access, land contamination assessment considering the canal.",07/09/2017,30/06/2020,
http://opendatacommunities.org/id/unitary-authority/blackburn,4,"""Mill at Scotland Bank Terrace, Blackburn""",53.726096         ,-2.5004871,"https://www.blackburn.gov.uk/sites/default/files/media/pdfs/04%20Mill,%20Scotland%20Bank%20Terrace.pdf",0.62,not owned by a public authority,permissioned,permission in principle,19/12/2017,,,19.0,37.0,,,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,5,"""Former Darwen Moorland High School, Holden Fold, Darwen""",53.704939         ,-2.4597139,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/05%20Darwen%20Moorland%20High%20School%20Holden%20Fold.pdf,4.73,owned by a public authority,not permissioned,,,,,142.0,284.0,,,07/09/2017,30/06/2020,
http://opendatacommunities.org/id/unitary-authority/blackburn,6,"""Hoddlesden Mill, Johnson New Road, Hoddlesden""",53.704939         ,-2.4597139,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/06%20Hoddlesden%20Mill.pdf,1.9,not owned by a public authority,permissioned,permission in principle,19/12/2017,http://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=42863&iWgrnzsWW4I=aH8Pp24Bn4U=,yes,57.0,114.0,,"Pre determination assessment may be required at technical details stage due to potential issues with noise, odour and light. EA to be consulted at techical details stage due to potential contaminants. Planning permission for 87 homes now expired.",07/09/2017,30/06/2020,
http://opendatacommunities.org/id/unitary-authority/blackburn,7,"""Roe Lee Mill North,Campbell Street, Blackburn""",53.768206         ,-2.4782616,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/07%20Roe%20Lee%20Mill%20North.pdf,0.62,not owned by a public authority,permissioned,permission in principle,19/12/2017,,yes,19.0,37.0,,Land allocated in Local Plan Part 2 for residential development. Technical details application to include asset protection measures to ensure safe operation and integrity of railway,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,8,"""Roe Lee site, off Rosewood Avenue, Blackburn""",53.766152         ,-2.4773129,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/08%20Roe%20Lee%20Site%20off%20Rosewood%20Avenue.pdf,0.23,not owned by a public authority,permissioned,permission in principle,19/12/2017,,yes,7.0,14.0,,Land allocated in Local Plan Part 2 for residential development,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,9,"""Old Newfield School Site, Roman Road, Blackburn""",53.727683         ,-2.4633875,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/09%20Old%20Newfield%20School%20Site.pdf,2.7,owned by a public authority,permissioned,permission in principle,19/12/2017,,yes,81.0,162.0,,Land allocated in Local Plan Part 2 for residential development,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,10,"""Blakewater, Shadsworth Road, Blackburn""",53.736332         ,-2.451173,"https://www.blackburn.gov.uk/sites/default/files/media/pdfs/10%20Blakewater,%20Shadsworth%20Road.pdf",4.52,owned by a public authority,not permissioned,,,,,135.0,271.0,,,07/09/2017,07/09/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,11,"""Clearance site, Redlam Brow, Blackburn""",53.201405         ,-2.4921948,"https://www.blackburn.gov.uk/sites/default/files/media/pdfs/11%20Clearance%20Site,%20Redlam%20Brow.pdf",0.84,owned by a public authority,permissioned,permission in principle,19/12/2017,,yes,25.0,50.0,,Land allocated in Local Plan Part 2 for residential development,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,12,"""Clearance site, Stansfeld Street, Blackburn""",53.741839         ,-2.4971567,"https://www.blackburn.gov.uk/sites/default/files/media/pdfs/12%20Clearance%20Site,%20Stansfeld%20St.pdf",1.5,owned by a public authority,permissioned,permission in principle,19/12/2017,,yes,45.0,90.0,,Land allocated in Local Plan Part 2 for residential development,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,13,"""Former Lower Darwen Paper Mill, Greenbank Terrace, Lower Darwen""",53.717186         ,-2.4701665,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/13%20Lower%20Darwen%20Paper%20Mill.pdf,2.29,not owned by a public authority,permissioned,outline planning permission,20/02/2020,http://planningdms.blackburn.gov.uk/NorthgateIM.websearch/(S(hzg4sbuse2id44553nbgjvzj))/Results.aspx,yes,69.0,137.0,,Land allocated as development opportunity site in Local Plan Part 2. Pre determination assessment may be required at technical details stage due to potential issues with noise and air quality,07/09/2017,30/06/2020,
http://opendatacommunities.org/id/unitary-authority/blackburn,14,"""Belgrave Mill, Darwen""",53.693447         ,-2.4680542,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/14%20Belgrave%20Mill.pdf,1.65,not owned by a public authority,permissioned,permission in principle,19/12/2017,http://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=36653&iWgrnzsWW4I=aH8Pp24Bn4U=,yes,50.0,99.0,,Pre determination assessment may be required at technical details stage due to potential issues with air quality. EA to be consulted at technical details stage due to potential contaminants. Also has planning permission for 127 dwellings.,07/09/2017,19/12/2017,
http://opendatacommunities.org/id/unitary-authority/blackburn,15,"""Former Greenways, Salisbury Road, Darwen""",53.703050         ,-2.4808244,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/15%20Former%20Greenways%20Salisbury%20Road.pdf,0.31,not owned by a public authority,not permissioned,,,,yes,9.0,19.0,,,07/09/2017,30/06/2020,
http://opendatacommunities.org/id/unitary-authority/blackburn,16,"""Springside Mills, Belmont Road, Belmont""",53.632360         ,-2.4688595,https://www.blackburn.gov.uk/sites/default/files/media/pdfs/16%20Spring%20Side%20Works.pdf,12.25,not owned by a public authority,not permissioned,,,https://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=47115&iWgrnzsWW4I=aH8Pp24Bn4U=,yes,,,,Previously granted outline planning permission for 110 dwellings (expired April 2020),2020-30-06,30/06/2020,
