col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
"Advanced Micro Devices, Inc",US0079031078,,,,,,,,,,,,,s1s2,short
"Advanced Micro Devices, Inc",US0079031078,,public, Abs 1,Scope 1+2,100.0,100.0,2014.0,2015.0,2180000.0,2030.0,27.0, Underway,s1s2,mid
"Advanced Micro Devices, Inc",US0079031078,,,,,,,,,,,,,s1s2,long
"Advanced Micro Devices, Inc",US0079031078,,,,,,,,,,,,,s3,short
"Advanced Micro Devices, Inc",US0079031078,,,,,,,,,,,,,s3,mid
"Advanced Micro Devices, Inc",US0079031078,,,,,,,,,,,,,s3,long
Capitas Finance Limited,,,public, Int 1,Scope 1+2+3,100.0,30.0,2010.0,2010.0,3.67,2020.0,58.0, Underway,s1s2,short
Capitas Finance Limited,,,,,,,,,,,,,,s1s2,mid
Capitas Finance Limited,,,,,,,,,,,,,,s1s2,long
Capitas Finance Limited,,,,,,,,,,,,,,s3,short
Capitas Finance Limited,,,,,,,,,,,,,,s3,mid
Capitas Finance Limited,,,,,,,,,,,,,,s3,long
Company E,,,,,,,,,,,,,,s1s2,short
Company E,,,,,,,,,,,,,,s1s2,mid
Company E,,,,,,,,,,,,,,s1s2,long
Company E,,,,,,,,,,,,,,s3,short
Company E,,,,,,,,,,,,,,s3,mid
Company E,,,,,,,,,,,,,,s3,long
Company F,,,,,,,,,,,,,,s1s2,short
Company F,,,,,,,,,,,,,,s1s2,mid
Company F,,,,,,,,,,,,,,s1s2,long
Company F,,,public, Int 1,Scope 3,100.0,25.0,2008.0,2008.0,182.0,2020.0,90.0, Underway,s3,short
Company F,,,,,,,,,,,,,,s3,mid
Company F,,,,,,,,,,,,,,s3,long
Company G,,,public, Int 1,Scope 1+2,100.0,20.0,2013.0,2013.0,759.0,2020.0,3.9, Underway,s1s2,short
Company G,,,,,,,,,,,,,,s1s2,mid
Company G,,,,,,,,,,,,,,s1s2,long
Company G,,,,,,,,,,,,,,s3,short
Company G,,,,,,,,,,,,,,s3,mid
Company G,,,,,,,,,,,,,,s3,long
Company I,,,public, Int 1,Scope 1+2,100.0,40.0,2007.0,2008.0,1.44,2020.0,85.0, Underway,s1s2,short
Company I,,,,,,,,,,,,,,s1s2,mid
Company I,,,,,,,,,,,,,,s1s2,long
Company I,,,,,,,,,,,,,,s3,short
Company I,,,,,,,,,,,,,,s3,mid
Company I,,,,,,,,,,,,,,s3,long
Company K,,,public, Int 1,Scope 1+2,100.0,0.5,2016.0,2015.0,0.61,2020.0,0.0, Underway,s1s2,short
Company K,,,,,,,,,,,,,,s1s2,mid
Company K,,,,,,,,,,,,,,s1s2,long
Company K,,,,,,,,,,,,,,s3,short
Company K,,,,,,,,,,,,,,s3,mid
Company K,,,,,,,,,,,,,,s3,long
Company N,,,,,,,,,,,,,,s1s2,short
Company N,,,,,,,,,,,,,,s1s2,short
Company N,,,public, Abs 1,Scope 1+2+3,100.0,30.0,2016.0,2016.0,83428908.0,2030.0,4.0, Underway,s1s2,mid
Company N,,,,,,,,,,,,,,s1s2,mid
Company N,,,,,,,,,,,,,,s1s2,long
Company N,,,,,,,,,,,,,,s1s2,long
Company N,,,,,,,,,,,,,,s3,short
Company N,,,public, Int 1,Scope 3,100.0,50.0,2016.0,2016.0,43412555.0,2030.0,98.9, Underway,s3,mid
Company N,,,,,,,,,,,,,,s3,long
Company Q,,,,,,,,,,,,,,s1s2,short
Company Q,,,public, Int 1,Scope 1+2,99.0,30.0,1990.0,2017.0,0.809,2030.0,63.0, Underway,s1s2,mid
Company Q,,,,,,,,,,,,,,s1s2,long
Company Q,,,,,,,,,,,,,,s3,short
Company Q,,,,,,,,,,,,,,s3,mid
Company Q,,,,,,,,,,,,,,s3,long
Company T,CA0000000020,,public, Abs 1,Scope 1+2,100.0,41.6,2009.0,2009.0,14400000.0,2020.0,68.0, Underway,s1s2,short
Company T,CA0000000021,,,,,,,,,,,,,s1s2,mid
Company T,CA0000000022,,,,,,,,,,,,,s1s2,long
Company T,CA0000000023,,,,,,,,,,,,,s3,short
Company T,CA0000000024,,,,,,,,,,,,,s3,mid
Company T,CA0000000025,,,,,,,,,,,,,s3,long
Company V,US0000000022,,,,,,,,,,,,,s1s2,short
Company V,US0000000023,,,,,,,,,,,,,s1s2,mid
Company V,US0000000024,,,,,,,,,,,,,s1s2,long
Company V,US0000000025,,,,,,,,,,,,,s3,short
Company V,US0000000026,,,,,,,,,,,,,s3,mid
Company V,US0000000027,,,,,,,,,,,,,s3,long
