col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
ol57so,Analgésico,Capsula Gelatina,1.0,Anti Inflamatorio,5.0,,,,,,,30,0,F
eUcxRp,Cola de fénix,Estus,1.0,Pluma,5.0,Sangre,2.0,Vidrio,1.0,,,120,0,F
8wrzNt,Frasco de Estus,Estus,2.0,Vidrio,2.0,,,,,,,60,0,F
BlAdPZ,Frasco de Éter,Eter,3.0,Vidrio,3.0,,,,,,,120,0,F
fTE5j3,Hierba Verde,Azucar,5.0,Agua,3.0,Celulas Plantas,4.0,,,,,75,0,F
yXedRZ,Kit Primeros Auxilios,Vendas,4.0,Tijeras,2.0,Anti-Spetico,2.0,,,,,80,0,F
0Fdhiq,Manzana Dorada,Oro,2.0,Manzana,5.0,,,,,,,30,0,F
Y0AAKb,RadAway,Yoduro de potasio,1.0,PVC,2.0,Salina,3.0,Acido dietilentriamina pentaacético,5.0,,,50,0,F
asQGPL,Spray Primeros Auxilios,Dimetil éter,3.0,Frasco Aresol,3.0,,,,,,,30,0,F
nRPWcC,Stimpak,Yoduro de potasio,2.0,Salina,4.0,Sangre,3.0,Adrenalina,4.0,,,60,0,F
8dE1Zl,Acido dietilentriamina pentaacético,Nitruro de carbono,5.0,Hidroxido,2.0,,,,,,,10,6,F
MjpBVS,Acidos Carboxílicos,Carbono,4.0,Oxigeno,1.0,Hidroxido,2.0,,,,,10,4,F
33bXXs,Adrenalina,Carbohidrato,5.0,Nitrato,5.0,,,,,,,20,2,F
i1ZlGu,Agua,Hidrogeno,2.0,Oxigeno,1.0,,,,,,,10,9,F
cB3Syh,Algodón,Celulas Plantas,3.0,,,,,,,,,40,3,F
GEXGgN,Aluminio Oxido,Aluminio,1.0,Oxigeno,2.0,,,,,,,10,10,F
ngWG74,Aminoácidos,Carbohidrato,5.0,Nitrogeno,1.0,Acidos Carboxílicos,3.0,,,,,10,5,F
ucL1Eu,Anti Inflamatorio,Carbohidrato,5.0,Oxigeno,2.0,,,,,,,40,5,F
K1yR2f,Anti-Spetico,Carbohidrato,2.0,Nitrogeno,5.0,Oxigeno,2.0,,,,,40,2,F
kSQdyo,Azucar,Carbohidrato,3.0,Hidroxido,5.0,,,,,,,10,5,F
wriMVO,Capsula Gelatina,Collageno,3.0,,,,,,,,,20,6,F
2lKU4j,Carbohidrato,Hidrogeno,2.0,Carbono,1.0,,,,,,,10,5,F
eoajqv,Celulas Plantas,Cloroplasto,5.0,Citoplasma,1.0,Pared de Celula,4.0,,,,,30,7,F
2FkkgH,Células rojas,Agua,2.0,Sodio,,,,,,,,30,9,F
7Rc26N,Celulosa,Carbohidrato,3.0,Potasio,2.0,Cloro,1.0,Hemoglobina,2.0,,,10,3,F
fgY4lg,Citoplasma,Agua,4.0,Proteina,4.0,Lipido,1.0,Sal,2.0,,,30,1,F
PWc8XT,Cloroplasto,Proteina,4.0,Lipido,3.0,Citoplasma,5.0,,,,,30,5,F
zeF1ft,Cloruro de vinilo,Carbohidrato,2.0,,,,,,,,,10,4,F
