col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
1,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,historical,germany,1976,2005,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
2,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp2p6,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
3,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp2p6,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
4,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp4p5,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
5,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp4p5,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
6,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp6p0,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
7,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp6p0,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
8,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp8p5,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
9,SM,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp8p5,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
10,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,historical,germany,1976,2005,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
11,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp2p6,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
12,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp2p6,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
13,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp4p5,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
14,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp4p5,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
15,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp6p0,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
16,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp6p0,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
17,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp8p5,germany,2021,2050,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
18,WRa,sim.json,crop.json,site.json,isimip,IPSL-CM5A-LR,rcp8p5,germany,2070,2099,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
19,SM,sim.json,crop.json,site.json,dwd,,,germany,1995,2012,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
20,WRa,sim.json,crop.json,site.json,dwd,,,germany,1995,2012,False,False,True,True,True,fixed,auto,False,False,False,False,True,False,False,False,360,
