col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
2,ᵐbʷ,,,"C,c",kʷ,kʷ,kʷ,k͡pʷ,ᵑg͡bʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,kʷ
3,ᵐbʷ,,,"C,c",kʷ,kʷ,k,ŋ,ŋ͡mʷ,k͡pʷ,k,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k͡pʷ,k
4,ᵐb,,,"C,c",k|kʷ,kʷ,kʷ,k͡pʷ|ŋ,ᵑg͡bʷ|ŋ͡mʷ,k͡pʷ,p,ᵐb|m,ᵐb|m,p,p,ᵐb|m,ᵐb,ᵐb|m,p,p,ᵐb|m
6,ᵐb,,,"C,c",p,p,p,p,ᵐb|m,ᵐb|m,p,ᵐb|m,ᵐb|m,p,p,ᵐb|m,ᵐb|m,ᵐb|m,p,p,ᵐb|m
8,ⁿd,,,"C,c",t,t̻,ⁿd|n,ⁿd|n,ⁿd|n,ⁿd|n,t,ⁿd|n,ⁿd|n,n,n,ⁿd|n,ⁿd|n,ⁿd|n,ʧ,ʧ,ⁿd|n
10,ᵑg,,,"C,c",k,k,k,k|ŋ,ᵑg|ŋ,k,k,k,k,k,k,k,k,k,k,k,k
12,β,,,"C,c",β,β,β|p,β|p,β|p,β|p,β,f|β,β,ɸ|β,β,f|β,β,β,β,β,f|β|p
15,t,,,"C,c",t,t|s,t,ʧ|t,t,t,t|ʔ,t|ʔ,t,t,t,t,t,t,t,t|s,t
17,s,,,"C,c",s|t,h,s|h,s,s|h,s|h,s,s,s,s,s,s,s,s,s,s|h,s
18,ɣ,,,"C,c",ɣ,ɣ,ɣ|∅,ɣ,ɣ,ɣ,ɣ,ɣ,ɣ,ɣ,ɣ,ɣ,ɣ,ɣ,ɣ|ː,ɣ,ɣ
20,mʷ,,,"C,c",ŋʷ,ŋʷ,ŋʷ|ŋ,ŋ͡mʷ|ŋ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋ͡mʷ,ŋʷ|ŋ
22,m,,,"C,c",m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
23,n,,,"C,c",n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
24,ŋ,,,"C,c",ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ,ŋ
25,r,,,"C,c",ᶢʟ,r,j,j,j,j,r,r,r,r,r,r,r,r,r|j,r|ː,r
27,l,,,"C,c",j,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l
29,w,,,"C,c",w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
30,p,,,"C,c",w,w,β|w,β|w,β|w,β|w,f|β|w,f|β|w,β|w,β|w,β|f|w,β|f|w,β|w,β|w,β|w,β|w,f|β|w
32,k,,,"C,c",ɣ|w,ɣ,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w,ɣ|w|ː,ɣ|w,ɣ|w
38,e,,,"V,v",ɪ,e,e,ɪ,ɪ,ɪ,ɪ,ɪ,ɪ,ɪ,e,ɪ,ɪ,ɪ,ɪ,ɪ,ɪ
40,e,,,"V,v",e,e|ɛ,æ,ɛ,ɛ,ɛ,æ,ɛ|i,i͡a|ɪ,ɛ,e,ɛ,ɛ,ɛ,ɛ,ɛ,ɪ
47,a,,,"V,v",ɔ|e,ɔ|ɛ,ɒ|ɛ|æ,ɪ|ø,ɛ,ɛ,œ|ɛ,ɛ|a|ɔ,ɛ|œ,ɔ|ɛ,a,a | ɛ,aː|ɪ|a,a|ɛ͡a,a|ɔ|ɪ,æ|a,ɞ|ɔ͡ɞ|ʊ|ɪ|ɛ|ɛ͡a
48,o,,,"V,v",ɵ,ə,o|e,ʊ|ø,ɪ,ɪ|ʊ,ø,ʊ,ø,ʊ,o,ʊ,ʊ,ʊ,ʊ|ɪ,ɪ,ʊ|ɵ͡ʊ
55,u,,,"V,v",ʉ|ɵ|u,ʉ|ɵ|u,ɔ,ʊ,ʊ,ʊ,u|ʊ,u,ʊ,ʊ,u,u|ʊ,ʊ,ʊ,ʊ|u,ʊ,ʊ
57,u,,,"V,v",ʉ,ʉ,ʉ,y|i,i,u|i,u,i|u,y,u,u,u,u,u,u,u,u
61,i,,,"V,v",ɪ|i,e|i,ɛ,i͡ɛ|ɛ|ɪ,ɪ|i,ɪ|i,æ|i,i,ɪ|i,ɪ|i,i,i,ɪ|i,ɪ,ɪ|i,ɪ|i,ɛ͡a|i
66,e,,,"V,v",ɪ,ɛ|i,ɛ,ɛ,ɛ,ɛ,ɛ,ɛ|i|ɪ,ɪ,ɛ,e,ɛ,ɛ,ɛ,ɛ,ɛ,ɪ
71,a,,,"V,v",a|e,a|e,a,a,a,a,a,a|i,i͡a|a,a,a,a,a,a,a,æ|a,a|ɛ
75,o,,,"V,v",ɔ|o,ɔ|o͡ɔ|i͡ɔ|o,ɒ|ɛ,œ|ɔ,ɔ,ɔ,œ|ɔ,u|ʊ|ɔ,ɔ|ʊ,ɔ,o,ɔ,ɔ,ɔ,ɔ,ɔ,ɔ|ɞ
93,v,_,,,,,,,,,,,,,,,,,,,
95,v,,,"V,v",ə,ə,i|ɪ|ɛ|æ|a|ə|ɒ|ɔ|ʊ|u,i|ɪ|ɛ|æ|a|œ|ø|y|ɔ|ʊ,i|ɪ|ɛ|a|ɔ|ʊ|u,i|ɪ|ɛ|a|ɔ|ʊ|u,i|ɪ|ɛ|æ|a|ɒ|œ|ø|ɔ|ʊ|u,i|ɪ|ɛ|a|ɔ|ʊ|u,i|ɪ|ɛ|a|œ|ø|y|ɔ|ʊ|ü,i|ɪ|ɛ|a|ɔ|ʊ|u,i,i|ɪ|ɛ|a|ɔ|ʊ|u,i|ɪ|ɛ|a|ɔ|ʊ|u,i|ɪ|ɛ|a|ɔ|ʊ|u,i,i|ɪ|ɛ|a|ɞ|ɵ|ʉ|ɔ|ʊ,
