col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0.0,3.050408,0,0,3,1,lc,1,0,0,761,102,0.15,0.85,1,0.4030914502
0.0,1.313202,0,0,3,1,lc,2,0,0,761,102,0.15,0.85,2,0.5888837875
0.0,2.60588,0,0,3,1,lc,3,0,0,761,102,0.15,0.85,3,0.8541107026
0.0,3.740468,0,0,3,1,lc,4,0,0,761,102,0.15,0.85,4,0.2693136259
0.0,3.329545,0,0,3,1,lc,5,0,0,761,102,0.15,0.85,5,0.4650158656
0.0,2.918582,0,0,3,1,lc,6,0,0,761,102,0.15,0.85,6,0.5271804235
0.0,2.283444,0,0,3,1,lc,7,0,0,761,102,0.15,0.85,7,0.3719629954
0.0,2.546433,0,0,3,1,lc,8,0,0,761,102,0.15,0.85,8,0.2218115239
0.0,1.737228,0,0,3,1,lc,9,0,0,761,102,0.15,0.85,9,0.2738322146
0.0,1.932105,0,0,3,1,lc,10,0,0,761,102,0.15,0.85,10,0.7462619376
4.02809,0.0,1,1,3,1,lc,11,0,0,761,109,0.15,0.85,11,0.5003309253
3.485903,0.0,0,0,3,1,lc,12,0,0,761,109,0.15,0.85,12,0.375723979
2.560188,0.0,0,0,3,1,lc,13,0,0,761,109,0.15,0.85,13,0.3768859478
3.728351,0.0,0,0,3,1,lc,14,0,0,761,109,0.15,0.85,14,0.2991210202
3.457246,0.0,0,0,3,1,lc,15,0,0,761,109,0.15,0.85,15,0.7230991645
2.274789,0.0,0,0,3,1,lc,16,0,0,761,109,0.15,0.85,16,0.3332848355
2.970907,0.0,0,0,3,1,lc,17,0,0,761,109,0.15,0.85,17,0.6543431272
4.363056,0.0,0,0,3,1,lc,18,0,0,761,109,0.15,0.85,18,0.2972484185
5.152467,0.0,0,0,3,1,lc,19,0,0,761,109,0.15,0.85,19,0.2852108152
1.287672,0.0,0,0,3,1,lc,20,0,0,761,109,0.15,0.85,20,0.2550352807
