col0,col1,col2,col3,col4,col5,col6,col7
Obama,Barack,dnc.obamabarack.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94087570
Gore,Al,dnc.gore.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94086892
Lewis,John,dnc.lewis.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94084900
Biden,Joe,dnc.bidenjoe.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94048033
Kerry,John,dnc.kerry.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94046070
Clinton,Bill,dnc.clintonbill.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94045962
Clinton,Hillary,dnc.clintonhillary.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94003143
Warner,Mark,dnc.warner.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=94003032
Obama,Michelle,dnc.obamamichelle.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=93963863
Jackson,Jesse,dnc.jackson.txt,28-Aug,Speech,DNC,NPR,https://www.npr.org/templates/story/story.php?storyId=93962944
Biden,Beau,dnc.bidenbeau.txt,27-Aug,Speech,DNC,Politico,https://www.politico.com/story/2008/08/transcript-beau-biden-012913
Richardson,Bill,dnc.richardson.txt,28-Aug,Speech,DNC,Politico,https://www.politico.com/story/2008/08/transcript-bill-richardson-012951
Kucinich,Dennis,dnc.kucinich.txt,26-Aug,Speech,DNC,Politico,https://www.politico.com/story/2008/08/transcript-dennis-kucinich-012854
Kennedy,Edward,dnc.kennedyed.txt,26-Aug,Speech,DNC,CNN,https://www.cnn.com/2008/POLITICS/08/25/kennedy.dnc.transcript/index.html
Pelosi,Nancy,dnc.pelosi.txt,25-Aug,Speech,DNC,WSJ,https://blogs.wsj.com/washwire/2008/08/25/nancy-pelosis-speech-at-the-democratic-convention/
Sebelius,Kathleen,dnc.sebelius.txt,26-Aug,Speech,DNC,Iowa State University Archives,https://awpc.cattcenter.iastate.edu/2017/03/21/remarks-at-the-2008-democratic-national-convention-aug-26-2008/
McCaskill,Claire,dnc.mccaskill.txt,25-Aug,Speech,DNC,Iowa State University Archives,https://awpc.cattcenter.iastate.edu/2017/03/21/remarks-at-the-2008-democratic-national-convention-aug-25-2008/
