col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
1,nonezma,LVPD,191.199996,158.100006,1003.400024,190.395004,179.210998,1003.023376,286.200012,178.100006,1007.599975,3,0.0,0.0,0.0,0.0,0.0,0.0,238.5513,140.070205,1003.023376,0,0,0,1,0,10
2,nonezma,Jefferson_Motel,2221.232421,-1151.751464,1025.796875,2246.539306,-1188.457031,1029.796875,2199.45874,-1143.692749,1029.796875,15,0.0,0.0,0.0,0.0,0.0,0.0,2193.535888,-1139.770263,1029.796875,0,0,0,1,9,12
3,nonezma,Meat_Factory,960.950317,2100.354736,1011.025695,960.326293,2118.180908,1011.030273,963.355285,2151.294433,1011.030273,1,0.0,0.0,0.0,0.0,0.0,0.0,963.727294,2159.854736,1011.030273,0,0,0,1,0,10
4,nonezma,Sherman_Dam,-942.109375,1849.434448,5.005099,-957.607482,1859.443237,9.0,-942.52832,1951.593505,5.0,17,0.0,0.0,0.0,0.0,0.0,0.0,-959.643371,1954.319824,9.0,0,0,0,1,0,10
5,nonezma,BattleField,-974.700012,1061.0,1346.900024,-1032.42517,1079.327636,1343.099975,-1131.0,1057.5,1347.300048,10,0.0,0.0,0.0,0.0,0.0,0.0,-1130.870849,1029.409667,1345.724487,0,0,0,1,0,10
6,afterwarzma,TheAfterWar,-212.374893,-101.868103,4.1023,-162.071304,-26.2891,3.135299,-181.220596,183.826599,9.962599,0,-180.282196,198.977996,12.9243,0.0,0.0,164.625,-174.302902,204.7733,11.0128,20,971,0,1,7,23
7,pharoahzma,Pharoahs_Rise,-866.992675,2510.877929,72.346199,-938.011779,2505.049804,71.879699,-1053.019775,2504.496337,71.719802,0,-993.949218,2513.579345,74.286903,0.0,0.0,0.0,-992.310119,2528.005615,77.269599,20,971,0,1,7,23
8,residentezma,Resident_Evil,2857.489746,1744.127319,13.757499,2844.431884,1772.651977,13.666999,2886.71289,1839.874755,13.768099,0,2887.97705,1886.034912,15.874199,0.0,0.0,0.0,2886.180908,1899.128784,14.7158,20,971,0,1,7,23
9,farmzma,Dead_Farm,-1458.925048,-1473.982177,101.895103,-1424.53125,-1479.828125,101.776802,-1437.566894,-1573.491577,101.871398,0,0.0,0.0,0.0,0.0,0.0,0.0,-1444.987548,-1588.842407,101.965103,0,0,0,1,7,19
10,sewerzma,Dead_Sewers,2571.344726,-1951.983154,3.9588,2603.14038,-1983.211059,3.9651,2584.821533,-2085.388427,2.854799,0,2582.094482,-2112.612792,3.844399,0.0,0.0,0.0,2585.091064,-2206.966552,-0.0281,10,971,0,1,7,21
11,hallowzma,Hallows_Forest,1975.278442,-248.774505,3.608099,1920.151245,-158.254898,3.3417,2081.752929,-115.323097,8.129699,0,2101.052001,-104.893096,4.569499,0.0,0.0,309.0,2134.777587,-83.502296,2.9684,10,971,0,1,9,23
12,terrorzma,Land_Of_Terror,123.0885,1532.223022,35.4262,70.8843,1570.526977,35.522899,115.845199,1653.630371,36.575599,0,85.147499,1676.025878,38.0899,0.0,0.0,50.4291,77.465896,1681.979492,35.567798,10,971,0,1,32,20
13,vcemeteryzma,Vinewood_Cemetery,815.645629,-1102.502441,25.8917,843.057922,-1116.390747,24.292499,940.167114,-1087.113525,24.3871,0,945.820312,-1103.36499,26.8448,0.0,0.0,269.945587,965.723571,-1102.492675,23.9122,30,971,0,1,9,21
14,abandonedzma,Abandoned_Sea,1302.800048,693.200012,10.8,1373.0,696.299987,10.8,1186.400024,685.799987,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1215.699951,649.5,2.0,0,0,0,1,0,0
15,preppedzma,Prepped_Square,1215.300048,-1479.300048,13.5,1216.0,-1422.5,13.3,1304.599975,-1490.800048,13.5,0,1251.854858,-1500.448486,12.617899,0.0,0.0,359.151397,1251.881958,-1506.854858,10.2215,30,971,0,1,0,0
16,rockhotelzma,Rock_Hotel,2591.899902,2448.600097,10.8,2575.399902,2449.5,10.8,2569.800048,2342.800048,17.799999,0,2628.759521,2306.829589,13.2903,0.0,0.0,0.312999,2628.772216,2297.760253,9.787699,30,971,0,1,0,0
17,airportzma,Airport_Construction,-1456.721435,-86.045898,14.7805,-1402.214843,-81.231597,14.3576,-1333.32788,-71.241096,14.328599,0,-1317.673583,-71.446899,16.7056,0.0,0.0,97.638603,-1304.777465,-70.394897,14.255,30,971,0,1,0,0
18,kacczma,KACC_Military,2579.899902,2843.800048,10.8,2579.0,2812.199951,10.8,2667.800048,2778.699951,10.8,0,0.0,0.0,0.0,0.0,0.0,0.0,2619.0,2728.300048,36.5,0,0,0,1,0,0
19,oceandockszma,Ocean_DocksCrane,2176.199951,-2268.5,13.399999,2167.899902,-2316.5,15.8,2238.399902,-2276.5,13.5,0,0.0,0.0,0.0,0.0,0.0,0.0,2232.600097,-2222.199951,13.5,0,0,0,1,0,0
20,santazma,SantaMaria_Beach,510.200012,-2046.400024,1.0,475.5,-2013.699951,1.0,545.900024,-2045.800048,12.1,0,0.0,0.0,0.0,0.0,0.0,0.0,459.5,-2040.400024,12.3,0,0,0,1,0,0
21,toyzma,Toy_Story,-18.1,1936.199951,17.6,-35.099998,1904.800048,17.6,-44.599998,2049.899902,17.799999,0,0.0,0.0,0.0,0.0,0.0,0.0,-15.199999,2016.599975,17.2,0,0,0,1,0,0
22,tunnelzma,Market_Tunnel,710.419128,-1282.024658,0.4708,747.661071,-1309.494995,-1.011199,797.993713,-1356.479736,-0.779799,0,827.608398,-1356.984252,2.258599,0.0,0.0,138.013,815.175781,-1349.126831,13.6314,30,971,0,1,0,0
23,libertyzma,Liberty_City,-898.942993,460.277191,1346.875,-847.109191,458.90921,1351.336914,-752.926879,504.430511,1371.896118,1,0.0,0.0,0.0,0.0,0.0,0.0,-774.908386,504.386688,1376.572021,0,0,0,1,0,0
24,xmaszma,GroveSt_Christmas,2531.916015,-1712.536865,13.685999,2524.986083,-1676.39392,19.964099,2468.06665,-1717.31372,13.620699,0,2442.366943,-1658.253662,15.9582,0.0,0.0,272.720001,2419.140625,-1658.898437,13.478799,30,971,0,1,6,21
25,skyzma,Skyscraper,1497.389648,-1134.477661,350.152587,1523.279785,-1120.23767,350.083099,1591.844726,-1153.772705,352.094512,0,0.0,0.0,0.0,0.0,0.0,0.0,1596.389282,-1117.34375,353.23941,0,0,0,1,6,23
26,outpostzma,Outpost,-1349.911621,2373.227783,95.908302,-1271.024047,2433.347656,88.034599,-1277.044677,2516.642822,87.8078,0,0.0,0.0,0.0,0.0,0.0,0.0,-1301.949096,2552.304931,99.652099,0,0,0,1,6,23
27,swampzma,Swamp,-841.231872,-1916.256958,14.4109,-766.704284,-1986.025146,9.921199,-647.120971,-1869.592895,17.190099,0,0.0,0.0,0.0,0.0,0.0,0.0,-698.315429,-2078.796386,41.5251,0,0,0,1,6,23
