col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,486",0,0.0,"1,317",0,0.0,0.00%,19_001,19.0,2.0,4.0,,
Adams,831,C,,641,0,0.0,-100.00%,19_002,19.0,2.0,4.0,,
Allamakee,"2,857",0,0.0,"2,536",0,0.0,0.00%,19_003,19.0,2.0,4.0,,
Appanoose,"2,496",0,0.0,"2,238",C,,,19_004,19.0,2.0,4.0,,
Audubon,"1,354",C,,988,0,0.0,-100.00%,19_005,19.0,2.0,4.0,,
Benton,"5,423",C,,"5,070",C,,,19_006,19.0,2.0,4.0,,
Black Hawk,"22,716",5,22.0,"22,146",C,,,19_007,19.0,2.0,4.0,,
Boone,"4,969",C,,"4,737",0,0.0,-100.00%,19_008,19.0,2.0,4.0,,
Bremer,"4,240",0,0.0,"4,176",C,,,19_009,19.0,2.0,4.0,,
Buchanan,"4,562",0,0.0,"4,417",0,0.0,0.00%,19_010,19.0,2.0,4.0,,
Buena Vista,"3,985",C,,"3,818",0,0.0,-100.00%,19_011,19.0,2.0,4.0,,
Butler,"2,820",C,,"2,738",C,,,19_012,19.0,2.0,4.0,,
Calhoun,"1,920",0,0.0,"1,559",0,0.0,0.00%,19_013,19.0,2.0,4.0,,
Carroll,"4,348",0,0.0,"3,914",0,0.0,0.00%,19_014,19.0,2.0,4.0,,
Cass,"2,631",C,,"2,447",0,0.0,-100.00%,19_015,19.0,2.0,4.0,,
Cedar,"3,491",0,0.0,"3,457",0,0.0,0.00%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"8,458",C,,"7,317",0,0.0,-100.00%,19_017,19.0,2.0,4.0,,
Cherokee,"2,398",0,0.0,"1,931",C,,,19_018,19.0,2.0,4.0,,
Chickasaw,"2,591",0,0.0,"2,299",0,0.0,0.00%,19_019,19.0,2.0,4.0,,
Clarke,"1,819",0,0.0,"1,835",C,,,19_020,19.0,2.0,4.0,,
Clay,"3,267",0,0.0,"2,986",C,,,19_021,19.0,2.0,4.0,,
Clayton,"3,602",C,,"3,210",C,,,19_022,19.0,2.0,4.0,,
Clinton,"9,867",C,,"8,945",C,,,19_023,19.0,2.0,4.0,,
Crawford,"3,335",C,,"3,474",0,0.0,-100.00%,19_024,19.0,2.0,4.0,,
Dallas,"8,913",C,,"15,571",C,,,19_025,19.0,2.0,4.0,,
Davis,"1,803",0,0.0,"1,996",0,0.0,0.00%,19_026,19.0,2.0,4.0,,
Decatur,"1,516",0,0.0,"1,462",0,0.0,0.00%,19_027,19.0,2.0,4.0,,
Delaware,"4,038",0,0.0,"3,408",C,,,19_028,19.0,2.0,4.0,,
Des Moines,"7,893",C,,"7,268",0,0.0,-100.00%,19_029,19.0,2.0,4.0,,
Dickinson,"2,733",C,,"2,518",C,,,19_030,19.0,2.0,4.0,,
Dubuque,"17,518",6,34.0,"17,270",C,,,19_031,19.0,2.0,4.0,,
Emmet,"1,938",C,,"1,787",0,0.0,-100.00%,19_032,19.0,2.0,4.0,,
Fayette,"4,169",0,0.0,"3,528",C,,,19_033,19.0,2.0,4.0,,
Floyd,"3,268",0,0.0,"2,967",0,0.0,0.00%,19_034,19.0,2.0,4.0,,
Franklin,"1,922",0,0.0,"1,947",0,0.0,0.00%,19_035,19.0,2.0,4.0,,
Fremont,"1,551",0,0.0,"1,269",0,0.0,0.00%,19_036,19.0,2.0,4.0,,
Greene,"2,009",C,,"1,654",0,0.0,-100.00%,19_037,19.0,2.0,4.0,,
Grundy,"2,379",0,0.0,"2,243",C,,,19_038,19.0,2.0,4.0,,
Guthrie,"2,021",C,,"2,009",0,0.0,-100.00%,19_039,19.0,2.0,4.0,,
Hamilton,"3,207",C,,"2,939",0,0.0,-100.00%,19_040,19.0,2.0,4.0,,
Hancock,"2,420",0,0.0,"2,041",0,0.0,0.00%,19_041,19.0,2.0,4.0,,
Hardin,"3,333",0,0.0,"3,043",0,0.0,0.00%,19_042,19.0,2.0,4.0,,
Harrison,"3,168",C,,"2,707",C,,,19_043,19.0,2.0,4.0,,
Henry,"3,830",C,,"3,586",0,0.0,-100.00%,19_044,19.0,2.0,4.0,,
Howard,"1,988",0,0.0,"1,851",C,,,19_045,19.0,2.0,4.0,,
Humboldt,"1,920",0,0.0,"1,760",0,0.0,0.00%,19_046,19.0,2.0,4.0,,
Ida,"1,505",0,0.0,"1,292",C,,,19_047,19.0,2.0,4.0,,
Iowa,"3,276",C,,"3,023",C,,,19_048,19.0,2.0,4.0,,
Jackson,"4,044",C,,"3,529",C,,,19_049,19.0,2.0,4.0,,
Jasper,"7,059",4,57.0,"6,527",C,,,19_050,19.0,2.0,4.0,,
Jefferson,"2,977",C,,"2,328",C,,,19_051,19.0,2.0,4.0,,
Johnson,"17,329",C,,"20,377",C,,,19_052,19.0,2.0,4.0,,
Jones,"3,740",0,0.0,"3,518",0,0.0,0.00%,19_053,19.0,2.0,4.0,,
Keokuk,"2,237",0,0.0,"1,859",0,0.0,0.00%,19_054,19.0,2.0,4.0,,
Kossuth,"3,288",C,,"2,677",0,0.0,-100.00%,19_055,19.0,2.0,4.0,,
Lee,"7,094",C,,"5,993",C,,,19_056,19.0,2.0,4.0,,
Linn,"37,856",9,24.0,"40,331",6,15.0,-37.40%,19_057,19.0,2.0,4.0,,
Louisa,"2,633",0,0.0,"2,263",0,0.0,0.00%,19_058,19.0,2.0,4.0,,
Lucas,"1,880",0,0.0,"1,652",0,0.0,0.00%,19_059,19.0,2.0,4.0,,
Lyon,"2,511",0,0.0,"2,532",0,0.0,0.00%,19_119,19.0,2.0,4.0,,
Madison,"2,937",0,0.0,"3,353",C,,,19_121,19.0,2.0,4.0,,
Mahaska,"4,381",C,,"4,261",C,,,19_123,19.0,2.0,4.0,,
Marion,"6,248",C,,"6,426",0,0.0,-100.00%,19_125,19.0,2.0,4.0,,
Marshall,"7,591",C,,"7,953",C,,,19_127,19.0,2.0,4.0,,
Mills,"3,015",C,,"2,938",0,0.0,-100.00%,19_129,19.0,2.0,4.0,,
Mitchell,"2,231",0,0.0,"2,070",0,0.0,0.00%,19_131,19.0,2.0,4.0,,
Monona,"1,754",0,0.0,"1,561",0,0.0,0.00%,19_133,19.0,2.0,4.0,,
Monroe,"1,557",0,0.0,"1,475",C,,,19_135,19.0,2.0,4.0,,
Montgomery,"2,267",0,0.0,"1,929",0,0.0,0.00%,19_137,19.0,2.0,4.0,,
Muscatine,"8,665",0,0.0,"8,680",C,,,19_139,19.0,2.0,4.0,,
O'Brien,"2,815",C,,"2,629",0,0.0,-100.00%,19_141,19.0,2.0,4.0,,
Osceola,"1,404",C,,"1,137",0,0.0,-100.00%,19_143,19.0,2.0,4.0,,
Page,"2,902",0,0.0,"2,556",0,0.0,0.00%,19_145,19.0,2.0,4.0,,
Palo Alto,"1,807",0,0.0,"1,622",C,,,19_147,19.0,2.0,4.0,,
Plymouth,"5,303",C,,"4,976",C,,,19_149,19.0,2.0,4.0,,
Pocahontas,"1,660",0,0.0,"1,188",0,0.0,0.00%,19_151,19.0,2.0,4.0,,
Polk,"75,462",15,20.0,"86,717",16,18.0,-7.20%,19_153,19.0,2.0,4.0,,
Pottawattamie,"17,497",C,,"17,334",5,29.0,,19_155,19.0,2.0,4.0,,
Poweshiek,"3,279",0,0.0,"3,046",C,,,19_157,19.0,2.0,4.0,,
Ringgold,957,C,,987,C,,,19_159,19.0,2.0,4.0,,
Sac,"2,099",C,,"1,809",0,0.0,-100.00%,19_161,19.0,2.0,4.0,,
Scott,"32,491",9,28.0,"31,540",5,16.0,-42.80%,19_163,19.0,2.0,4.0,,
Shelby,"2,625",0,0.0,"2,177",0,0.0,0.00%,19_165,19.0,2.0,4.0,,
Sioux,"6,499",C,,"7,045",5,71.0,,19_167,19.0,2.0,4.0,,
