col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
0,Wheat Field,0,0,1,0,1,0,1,6
1,Ranch,0,1,1,0,1,0,2,6
2,Forest,0,2,3,0,1,0,5,6
3,Mine,0,2,6,0,1,0,9,6
4,Apple Orchard,0,0,3,0,3,0,10,6
5,Bakery,1,3,1,1,1,0,2;3,6
6,Convenience Store,1,3,2,1,3,0,4,6
7,Cheese Factory,1,4,5,1,0,0,7,6
8,Furniture Factory,1,4,3,1,0,0,8,6
9,Fruit and Vegetable Market,1,5,2,1,0,0,11;12,6
10,Café,2,6,2,2,1,1,3,6
11,Family Restaurant,2,6,3,2,2,1,9;10,6
12,Stadium,3,7,6,1,2,2,6,4
13,TV Station,3,7,7,1,5,3,6,4
14,Business Center,3,7,8,1,0,4,6,4
15,Train Station,4,7,4,3,0,4,0,100
16,Shopping Mall,4,7,10,3,0,4,0,100
17,Amusement Park,4,7,16,3,0,4,0,100
18,Radio Tower,4,7,22,3,0,4,0,100
