col0,col1,col2
age,age in years,number
antibiotic_1,first antibiotic administered at the day of observation,international name of the drug. 0 = no antibiotics. Letters after _ indicate the administration route: iv = intravenous; po = oral; inh = inhalation; int = intrathecal; 
antibiotic_2,second antibiotic administered at the day of observation,international name of the drug. 0 = no antibiotics. Letters after _ indicate the administration route: iv = intravenous; po = oral; inh = inhalation; int = intrathecal; 
antibiotic_3,third antibiotic administered at the day of observation,international name of the drug. 0 = no antibiotics. Letters after _ indicate the administration route: iv = intravenous; po = oral; inh = inhalation; int = intrathecal; 
antibiotic_4,fourth antibiotic administered at the day of observation,international name of the drug. 0 = no antibiotics. Letters after _ indicate the administration route: iv = intravenous; po = oral; inh = inhalation; int = intrathecal; 
antibiotics_total,total number of different antibiotics administered at the day of observation. (sum across fields antibiotic_1 through antibiotics_4),integer
anxiolytics,anxiolytics administration at the day of observation,yes = 1; no = 0
aphasia,aphasia at the day of observation,yes = 1; no = 0
arterial_line,arterial line in place at the day of observation,yes = 1; no = 0
central_line,central venous line in place at the day of observation,yes = 1; no = 0
charlson,Charlson comorbidity index (0-37 points),integer form 0 to 37
consciousness,"level of consciousness: 7 = full consciousness (GCS = 15); 6 = drowsiness (GCS = 12-14); 5 = stupor (GCS = 9-12); 4 = coma-1 (GCS = 7-8); 3 = coma-2 (GCS = 5-6), 2 = coma-3 (GCS = 3-4); 1 = persistent vegetative state 
",integer from 0 to 7
convulsions,clinical or EEG convulsions at the day of observation,yes = 1; no = 0
csfl_ne,CSF leak from nose and/or ears at the day of observation,yes = 1; no = 0
csfl_ss,CSF leak from surgical site at the day of observation,yes = 1; no = 0
date,date of observation,YYYY-MM-DD
day_in_icu,day in ICU at the day of observation,integer
day_in_icu_max,length of stay in the ICU for current ICU admission,integer
disease_id,diagnostic code according to ICD-10 classification,icd-10 format
disease_type,"category of the primary diagnosis: brain tumor; head/neck trauma; vascular disorder of the brain; other 
","text: tumor, trauma, vascular, other"
endotracheal_tube,"endotracheal tube in place and tube type at the day of observation: 0 = no tube; 1 = oral intubation tube; 2 = nasal intubation tube; 3 = tracheostomy
",integer from 0 to 3
