col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1,1,0,3,514,5,0,,마녀의 묘약x3,3,,
2,1,0,8,513,5,0,,신비한 별똥별x3,3,,
3,1,0,21,512,5,0,,미로의 문,1,,
4,1,0,27,511,5,0,,인형의 일기장,1,,
5,1,0,37,510,5,0,,신비의 옷장,1,,
6,1,4,53,509,5,0,,크레니히L3,1,,
7,1,4,63,508,5,0,,제드L3,1,,
8,1,4,73,507,5,0,,아치볼드L3,1,,
9,1,4,83,506,5,0,,맥스L3,1,,
10,1,4,93,505,5,0,,브레이즈L3,1,,
11,1,4,103,504,5,0,,쉐리L3,1,,
12,1,4,113,503,5,0,,아인L3,1,,
13,1,4,123,502,5,0,,베른하드L3,1,,
14,1,4,133,501,5,0,,프리드리히L3,1,,
15,1,4,143,500,5,0,,마르그리드L3,1,,
16,1,4,293,411,4,0,,브라우닝L3,1,,
17,1,4,303,410,4,0,,마르세우스L3,1,,
18,1,4,323,409,4,0,,루카L3,1,,
19,1,4,333,408,4,0,,스테이시아L3,1,,
20,1,4,343,407,4,0,,볼랜드L3,1,,
21,1,4,353,406,4,0,,C.C.L3,1,,
22,1,4,423,405,4,0,,비르기트L3,1,,
23,1,4,433,404,4,0,,쿤L3,1,,
24,1,4,443,403,4,0,,샬롯L3,1,,
25,1,4,453,402,4,0,,타이렐L3,1,,
26,1,4,463,401,4,0,,루디아L3,1,,
27,1,4,473,400,4,0,,빌헬름L3,1,,
28,1,0,54,304,3,0,,보석주머니(녹) ,1,,
29,1,0,55,303,3,0,,보석주머니(청),1,,
30,1,0,10,302,3,0,,복제티켓,1,,
31,1,2,6,301,3,0,,검6카드,1,,
32,1,2,14,300,3,0,,총6카드,1,,
33,1,4,483,200,2,0,,메리L3,1,,
34,1,4,26,102,1,0,,그룬왈드R1,1,,
35,1,4,356,101,1,0,,C.C.R1,1,,
36,1,4,117,100,1,0,,아인R2,1,,
37,0,1,296,511,5,0,,브라우닝 인형,1,,
38,0,1,297,510,5,0,,마르세우스 인형,1,,
39,0,1,44,505,5,0,,인형의 신발,1,,
40,0,1,55,504,5,0,,마린 샌들,1,,
41,0,1,56,503,5,0,,흑요석 샌들,1,,
42,0,0,3,502,5,0,,마녀의 묘약,1,,
43,0,0,24,501,5,0,,요마의 나침반,1,,
44,0,0,8,500,5,0,,신비한 별똥별,1,,
45,0,1,48,415,4,0,,헤어리본,1,,
46,0,1,53,414,4,0,,마린 리본,1,,
47,0,1,54,413,4,0,,흑요석 리본,1,,
48,0,0,7,412,4,0,,화이트히스5x2,2,,
49,0,0,4,411,4,0,,행운의 클로버x2,2,,
50,0,0,12,410,4,0,,시공의 모래시계x2,2,,
51,0,4,51,409,4,0,,크레니히L1,1,,
52,0,4,61,408,4,0,,제드L1,1,,
53,0,4,71,407,4,0,,아치볼드L1,1,,
54,0,4,81,406,4,0,,맥스L1,1,,
55,0,4,91,405,4,0,,브레이즈L1,1,,
56,0,4,101,404,4,0,,쉐리L1,1,,
57,0,4,111,403,4,0,,아인L1,1,,
58,0,4,121,402,4,0,,베른하드L1,1,,
59,0,4,131,401,4,0,,프리드리히L1,1,,
60,0,4,141,400,4,0,,마르그리드L1,1,,
61,0,0,27,319,3,0,,인형의 일기장,1,,
62,0,0,50,318,3,0,,작은 옷장,1,,
63,0,0,53,317,3,0,,보석주머니(황),1,,
64,0,0,54,316,3,0,,보석주머니(녹) ,1,,
65,0,3,11,315,3,0,,커스드 단검,1,,
66,0,3,12,314,3,0,,커스드 탄환,1,,
67,0,3,13,313,3,0,,커스드 반지,1,,
68,0,4,291,312,3,0,,브라우닝L1,1,,
69,0,4,301,311,3,0,,마르세우스L1,1,,
70,0,4,321,310,3,0,,루카L1,1,,
71,0,4,331,309,3,0,,스테이시아L1,1,,
72,0,4,341,308,3,0,,볼랜드L1,1,,
73,0,4,351,307,3,0,,C.C.L1,1,,
74,0,4,421,306,3,0,,비르기트L1,1,,
75,0,4,431,305,3,0,,쿤L1,1,,
76,0,4,441,304,3,0,,샬롯L1,1,,
77,0,4,451,303,3,0,,타이렐L1,1,,
78,0,4,461,302,3,0,,루디아L1,1,,
79,0,4,471,301,3,0,,빌헬름L1,1,,
80,0,4,481,300,3,0,,메리L1,1,,
81,0,2,5,201,2,0,,검5카드,1,,
82,0,2,13,200,2,0,,총5카드,1,,
83,0,3,17,102,1,0,,흑의 총검,1,,
84,0,3,19,101,1,0,,흑의 근장,1,,
85,0,3,21,100,1,0,,흑의 원장,1,,
86,2,0,55,505,5,0,,보석주머니(청),1,,
87,2,0,56,504,5,0,,보석주머니(적),1,,
88,2,0,10,503,5,0,,복제티켓,1,,
89,2,0,3,502,5,0,,마녀의 묘약x5,5,,
90,2,0,8,501,5,0,,신비한 별똥별x5,5,,
91,2,0,12,500,5,0,,시공의 모래시계x7,7,,
92,2,2,53,414,4,0,,방어3+이동1 카드 ,1,,
93,2,2,54,413,4,0,,방어4+이동1 카드 ,1,,
94,2,2,55,412,4,0,,방어5+이동1 카드 ,1,,
95,2,2,66,411,4,0,,검3+방어1 카드 ,1,,
96,2,2,67,410,4,0,,검4+방어2 카드 ,1,,
97,2,2,68,409,4,0,,검5+방어3 카드,1,,
98,2,2,69,408,4,0,,검3+특수1 카드,1,,
99,2,2,70,407,4,0,,검4+특수2 카드,1,,
100,2,2,71,406,4,0,,검5+특수3 카드,1,,
101,2,2,75,405,4,0,,총3+방어1 카드,1,,
102,2,2,76,404,4,0,,총4+방어2 카드,1,,
103,2,2,77,403,4,0,,총5+방어3 카드,1,,
104,2,2,78,402,4,0,,총3+특수1 카드,1,,
105,2,2,79,401,4,0,,총4+특수2 카드,1,,
106,2,2,80,400,4,0,,총5+특수3 카드,1,,
107,2,3,101,314,3,0,,인형 마스터,1,,
108,2,3,104,313,3,0,,섬멸병기,1,,
109,2,3,107,312,3,0,,성수의 이빨,1,,
110,2,3,110,311,3,0,,오월비,1,,
111,2,3,113,310,3,0,,연사용 권총,1,,
112,2,3,116,309,3,0,,기계식 할버드,1,,
113,2,4,256,308,3,0,,워켄R1,1,,
114,2,4,266,307,3,0,,플로렌스R1,1,,
115,2,4,276,306,3,0,,파르모R1,1,,
116,2,4,286,305,3,0,,아수라R1,1,,
117,2,4,296,304,3,0,,브라우닝R1,1,,
118,2,4,306,303,3,0,,마르세우스R1,1,,
119,2,4,346,302,3,0,,볼랜드R1,1,,
120,2,4,366,301,3,0,,콥R1,1,,
121,2,4,376,300,3,0,,이블린R1,1,,
122,2,4,475,201,2,0,,빌헬름L5,1,,
123,2,4,485,200,2,0,,메리L5,1,,
124,2,2,7,104,1,0,,검7카드,1,,
125,2,2,15,103,1,0,,총7카드,1,,
126,2,4,68,102,1,0,,제드R3,1,,
127,2,4,168,101,1,0,,스프라우트R3,1,,
128,2,4,119,100,1,0,,아인R4,1,,
