col0,col1,col2,col3,col4,col5,col6,col7,col8
Albania,Yes,Yes,-,Yes,-,Yes,Yes,-
Andorra,No,No,-,Yes,-,No,No,-
United Arab Emirates,Yes,Yes,-,Yes,-,Yes,Yes,-
Argentina,Yes,Yes,-,Yes,-,Yes,Yes,-
Antarctica,No,No,-,No,-,Yes,Yes,-
Australia,No,No,-,Yes,-,Yes,Yes,-
Austria,Yes,Yes,-,Yes,-,Yes,Yes,-
Azerbaijan,No,No,-,Yes,-,No,No,-
Belgium,Yes,No,-,Yes,-,Yes,No,-
Bangladesh,Yes,Yes,-,Yes,-,Yes,Yes,-
Bulgaria,Yes,Yes,-,Yes,-,Yes,No,-
Bahrain,No,No,-,Yes,-,Yes,Yes,-
Bahamas,No,No,-,Yes,-,No,No,-
Bosnia and Herzegovina,Yes,Yes,-,Yes,-,No,No,-
Belarus,No,No,-,Yes,-,Yes,Yes,-
Belize,No,No,-,Yes,-,No,No,-
Bolivia,Yes,Yes,-,Yes,-,No,No,-
Brazil,Yes,Yes,-,Yes,-,Yes,Yes,-
Barbados,Yes,Yes,-,Yes,-,Yes,Yes,-
Brunei Darussalam,No,No,-,Yes,-,Yes,No,-
Botswana,Yes,Yes,-,Yes,-,Yes,Yes,-
Canada,Yes,Yes,-,Yes,-,Yes,No,-
Switzerland,Yes,Yes,-,Yes,-,Yes,No,-
Chile,Yes,Yes,-,Yes,-,Yes,Yes,-
China,No,No,-,Yes,-,No,No,-
Cameroon,Yes,Yes,-,Yes,-,Yes,Yes,-
Colombia,Yes,Yes,-,Yes,-,Yes,Yes,-
Costa Rica,Yes,Yes,-,Yes,-,Yes,No,-
Cuba,No,No,-,Yes,-,No,No,-
Cayman Islands,No,No,-,Yes,-,No,No,-
Cyprus,Yes,Yes,-,Yes,-,No,No,-
Czech Republic,Yes,Yes,-,Yes,-,Yes,No,-
Germany,Yes,Yes,-,Yes,-,Yes,No,-
Denmark,Yes,Yes,-,Yes,-,Yes,No,-
Dominican Republic,Yes,Yes,-,Yes,-,No,No,-
Algeria,No,No,-,Yes,-,No,No,-
Ecuador,Yes,Yes,-,Yes,-,Yes,Yes,-
Egypt,No,No,-,Yes,-,No,No,-
Spain,Yes,Yes,-,Yes,-,Yes,No,-
Estonia,Yes,No,-,Yes,-,Yes,No,-
Ethiopia,No,No,-,Yes,-,No,No,-
Finland,Yes,Yes,-,Yes,-,Yes,No,-
France,Yes,Yes,-,Yes,-,Yes,Yes,-
