col0,col1,col2,col3,col4,col5
ADPRcyc1_CD38,P28907,NP_031672.2,P56528,ENSG00000004468,SIRT
ADPRcyc2_BST1,Q10588,Q64277.1,Q64277,ENSG00000109743,SIRT
ART1,P52961,NP_033840.2,Q60935,ENSG00000129744,SIRT
ART3,Q13508,Q8R2G4.2,Q8R2G4,ENSG00000156219,SIRT
ART4,Q93070,Q9CRA0.1,Q9CRA0,ENSG00000111339,SIRT
ART5,Q96L15,P70352.3,P70352,ENSG00000167311,SIRT
PARP1,P09874,P11103.3,P11103,ENSG00000143799,SIRT
PARP2,Q9UGN5,O88554.3,O88554,ENSG00000129484,SIRT
PARP3,Q9Y6F1,Q91YR6,Q91YR6,ENSG00000041880,SIRT
PARP4,Q9UKK3,NP_001139450.2,E9PYK3,ENSG00000102699,SIRT
PARP6,Q2NL67,Q6P6P7.1,Q6P6P7,ENSG00000137817,SIRT
PARP7,Q7Z3E1,NP_849223.2,Q8C1B2,ENSG00000163659,SIRT
PARP8,Q8N3A8,NP_001074478.1,F8WIK2,ENSG00000151883,SIRT
PARP9,Q8IXQ6,Q8CAS9.2,Q8CAS9,ENSG00000138496,SIRT
PARP10,Q53GL7,BAE38685.1,Q3TLV7,ENSG00000178685,SIRT
PARP11,Q9NR21,Q8BZ20.1,Q8CFF0,ENSG00000111224,SIRT
PARP12,Q9H0J9,Q8BZ20.3,Q8BZ20,ENSG00000059378,SIRT
PARP14,Q460N5,Q2EMV9.3,Q2EMV9,ENSG00000173193,SIRT
PARP15,Q460N3,???,??? (Best hit is Mouse PARP14),ENSG00000173200,SIRT
PARP16,Q8N5Y8,AAH55447.1,Q7TMM8,ENSG00000138617,SIRT
SIRT1,Q96EB6,NP_062786.1,Q923E4,ENSG00000096717,SIRT
SIRT2,Q8IXJ6,NP_071877.3,Q8VDQ8,ENSG00000068903,SIRT
SIRT2,Q8IXJ6,NP_071877.3,Q8VDQ8,ENSG00000283100,SIRT
SIRT3,Q9NTG7,NP_001171275.1,Q8R104,ENSG00000142082,SIRT
SIRT4,Q9Y6E7,Q8R216.3,Q8R216,ENSG00000089163,SIRT
SIRT5,Q9NXA8,NP_849179.1,Q8K2C6,ENSG00000124523,SIRT
SIRT6,Q8N6T7,NP_853617.1,P59941,ENSG00000077463,SIRT
SIRT7,Q9NRC8,NP_694696.2,Q8BKJ9,ENSG00000187531,SIRT
Tankyrase1,O95271,Q6PFX9.1,Q6PFX9,ENSG00000173273,SIRT
Tankyrase2,Q9H2K2,NP_001157107.1,Q3UES3,ENSG00000107854,SIRT
TRPT,Q86TN4,Q8K3A2.2,Q8K3A2,ENSG00000149743,SIRT
NMRK1,Q9NWW6,Q91W63.1,Q91W63,ENSG00000106733,NRK1_E_T
NMRK2,Q9NPI5,Q9D7C9.1,Q9D7C9,ENSG00000077009,NRK1_E_T
NMNAT1,Q9HAN9,Q9EPA7.2,Q9EPA7,ENSG00000173614,NMNAT1_E_T
NMNAT2,Q9BZQ4,Q8BNJ3.1,Q8BNJ3,ENSG00000157064,NMNAT1_E_T
NMNAT3,Q96T66,Q99JR6.1,Q99JR6,ENSG00000163864,NMNAT1_E_T
NAMPT,P43490,Q99KQ4.1,Q99KQ4,ENSG00000105835,NAMPT
NT5E,P21589,Q61503.2,Q61503,ENSG00000135318,NT5_E_T
PNP,P00491,P23492.2,P23492,ENSG00000198805,PNP_E_T
NAPRT,Q6XQN6,Q8CC86.1,Q8CC86,ENSG00000147813,NAPRT
NAPRT,Q6XQN6,Q8CC86.1,Q8CC86,ENSG00000278488,NAPRT
NADSYN1,Q6IA69,Q711T7.1,Q711T7,ENSG00000172890,NADSYN1
NUDT12,Q9BQG2,Q9DCN1.1,Q9DCN1,ENSG00000112874,
NNMT,P40261,O55239.1,O55239,ENSG00000166741,NNMT
QPRT,Q15274,Q91X91.1,Q91X91,ENSG00000103485,
NADK,O95544,Q3UGI1,Q3UGI1,ENSG00000008130,
PARG,Q86W56,O88622.2,Q867X0,ENSG00000227345,
ARH3,Q9NX46,Q3UYG8.1,Q8CG72,ENSG00000116863,
TARG1 / OARD1,Q9Y530,NP_001276419.1,Q8R5F3,ENSG00000124596,
MacroD1,Q9BQ69,Q3UYG8,Q922B1,ENSG00000133315,
MacroD2,A1Z1Q3,Q3UYG8.1,Q3UYG8,ENSG00000172264,
