col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
63,"Petitpierre, Max",NE,14.12.1944,30.06.1961,Neuchâtel+Couvet,,1,122,114,8,FDP
68,"Streuli, Hans",ZH,22.12.1953,31.12.1959,Wädenswil+Richterswil,,2,113,109,4,FDP
69,"Lepori, Giuseppe",TI,16.12.1954,31.12.1959,Lopagno,,2,128,117,11,CVP
70,"Holenstein, Thomas",SG,16.12.1954,31.12.1959,Bütschwil,,1,182,108,74,CVP
71,"Chaudet, Paul",VD,16.12.1954,31.12.1966,Corsier s. Vevey,,1,135,110,25,FDP
72,"Wahlen, Friedrich Traugott",BE,11.12.1958,31.12.1965,Trimstein+Bern,,2,125,116,9,SVP
73,"von Moos, Ludwig",OW,17.12.1959,31.12.1971,Sachseln,,1,148,114,34,CVP
74,"Tschudi, Hans-Peter",BS,17.12.1959,31.12.1973,Schwanden+Basel,,3,129,116,13,SP
75,"Spühler, Willy",ZH,17.12.1959,31.01.1970,Zürich,,1,149,114,35,SP
76,"Bourgknecht, Jean",FR,17.12.1959,30.09.1962,Fribourg,,1,134,117,17,CVP
77,"Schaffner, Hans",AG,15.06.1961,31.12.1969,Gränichen,,1,175,108,67,FDP
78,"Bonvin, Roger",VS,27.09.1962,31.12.1973,"Icogne-Lens,Chermignon, Nendaz",,5,142,114,28,CVP
79,"Gnägi, Rudolf",BE,08.12.1965,31.12.1979,Schwadernau,,1,176,108,68,SVP
80,"Celio, Nello",TI,14.12.1966,31.12.1973,Quinto,,1,136,117,19,FDP
81,"Graber, Pierre",NE,10.12.1969,31.01.1978,Langenbruck. La Chaux-de-Fonds,,1,188,111,77,SP
82,"Brugger, Ernst",ZH,10.12.1969,31.01.1978,"Möriken, Gossau",,1,160,119,41,FDP
83,"Furgler, Kurt",SG,08.12.1971,31.12.1986,"Valens,Pfäfers",,1,125,115,10,CVP
84,"Ritschard, Willi",SO,05.12.1973,16.10.1983,"Oberhofen, Luterbach",,1,123,121,2,SP
85,"Hürlimann, Hans",ZG,05.12.1973,31.12.1982,Walchwil,,1,132,115,17,CVP
86,"Chevallaz, Georges-André",VD,05.12.1973,31.12.1983,Montherod,,1,137,121,16,FDP
87,"Honegger, Fritz",ZH,07.12.1977,31.12.1982,"Fischenthal,Rüschlikon",,1,173,105,68,FDP
88,"Aubert, Pierre",NE,07.12.1977,31.12.1987,Savagnier,,1,190,117,73,SP
89,"Schlumpf , Leon",GR,05.12.1979,31.12.1987,"Felsberg, Mönchaltdorf",,1,159,121,38,SVP
90,"Friedrich, Rudolf",ZH,08.12.1982,20.10.1984,Winterthur,,1,130,123,7,FDP
91,"Egli, Alphons",LU,08.12.1982,31.12.1986,"Entlebuch,Luzern",,1,125,123,2,CVP
92,"Stich, Otto",SO,07.12.1983,31.10.1995,Kleinlützel,,1,124,123,1,SP
93,"Delamuraz, Jean-Pascal",VD,07.12.1983,31.03.1998,Longirod,,1,130,121,9,FDP
94,"Kopp, Elisabeth",ZH,02.10.1984,12.01.1989,"Niederönz, Luzern, Zumikon",,1,124,121,3,FDP
95,"Koller, Arnold",AI,10.12.1986,30.04.1999,"Gossau, Oberbüren",,1,180,122,58,CVP
96,"Cotti , Flavio",TI,10.12.1986,30.04.1999,Prato Sornico,,1,163,120,43,CVP
97,"Ogi , Adolf",BE,09.12.1987,31.12.2000,Kandersteg,,2,132,121,11,SVP
98,"Felber, René",NE,09.12.1987,31.03.1993,"Kottwil, Le Locle",,1,152,115,37,SP
99,"Villiger, Kaspar",LU,01.02.1989,31.12.2003,"Sins, Pfeffikon",,1,124,118,6,FDP
100,"Dreifuss, Ruth",GE,10.03.1993,31.12.2002,Endingen,,3,144,96,48,SP
101,"Leuenberger, Moritz",ZH,27.09.1995,31.10.2010,Rohrbach,,5,124,106,18,SP
102,"Couchepin, Pascal",VS,11.03.1998,31.10.2009,Martigny,,5,146,120,26,FDP
103,"Metzler-Arnold, Ruth",AI,11.03.1999,31.12.2003,"Richenthal, Willisau-Stadt, Balgach",,4,126,123,3,CVP
104,"Deiss, Joseph",FR,11.03.1999,31.07.2006,Zeihen,,6,120,120,0,CVP
105,"Schmid, Samuel",BE,06.12.2000,31.12.2008,Attiswil,,6,121,117,4,BDP
106,"Calmy-Rey, Micheline",GE,04.12.2002,31.12.2011,Chermignon,,5,131,100,31,SP
107,"Merz, Hans-Rudolf",AR,10.12.2003,31.10.2010,Beinwil a S.,,2,127,120,7,FDP
108,"Blocher, Christoph",ZH,10.12.2003,31.12.2007,"Meilen, Zürich, Schattenhalb",,3,121,119,2,SVP
109,"Leuthard, Doris",AG,14.06.2006,02.12.2018,"Merenschwand, Sarnen",,1,133,118,15,CVP
110,"Widmer-Schlumpf, Eveline",GR,12.12.2007,31.12.2015,"Felsberg, Mönchaltdorf",,2,125,122,3,BDP
111,"Maurer, Ueli",ZH,10.12.2008,02.12.2018,"Adelboden, Hinwil",,3,122,122,0,SVP
112,"Burkhalter, Didier",NE,16.09.2009,31.10.2017,"Neuchâtel, Sumiswald",,4,129,120,9,FDP
113,"Sommaruga, Simonetta",BE,22.09.2010,02.12.2018,"Lugano, Eggiwil",,4,159,121,38,SP
114,"Schneider-Ammann, Johann N.",BE,22.09.2010,02.12.2018,Hasle bei Burgdorf,,5,144,119,25,FDP
115,"Berset, Alain",FR,14.12.2011,02.12.2018,Misery-Courtion,,2,126,123,3,SP
116,"Parmelin, Guy",VD,09.12.2015,02.12.2018,Bursins,,3,138,119,19,SVP
117,"Cassis, Ignazio",TI,20.09.2017,02.12.2018,Sessa,,2,125,123,2,FDP
