col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34
1872,bentlcy01,Cy Bentley,21,MAN,2,15,0.118,6.06,18,17,1,14,0,0,144.0,259,253,97,4,12,,5,,0,6,794,61,3.97,1.882,16.2,0.3,0.8,0.3,0.42
1872,brainas01,Asa Brainard,31,TOT,2,9,0.182,6.31,11,11,0,10,0,0,87.0,161,157,61,1,5,,1,,0,12,499,56,3.73,1.908,16.7,0.1,0.5,0.1,0.2
1872,brainas01,Asa Brainard,31,OLY,2,7,0.222,6.38,9,9,0,9,0,0,79.0,148,140,56,0,5,,1,,0,12,449,55,3.6,1.937,16.9,0.0,0.6,0.1,0.2
1872,brainas01,Asa Brainard,31,MAN,0,2,0.0,5.63,2,2,0,1,0,0,8.0,13,17,5,1,0,,0,,0,0,50,69,5.06,1.625,14.6,1.1,0.0,0.0,
1872,brittji01,Jim Britt,16,BRA,9,28,0.243,4.53,37,37,0,37,0,0,336.0,568,473,169,6,21,,13,,1,26,1762,97,3.77,1.753,15.2,0.2,0.6,0.3,0.62
1872,buttefr01,Frank Buttery,21,MAN,3,2,0.6,4.27,8,5,3,5,0,0,59.0,94,78,28,1,3,,5,,0,0,295,87,3.63,1.644,14.3,0.2,0.5,0.8,1.67
1872,clintji01,Jim Clinton,21,ECK,0,1,0.0,7.0,1,1,0,1,0,0,9.0,25,36,7,1,1,,1,,0,0,68,52,4.99,2.889,25.0,1.0,1.0,1.0,1.0
1872,cummica01,Candy Cummings,23,NYU,33,20,0.623,3.01,55,55,0,53,3,0,497.0,604,347,166,2,31,,45,,0,15,2251,108,3.49,1.278,10.9,0.0,0.6,0.8,1.45
1872,fishech01,Cherokee Fisher,27,BAL,10,1,0.909,1.8,19,11,6,9,1,1,110.0,93,78,22,0,11,,20,,0,5,482,204,3.37,0.945,7.6,0.0,0.9,1.6,1.82
1872,malonma01,Martin Malone,--,ECK,0,2,0.0,10.5,2,2,0,2,0,0,18.0,51,50,21,1,4,,0,,0,0,119,34,4.82,3.056,25.5,0.5,2.0,0.0,0.0
1872,martiph01,Phonney Martin,26,TOT,3,9,0.25,4.19,18,12,5,9,0,0,122.1,213,165,57,1,11,,5,,0,9,650,84,3.73,1.831,15.7,0.1,0.8,0.4,0.45
1872,martiph01,Phonney Martin,26,TRO,1,2,0.333,4.82,8,3,4,0,0,0,37.1,70,59,20,0,2,,2,,0,0,202,75,3.48,1.929,16.9,0.0,0.5,0.5,1.0
1872,martiph01,Phonney Martin,26,ECK,2,7,0.222,3.92,10,9,1,9,0,0,85.0,143,106,37,1,9,,3,,0,9,448,88,3.83,1.788,15.1,0.1,1.0,0.3,0.33
1872,mathebo01,Bobby Mathews,20,BAL,25,18,0.581,3.19,49,47,4,39,0,0,406.0,480,356,144,3,52,,57,,0,25,1922,115,3.63,1.31,10.6,0.1,1.2,1.3,1.1
1872,mcbridi01,Dick McBride,25,ATH,30,14,0.682,2.85,47,47,0,47,1,0,419.1,508,349,133,3,26,,44,,0,10,1944,123,3.5,1.273,10.9,0.1,0.6,0.9,1.69
1872,mcderjo01,James McDermott,26,ECK,0,7,0.0,8.14,7,7,0,7,0,0,63.0,143,144,57,3,14,,1,,0,17,394,43,4.68,2.492,20.4,0.4,2.0,0.1,0.07
1872,mcmuljo01,John McMullin,23,NYU,1,0,1.0,3.6,3,1,2,1,0,1,15.0,18,15,6,0,2,,1,,0,3,75,93,3.7,1.333,10.8,0.0,1.2,0.6,0.5
1872,o'rou01,O'Rourke,--,ECK,0,1,0.0,8.0,1,1,0,1,0,0,9.0,16,15,8,0,2,,0,,0,1,51,45,4.1,2.0,16.0,0.0,2.0,0.0,0.0
1872,paborch01,Charlie Pabor,25,CLE,1,1,0.5,4.0,2,2,0,2,0,0,18.0,20,15,8,0,3,,0,,0,3,84,92,3.93,1.278,10.0,0.0,1.5,0.0,0.0
1872,prattal01,Al Pratt,24,CLE,2,9,0.182,5.79,15,12,2,8,0,0,105.2,150,133,68,3,14,,7,,0,14,538,62,4.07,1.552,12.8,0.3,1.2,0.6,0.5
1872,spaldal01,Al Spalding,21,BOS,38,8,0.826,1.85,48,48,1,41,3,0,404.2,417,224,83,0,27,,28,,1,39,1738,196,3.49,1.097,9.3,0.0,0.6,0.6,1.04
1872,stearbi01,Bill Stearns,19,NAT,0,11,0.0,6.18,11,11,0,11,0,0,99.0,193,190,68,2,3,,2,,0,2,572,82,3.74,1.98,17.5,0.2,0.3,0.2,0.67
1872,woltery01,Rynie Wolters,30,CLE,3,6,0.333,6.09,12,8,5,5,0,0,75.1,115,106,51,3,7,,4,,0,6,385,59,4.12,1.619,13.7,0.4,0.8,0.5,0.57
1872,wrighha01,Harry Wright,37,BOS,1,0,1.0,2.1,7,0,6,0,0,4,25.2,26,12,6,0,0,,1,,0,0,109,175,3.35,1.013,9.1,0.0,0.0,0.4,
1872,zettlge01,George Zettlein,27,TOT,15,16,0.484,2.57,34,31,4,25,2,1,263.0,313,194,75,3,14,,25,,0,9,1196,138,3.55,1.243,10.7,0.1,0.5,0.9,1.79
1872,zettlge01,George Zettlein,27,TRO,14,8,0.636,2.16,25,22,4,17,2,1,187.2,207,132,45,2,8,,17,,0,3,836,166,3.52,1.146,9.9,0.1,0.4,0.8,2.13
1872,zettlge01,George Zettlein,27,ECK,1,8,0.111,3.58,9,9,0,8,0,0,75.1,106,62,30,1,6,,8,,0,6,360,96,3.63,1.487,12.7,0.1,0.7,1.0,1.33
