col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
bc09e191cba74567a3c40832ec158241,298.15,101.325,1,CCC(C)(C)O,1.0,0.8042100000000002,0.0,0.7967899222912005,0.0003675429256683,alcohol
c070a35519e94a759b1144dbb5b2c9f9,298.15,101.325,1,CCC(C)(C)O,1.0,0.8042100000000002,0.0,0.7967899222912005,0.0003675429256683,alcohol
c332f7ee4a6742688a6b713442908fd6,298.15,101.325,1,OCCO,1.0,1.1098800000000004,0.0,1.1520774814251025,0.0003816317998956,alcohol
2378b095b5d54af9b29840f1acf98337,298.15,101.325,1,OCCO,1.0,1.1098800000000004,0.0,1.1520774814251025,0.0003816317998956,alcohol
6b280aa30426453980a08d19c6a3ca5a,298.15,101.325,1,COCCO,1.0,0.9601000000000004,0.0,0.993017113820377,0.0003400854074903,alcohol
b3a10cba9c7d4253b82bfe2083cdd6e2,298.15,101.325,1,COCCO,1.0,0.9601000000000004,0.0,0.993017113820377,0.0003400854074903,alcohol
01152e926b654961be648011c7418d27,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7806479041455218,0.0003535380413284,alcohol
ed5a56997e314486ab8ed36415cfa3d4,298.15,101.325,1,CCCO,1.0,0.7996200000000002,0.0,0.7806479041455218,0.0003535380413284,alcohol
9c479eb2beb84f2cb587e9be76ec1e0e,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.071778241334293,0.0003987598810752,alcohol
718eb7740e6c4fb988a29a0bfe34fdbf,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.071778241334293,0.0003987598810752,alcohol
c99be95d6028442c99abf3c90f131d13,298.15,101.325,1,COC(=O)[C@@H](C)CO,1.0,1.0696,0.0,1.071778241334293,0.0003987598810752,alcohol
fc77720a29104bb99b69a121b3351409,298.15,101.325,1,CCCCCCO,1.0,0.8152800000000001,0.0,0.7939392638325395,0.000313164639721,alcohol
3b0d16b048bd4d1ba3f71ea47b53f5b1,298.15,101.325,1,CCCCCCO,1.0,0.8152800000000001,0.0,0.7939392638325395,0.000313164639721,alcohol
245af9c6c1c64d35bc0ec0caf7d5a0ae,298.15,101.325,1,OCCCO,1.0,1.0499000000000005,0.0,1.0766688718207948,0.0002809767035232,alcohol
54f65801a167422a9cdc5af000b84f2c,298.15,101.325,1,OCCCO,1.0,1.0499000000000005,0.0,1.0766688718207948,0.0002809767035232,alcohol
0bce03156be24aada13b3518d3682b56,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9246150470685544,0.0002805061249224,alcohol
7d2ea617866248ebaed5774afec92665,298.15,101.325,1,OC1CCCCC1,1.0,0.9450770000000004,0.0,0.9246150470685544,0.0002805061249224,alcohol
425935329a914b8d8d6a74cb29554bb4,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.7957583911755124,0.0003551302537834,alcohol
fe481c7daff54e8d8dee65fa8ccb7b49,298.15,101.325,1,CC(C)CCO,1.0,0.8044600000000002,0.0,0.7957583911755124,0.0003551302537834,alcohol
8cd3a0812fcd4709bf8ae062c1bf845d,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0293503965231716,0.0003827040460741,alcohol
47494fe603174074848cba3cc3b41803,298.15,101.325,1,OCCCCO,1.0,1.0130400000000002,0.0,1.0293503965231716,0.0003827040460741,alcohol
a67626f42acd4cc1a8a07c70d74c191a,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0709928515813247,0.0002899705668197,alcohol
87242b9ac23646aeb129efd67f596d9b,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0709928515813247,0.0002899705668197,alcohol
c72a8e7359214c0090832da56ff64dd8,298.15,101.325,1,COC(=O)[C@H](C)CO,1.0,1.0675000000000003,0.0,1.0709928515813247,0.0002899705668197,alcohol
79a1232a20394a8fba4d75cbae0b1b04,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.7888055786632417,0.0002712461301889,alcohol
a4458ccf96964739858ec7caefe00e2e,298.15,101.325,1,CCCCCO,1.0,0.8110400000000002,0.0,0.7888055786632417,0.0002712461301889,alcohol
40e095a40afa456188182751ae9fc5cd,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.3018165877241206,0.0003775612610056,alcohol
33d6c424f7c84facb55cc500f972940a,298.15,101.325,1,OCC(O)CO,1.0,1.2585200000000003,0.0,1.3018165877241206,0.0003775612610056,alcohol
