col0,col1,col2,col3,col4
0,Toy Story (1995),1995,1,[ 0.75322544 -0.03918959]
70,"Lion King, The (1994)",1994,71,[-0.32804807  0.62806736]
98,Snow White and the Seven Dwarfs (1937),1937,99,[ 0.08380038 -0.07889888]
131,"Wizard of Oz, The (1939)",1939,132,[ 0.2269453  -0.36677558]
142,"Sound of Music, The (1965)",1965,143,[-0.27127238 -0.30415151]
49,Star Wars (1977),1977,50,[0.15182848 0.06632394]
171,"Empire Strikes Back, The (1980)",1980,172,[ 0.00986938 -0.00120694]
180,Return of the Jedi (1983),1997,181,[0.36531568 0.13874634]
81,Jurassic Park (1993),1993,82,[-0.51198782 -0.06015618]
251,"Lost World: Jurassic Park, The (1997)",1997,252,[ 0.66979142 -0.63293902]
173,Raiders of the Lost Ark (1981),1981,174,[0.24923262 0.04125745]
209,Indiana Jones and the Last Crusade (1989),1989,210,[0.76065729 0.16885914]
65,While You Were Sleeping (1995),1995,66,[0.00982992 0.84801788]
87,Sleepless in Seattle (1993),1993,88,[ 0.26958422 -0.2539469 ]
254,My Best Friend's Wedding (1997),1997,255,[-1.03796433 -0.24475906]
90,"Nightmare Before Christmas, The (1993)",1993,91,[-0.34542082  0.3680235 ]
199,"Shining, The (1980)",1980,200,[-0.16004294  0.36652044]
218,"Nightmare on Elm Street, A (1984)",1984,219,[-0.47407007 -0.81400457]
286,Scream (1996),1996,288,[0.01098787 0.53729486]
893,Scream 2 (1997),1997,895,[ 0.02308975 -0.7996607 ]
