col0,col1,col2,col3,col4,col5,col6,col7
0,HT01,HT0101,,num_beds,2020-05-15,5.0,spa_2017
1,HT01,HT0102,,num_beds,2020-05-15,0.0,spa_2017
2,HT01,HT0111,,num_beds,2020-05-15,1276.0,spa_2017
3,HT01,HT0112,,num_beds,2020-05-15,1052.0,spa_2017
4,HT01,HT0113,,num_beds,2020-05-15,187.0,spa_2017
5,HT01,HT0114,,num_beds,2020-05-15,138.0,spa_2017
6,HT01,HT0115,,num_beds,2020-05-15,64.0,spa_2017
7,HT01,HT0116,,num_beds,2020-05-15,46.0,spa_2017
8,HT01,HT0121,,num_beds,2020-05-15,219.0,spa_2017
9,HT01,HT0122,,num_beds,2020-05-15,91.0,spa_2017
10,HT01,HT0123,,num_beds,2020-05-15,15.0,spa_2017
11,HT01,HT0131,,num_beds,2020-05-15,462.0,spa_2017
12,HT01,HT0132,,num_beds,2020-05-15,10.0,spa_2017
13,HT01,HT0133,,num_beds,2020-05-15,30.0,spa_2017
14,HT01,HT0134,,num_beds,2020-05-15,12.0,spa_2017
15,HT01,HT0135,,num_beds,2020-05-15,7.0,spa_2017
16,HT01,HT0141,,num_beds,2020-05-15,57.0,spa_2017
17,HT01,HT0142,,num_beds,2020-05-15,53.0,spa_2017
18,HT01,HT0145,,num_beds,2020-05-15,0.0,spa_2017
19,HT01,HT0151,,num_beds,2020-05-15,76.0,spa_2017
20,HT01,HT0152,,num_beds,2020-05-15,19.0,spa_2017
21,HT02,HT0211,,num_beds,2020-05-15,130.0,spa_2017
22,HT02,HT0212,,num_beds,2020-05-15,16.0,spa_2017
23,HT02,HT0213,,num_beds,2020-05-15,27.0,spa_2017
24,HT02,HT0214,,num_beds,2020-05-15,14.0,spa_2017
25,HT02,HT0221,,num_beds,2020-05-15,12.0,spa_2017
26,HT02,HT0222,,num_beds,2020-05-15,31.0,spa_2017
27,HT02,HT0231,,num_beds,2020-05-15,3.0,spa_2017
28,HT02,HT0232,,num_beds,2020-05-15,3.0,spa_2017
29,HT02,HT0233,,num_beds,2020-05-15,14.0,spa_2017
30,HT02,HT0234,,num_beds,2020-05-15,33.0,spa_2017
31,HT03,HT0311,,num_beds,2020-05-15,163.0,spa_2017
32,HT03,HT0312,,num_beds,2020-05-15,100.0,spa_2017
33,HT03,HT0313,,num_beds,2020-05-15,14.0,spa_2017
34,HT03,HT0321,,num_beds,2020-05-15,17.0,spa_2017
35,HT03,HT0322,,num_beds,2020-05-15,169.0,spa_2017
36,HT03,HT0323,,num_beds,2020-05-15,102.0,spa_2017
37,HT03,HT0331,,num_beds,2020-05-15,21.0,spa_2017
38,HT03,HT0332,,num_beds,2020-05-15,5.0,spa_2017
39,HT03,HT0341,,num_beds,2020-05-15,12.0,spa_2017
40,HT03,HT0342,,num_beds,2020-05-15,39.0,spa_2017
41,HT03,HT0343,,num_beds,2020-05-15,5.0,spa_2017
42,HT03,HT0344,,num_beds,2020-05-15,36.0,spa_2017
43,HT03,HT0345,,num_beds,2020-05-15,4.0,spa_2017
44,HT03,HT0351,,num_beds,2020-05-15,45.0,spa_2017
45,HT03,HT0352,,num_beds,2020-05-15,24.0,spa_2017
46,HT03,HT0361,,num_beds,2020-05-15,91.0,spa_2017
47,HT03,HT0362,,num_beds,2020-05-15,0.0,spa_2017
48,HT03,HT0371,,num_beds,2020-05-15,14.0,spa_2017
49,HT03,HT0372,,num_beds,2020-05-15,72.0,spa_2017
50,HT04,HT0411,,num_beds,2020-05-15,49.0,spa_2017
51,HT04,HT0412,,num_beds,2020-05-15,1.0,spa_2017
52,HT04,HT0413,,num_beds,2020-05-15,2.0,spa_2017
53,HT04,HT0421,,num_beds,2020-05-15,30.0,spa_2017
54,HT04,HT0422,,num_beds,2020-05-15,4.0,spa_2017
55,HT04,HT0423,,num_beds,2020-05-15,10.0,spa_2017
56,HT04,HT0431,,num_beds,2020-05-15,60.0,spa_2017
57,HT04,HT0432,,num_beds,2020-05-15,4.0,spa_2017
58,HT04,HT0433,,num_beds,2020-05-15,15.0,spa_2017
59,HT04,HT0434,,num_beds,2020-05-15,3.0,spa_2017
60,HT04,HT0441,,num_beds,2020-05-15,7.0,spa_2017
61,HT04,HT0442,,num_beds,2020-05-15,8.0,spa_2017
62,HT04,HT0443,,num_beds,2020-05-15,15.0,spa_2017
63,HT05,HT0511,,num_beds,2020-05-15,225.0,spa_2017
64,HT05,HT0512,,num_beds,2020-05-15,19.0,spa_2017
65,HT05,HT0513,,num_beds,2020-05-15,18.0,spa_2017
66,HT05,HT0521,,num_beds,2020-05-15,70.0,spa_2017
67,HT05,HT0522,,num_beds,2020-05-15,5.0,spa_2017
68,HT05,HT0523,,num_beds,2020-05-15,9.0,spa_2017
69,HT05,HT0531,,num_beds,2020-05-15,192.0,spa_2017
70,HT05,HT0532,,num_beds,2020-05-15,180.0,spa_2017
71,HT05,HT0533,,num_beds,2020-05-15,3.0,spa_2017
72,HT05,HT0541,,num_beds,2020-05-15,37.0,spa_2017
73,HT05,HT0542,,num_beds,2020-05-15,72.0,spa_2017
74,HT05,HT0543,,num_beds,2020-05-15,6.0,spa_2017
75,HT05,HT0544,,num_beds,2020-05-15,10.0,spa_2017
76,HT05,HT0551,,num_beds,2020-05-15,15.0,spa_2017
77,HT05,HT0552,,num_beds,2020-05-15,5.0,spa_2017
78,HT06,HT0606,,num_beds,2020-05-15,0.0,spa_2017
