col0,col1,col2,col3,col4
UT0024210,"AIR PRODUCTS & CHEMICALS, INC.",NON-POTW,-111.890379,40.909908
UT0000167,AMERICAN GILSONITE CO,NON-POTW,-109.186261,40.062742
UT0025259,AMERICAN GILSONITE COMPANY,NON-POTW,-109.173932,40.016547
UT0000361,ANDERSON GENEVA DEVELOPMENT,NON-POTW,-111.765952,40.318694
UT0000035,"ASHLEY VALLEY OPERATING COMPANY, LLC",NON-POTW,-109.414844,40.367113
UT0025348,ASHLEY VALLEY WATER REC FACIL,POTW,-109.457939,40.426069
UT0025755,ATI TITANIUM,NON-POTW,-112.736025,40.910218
UT0024805,ATK LAUNCH SYSTEMS INC,NON-POTW,-112.432,41.679
UT0024911,"AUTOLIV ASP INC, PROMONTORY PLANT",NON-POTW,-112.22695,41.57523
UT0020311,BEAR RIVER - TOWN OF,POTW,-112.138778,41.601083
UT0025763,BLUE SKY RANCH AND RESORT,NON-POTW,-111.40763,40.8114
UT0025968,BLUFFDALE COOLING WATER EFFLUENT REUSE,NON-POTW,-111.934093,40.443992
UT0022365,BRIGHAM CITY CORPORATION,POTW,-112.035579,41.510635
UT0022616,"BRONCO UTAH OPERATIONS, LLC",NON-POTW,-111.236281,38.874976
UT0025593,"CANYON FUEL CO, DUGOUT CANYON",NON-POTW,-110.544908,39.611629
UT0023540,"CANYON FUEL CO., LLC - SKYLINE",NON-POTW,-111.204657,39.684322
UT0023680,"CANYON FUEL CO., LLC - SOLDIER",NON-POTW,-111.85608,40.624778
UT0022918,"CANYON FUEL CO., LLC. SUFCO MINE",NON-POTW,-111.415,38.915
UT0025798,CAPITOL REEF NATIONAL PARK,FEDERAL,-111.261912,38.291425
UT0000639,CARGILL SALT,NON-POTW,-112.636908,40.769383
UT0025526,CASPER ICE CREAM,NON-POTW,-111.831154,41.947275
UT0023663,CASTLE VALLEY SPECIAL SERVICE,POTW,-111.009083,39.191632
UT0021296,CASTLE VALLEY SSD - HUNTINGTON,POTW,-110.921582,39.312742
UT0024970,CEDAR CITY CORPORATION,POTW,-113.084117,37.812475
UT0025704,CENTERFIELD REGIONAL CULINARY WATER TREATMENT PLANT,NON-POTW,-111.712437,39.122461
UT0020974,CENTRAL DAVIS CO SEWER,POTW,-111.944932,41.0007
UT0024392,CENTRAL VALLEY WATER RECLAM,POTW,-111.89973,40.68173
UT0021911,CENTRAL WEBER SEWER DISTRICT,POTW,-112.04325,41.27143
UT0025739,CHAMBERLAIN INVESTMENT COMPANY,NON-POTW,-112.089028,41.656528
UT0000175,"CHEVRON USA, INC.",NON-POTW,-111.9238,40.8249
UT0020907,CITY OF RICHMMOND,POTW,-111.834111,41.924833
UT0025992,COAL HOLLOW MINE,NON-POTW,-112.473722,37.421861
UT0025976,COALVILLE CITY CORPORATION WASTEWATER TREATMENT FACILITY,POTW,-111.4025,40.886944
