col0,col1,col2,col3,col4
BASALT,BASALT,,,
PTFE,BOWDEN TUBE,4mm OD x 2mm ID x 24 inches,,
1/2 INCH FLAT STOCK,BACK BOARD,,,
1/2 INCH FLAT STOCK,BED,,,
1/2 INCH FLAT STOCK,BOTTOM,,,
1/2 INCH FLAT STOCK,SIDE SUPPORT (LEFT),,,
1/2 INCH FLAT STOCK,SIDE SUPPORT (RIGHT),,,
PLA,*OPTIONAL* STRING TENSIONER FOR TUNER,,,
PLA,ARM MIRROR (FILAMENT DRIVE),,,
PLA,BEARING INSERT (FILAMENT DRIVE),,,
PLA,BED BRACKET RIGHT,,,
PLA,BED BRACKET RIGHT_MIR,,,
PLA,BIG PULLEY,,,
PLA,BLOCK MIRROR (FILAMENT DRIVE),,,
PLA,BOWDEN NUT,,,
PLA,CORNER TAB,,,
PLA,EDGE TAB,,,
PLA,HUB SCREW,,,
PLA,LOCK NUT,,,
PLA,PLASTIC WASHER,,,
PLA,SPOOL HOLDER,,,
PLA,STANDOFF,,,
PLA,STRING TENSIONER,,,
PLA,WALLY MOUNT (FILAMENT DRIVE),,,
PLA,XY FOREARM,,,
PLA,XY MOUNT,,,
PLA,XY PULLEY,,,
PLA,XY UBIS MOUNT ARM,,,
PLA,XY WALL ARM,,,
PLA,Z ARM WALL BRACKET,,,
PLA,Z IDLER,,,
PLA,Z IDLER INSERT,,,
PLA,Z MOTOR MOUNT,,,
PLA,Z PULLEY,,,
PLA,Z PULLEY HOLDER,,,
SILICONE,HOT BED,http://www.qu-bd.com/,"CIRCULAR 24V SILICONE RUBBER HEATER BED 200MM DIAMETER (8"")",http://store.qu-bd.com/product.php?id_product=59
STEEL,*OPTIONAL* TUNING PEG,http://www.amazon.com/,B00BJTGILG,http://amzn.com/B00BJTGILG
STEEL,608 BEARING,,,
STEEL,6702 BEARING,,,
STEEL,HOBBED PULLEY (FILAMENT DRIVE),http://www.qu-bd.com/,MK7 *STAINLESS* FILAMENT DRIVE GEAR,http://store.qu-bd.com/product.php?id_product=142
STEEL,M3 NYLOC NUT,,,
STEEL,M3X10,,,
STEEL,M3X14,,,
STEEL,M3x16,,,
STEEL,M3X20,,,
STEEL,M3X25,,,
STEEL,M3X30,,,
STEEL,M3X35,,,
STEEL,M4 NUT,,,
STEEL,M4X12,,,
STEEL,M8 NYLOC NUT,,,
STEEL,M8 WASHER,,,
STEEL,M8X100,,,
STEEL,M8X35,,,
STEEL,M8X60,,,
STEEL,M8X70,,,
STEEL,M8X85,,,
STEEL,SPRING,http://www.mcmaster.com/,"Steel Compression Spring, Zinc-Plated Music Wire,.500"" L,.187"" OD,.029"" Wire",http://www.mcmaster.com/
VARIES,ELECTRONICS,http://www.qu-bd.com/,AZTEEG X1 - 'RAMPS ON STEROIDS',http://store.qu-bd.com/product.php?id_product=53
VARIES,POWER SUPPLY,http://www.qu-bd.com/,350W POWER SUPPLY 14.6A @ 24V POWER SUPPLY,http://store.qu-bd.com/product.php?id_product=111
VARIES,STEPPER,http://www.qu-bd.com/,NEMA 17 STEPPER MOTOR 4.5KG*CM,http://store.qu-bd.com/product.php?id_product=46
VARIES,STEPPER DRIVERS,http://www.qu-bd.com/,SURESTEPR SUPER PREMIUM STEPPER DRIVERS,http://store.qu-bd.com/product.php?id_product=55
VARIES,UBIS,http://www.qu-bd.com/,ANUBIS 24V HEATER CARTRIDGE KIT,http://store.qu-bd.com/product.php?id_product=137
,STRING,,,
,WIRE,,,
