col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
294,Ricardo de Oliveira,ricardo-oliveira,Ricardo Oliveira,38910,22,5,6,0.0,6.37,0.0,0.24,5,0,6,0,1,0,0,0,0,0,2,7,0,1,2,0,0,1,0
294,Wilson Rodrigues de Moura Júnior,wilson,Wilson,50284,22,1,6,8.7,9.12,2.21,2.23,22,0,0,0,0,0,5,24,1,31,2,192,0,0,0,0,0,0,0
294,Luiz Rhodolfo Dini Gaioto,rhodolfo,Rhodolfo,42501,22,3,6,0.0,4.64,0.0,1.92,6,0,2,0,0,0,1,0,0,0,3,30,0,0,0,0,0,0,0
294,Alex Roberto Santana Rafael ,alex-muralha,Alex Muralha,79066,22,1,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Giovanni Augusto Oliveira Cardoso,giovanni-augusto,Giovanni Augusto,68938,22,4,6,7.4,9.0,0.64,6.27,16,0,10,0,1,0,0,0,0,0,39,95,5,1,3,4,4,1,0
294,Matheus Galdezani,matheus-galdezani,Matheus Galdezani,82634,22,4,6,2.0,10.83,-1.42,4.6,16,0,18,0,2,0,0,0,0,0,29,101,1,2,6,10,1,0,0
294,Osman de Menezes Venâncio Junior,osman,Osman,81898,22,5,6,1.9,4.03,0.03,1.9,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
294,Neilton Meira Mestzk,neilton,Neilton,83772,22,5,6,0.0,5.89,0.0,2.3,12,0,15,0,1,0,0,0,0,0,13,43,2,0,2,5,0,1,0
294,Robson dos Santos Fernandes,robson,Robson,84817,22,5,6,-2.3,8.82,-0.17,4.74,21,0,38,0,4,0,0,0,0,0,41,106,1,4,10,26,6,12,0
294,William Matheus da Silva,william-matheus,William Matheus,62130,22,2,6,1.5,5.57,-0.49,2.64,21,0,19,0,2,0,5,0,0,0,25,181,3,0,1,7,1,5,0
