col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
1,Tanaman Pangan,21956759.68,0.0,0.0,6729199.47,176284.236,0,0,6729199.47,8315468.944,4863.824916,0,0.0,63.432576,1680.302508,0,0,0
2,Tanaman Hortikultura,70997614.65,0.0,0.0,0.0,21297879.32,0,0,0.0,49695051.74,3447.59796,0,0.0,44.96256,1191.03948,0,0,0
3,Perkebunan,333668.02,0.0,0.0,0.0,52201.02,0,0,0.0,106124.04,3657.651456,0,0.0,67288.07922,104397.2293,0,0,0
4,Peternakan,207164.9578,0.0,0.0,0.0,27175.65542,0,0,0.0,53094.53744,15898.52335,0,0.0,207.343872,110788.8977,0,0,0
5,"Jasa Pertanian, dan Perburuan ",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0
6,Kehutanan dan Penebangan Kayu,14856.29472,0.0,0.0,0.0,4210.822195,0,0,0.0,10563.99252,59.977428,0,0.0,0.782208,20.720364,0,0,0
7,Perikanan,53252.27489,0.0,0.0,0.0,23446.91744,0,0,0.0,23446.91744,4680.447684,0,0.0,61.041024,1616.951292,0,0,0
8,"Pertambangan Minyak, Gas dan Panas Bumi",9460.0935,8.8398882,4.1137668,0.84395025,0.0,0,0,18.3392352,7.11665955,6934.680324,0,0.0,90.440064,2395.719612,0,0,0
9,Pertambangan Bijih Logam,376.0805,0.3514246,0.1635404,0.03355075,0.0,0,0,0.7290656,0.28291865,275.684172,0,0.0,3.595392,95.240436,0,0,0
10,Pertambangan dan Penggalian Lainnya,113693272.1,0.0,113690542.9,0.0,0.0,0,0,0.0,0.0,2009.023008,0,0.0,26.201088,694.055904,0,0,0
11,Industri Batubara dan Pengilangan Migas,170230.7115,159.0703578,74.0256372,15.18655725,0.0,0,0,330.0074208,128.061527,124786.8814,0,0.0,1627.433856,43110.04475,0,0,0
12,Industri Makanan dan Minuman,72448.456,67.6987232,31.5045568,6.463244,0.0,0,0,140.4477952,54.5016808,53108.02502,0,0.0,692.619264,18347.19571,0,0,0
13,Pengolahan Tembakau,2145.9845,2.0052934,0.9331916,0.19144675,0.0,0,0,4.1601824,1.61438585,1573.104588,0,0.0,20.515968,543.459444,0,0,0
14,Industri Tekstil dan Pakaian Jadi,135696.3755,126.8000986,59.0082164,12.10569325,0.0,0,0,263.0595296,102.0819622,99471.63685,0,0.0,1297.279872,34364.40328,0,0,0
15,"Industri Kulit, Barang dari Kulit dan Alas Kaki",17134.377,16.0110444,7.4509656,1.5285855,0.0,0,0,33.2165184,12.8898861,12560.28041,0,0.0,163.807488,4339.192104,0,0,0
16,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",26647.611,24.9005892,11.5878408,2.3772765,0.0,0,0,51.6587712,20.0465223,19533.91514,0,0.0,254.755584,6748.369272,0,0,0
17,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",29123.7655,27.2144066,12.6646084,2.59817825,0.0,0,0,56.4590176,21.90928915,21349.04941,0,0.0,278.428032,7375.442556,0,0,0
18,"Industri Kimia, Farmasi dan Obat Tradisional",108519.167,101.4046324,47.1900776,9.6811705,0.0,0,0,210.3740864,81.6370331,79549.50257,0,0.0,1037.461248,27481.91618,0,0,0
19,"Industri Karet, Barang dari Karet dan Plastik",37088.0925,34.656591,16.127934,3.30868875,0.0,0,0,71.898576,27.90071025,27187.26462,0,0.0,354.56832,9392.36706,0,0,0
20,Industri Barang Galian bukan Logam,14427.5855,13.4817106,6.2739044,1.28710825,0.0,0,0,27.9691616,10.85361515,10576.07869,0,0.0,137.930112,3653.711196,0,0,0
21,Industri Logam Dasar,26049.931,24.3420932,11.3279368,2.3239565,0.0,0,0,50.5001152,19.5968983,19095.78842,0,0.0,249.041664,6597.009912,0,0,0
22,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",881641.865,823.841278,383.386172,78.6526975,0.0,0,0,1709.141408,663.2434445,646283.728,0,0.0,8428.64256,223271.2295,0,0,0
23,Industri Mesin dan Perlengkapan YTDL,179416.9085,167.6543062,78.0202988,16.00607275,0.0,0,0,347.8156832,134.9721391,131520.7831,0,0.0,1715.255424,45436.40149,0,0,0
24,Industri Alat Angkutan,148448.047,138.7157684,64.5533416,13.2432905,0.0,0,0,287.7797824,111.6748171,108819.1941,0,0.0,1419.187968,37593.69794,0,0,0
25,Industri Furnitur,7933.8405,7.4136966,3.4500684,0.70779075,0.0,0,0,15.3804576,5.96848665,5815.867212,0,0.0,75.848832,2009.203956,0,0,0
26,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",14711.2425,13.746771,6.397254,1.31241375,0.0,0,0,28.519056,11.06700525,10784.01222,0,0.0,140.64192,3725.54586,0,0,0
27,Ketenagalistrikan,134.0307783,0.0,0.0,1.001855021,131.0687721,0,0,0.0,1.960151128,0.0,0,0.0,0.0,0.0,0,0,0
28,Pengadaan Gas dan Produksi Es,64885.50171,41916.77584,0.0,11015.59443,11080.37144,0,0,0.0,0.0,642.438636,0,0.0,8.378496,221.942868,0,0,0
29,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",3391412.49,3169.312677,1474.884408,302.5764768,47641.6857,0,0,6575.057206,2551.493732,2450990.315,0,0.0,31965.09581,846742.0692,0,0,0
30,Konstruksi,152244.8815,142.2636818,66.2044132,13.58201225,0.0,0,0,295.1402848,114.531108,111602.4471,0,0.0,1455.486336,38555.22659,0,0,0
31,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",10933.688,10.2168736,4.7545664,0.975412,0.0,0,0,21.1959296,8.2252184,8014.892352,0,0.0,104.527872,2768.899776,0,0,0
32,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",118078.7935,110.3375282,51.3471268,10.53400025,0.0,0,0,228.9062752,88.82856955,86557.14512,0,0.0,1128.852864,29902.84201,0,0,0
33,Angkutan Rel,363413.9174,1808.02944,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,253124.1216,108481.7664,0,0,0
34,Angkutan Darat,162893.9135,810.41748,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,113458.4472,48625.0488,0,0,0
35,Angkutan Laut,97152.48576,0.48576,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,68006.4,29145.6,0,0,0
36,Angkutan Sungai Danau dan Penyeberangan,0.8435,0.0007882,0.0003668,7.525e-05,0.0,0,0,0.0016352,0.00063455,0.618324,0,0.0,0.008064,0.213612,0,0,0
37,Angkutan Udara,281189.7734,389.10024,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,140400.3366,98247.8106,42152.526,0,0,0
38,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",1067.871,0.9978612,0.4643688,0.0952665,0.0,0,0,2.0701632,0.8033403,782.798184,0,0.0,10.209024,270.432792,0,0,0
39,Penyediaan Akomodasi,13628.475,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,9539.9325,4088.5425,0,0,0
40,Penyediaan Makan Minum,13997963.21,328.43776,0.0,0.0,56.6272,0,0,130.24256,135.90528,0.0,0,0.0,9798118.4,4199193.6,0,0,0
41,Informasi dan Komunikasi,9595.897,8.9667884,4.1728216,0.8560655,0.0,0,0,18.6025024,7.2188221,7034.230488,0,0.0,91.738368,2430.111144,0,0,0
42,Jasa Perantara Keuangan,6516.64,6.089408,2.833792,0.58136,0.0,0,0,12.633088,4.902352,4776.99456,0,0.0,62.30016,1650.30528,0,0,0
43,Asuransi dan Dana Pensiun,676.005,0.631686,0.293964,0.0603075,0.0,0,0,1.310496,0.5085465,495.54252,0,0.0,6.46272,171.19476,0,0,0
44,Jasa Keuangan Lainnya,713.9625,0.667155,0.31047,0.06369375,0.0,0,0,1.38408,0.53710125,523.3671,0,0.0,6.8256,180.8073,0,0,0
45,Jasa Penunjang Keuangan,112.306,0.1049432,0.0488368,0.010019,0.0,0,0,0.2177152,0.0844858,82.325424,0,0.0,1.073664,28.440912,0,0,0
46,Real Estate,1538.303,1.4374516,0.6689384,0.1372345,0.0,0,0,2.9821376,1.1572379,1127.646312,0,0.0,14.706432,389.567256,0,0,0
47,Jasa Perusahaan,2860.0675,2.672561,1.243714,0.25515125,0.0,0,0,5.544496,2.15157775,2096.56002,0,0.0,27.34272,724.29726,0,0,0
48,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",10473.7395,9.7870794,4.5545556,0.93437925,0.0,0,0,20.3042784,7.87920735,7677.729108,0,0.0,100.130688,2652.420204,0,0,0
49,Jasa Pendidikan,16834.332,15.7306704,7.3204896,1.501818,0.0,0,0,32.6348544,12.6641676,12340.33373,0,0.0,160.939008,4263.207264,0,0,0
50,Jasa Kesehatan dan Kegiatan Sosial,19597.9995,18.3131514,8.5222836,1.74836925,0.0,0,0,37.9924704,14.74322535,14366.22815,0,0.0,187.360128,4963.091724,0,0,0
51,Jasa lainnya,4014.819,3.7516068,1.7458632,0.3581685,0.0,0,0,7.7830848,3.0202767,2943.045576,0,0.0,38.382336,1016.732088,0,0,0
