col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
ID93,93,14,0.307,0.022,0.022,0,5,1,0.005,1,-10921639,25.677,0,0,255,48195,76.755,0.002,0.974,0.33
ID70,70,14,0.343,0.023,0.023,0,10,2,0.005,1,-10921639,29.481,0,0,255,55335,81.56,0.002,0.971,0.356
ID48,48,14,0.333,0.024,0.024,0,15,3,0.005,1,-10921639,28.394,0,0,255,53295,80.235,0.002,0.977,0.35
ID118,118,14,0.331,0.024,0.024,0,20,4,0.005,1,-10921639,27.986,0,0,255,52530,79.728,0.002,0.983,0.348
ID158,158,14,0.334,0.025,0.024,0,25,5,0.005,1,-10921639,28.665,0,0,255,53805,80.569,0.002,0.98,0.352
ID138,138,14,0.335,0.026,0.025,0,30,6,0.005,1,-10921639,28.394,0,0,255,53295,80.235,0.002,0.993,0.353
ID183,183,14,0.333,0.027,0.025,0,35,7,0.005,1,-10921639,28.394,0,0,255,53295,80.235,0.003,1.0,0.354
ID249,249,14,0.336,0.028,0.026,0,40,8,0.005,1,-10921639,28.801,0,0,255,54060,80.736,0.002,1.0,0.357
ID227,227,14,0.323,0.029,0.026,0,45,9,0.005,1,-10921639,26.899,0,0,255,50490,78.352,0.002,1.0,0.343
ID205,205,14,0.32,0.03,0.027,0,50,10,0.005,1,-10921639,26.763,0,0,255,50235,78.177,0.002,1.0,0.342
ID271,271,14,0.321,0.031,0.027,0,55,11,0.005,1,-10921639,27.035,0,0,255,50745,78.526,0.003,1.0,0.344
ID305,305,14,0.322,0.033,0.028,0,60,12,0.005,1,-10921639,27.035,0,0,255,50745,78.526,0.002,1.0,0.344
ID326,326,14,0.325,0.034,0.028,0,65,13,0.005,1,-10921639,27.443,0,0,255,51510,79.045,0.002,1.0,0.347
ID346,346,14,0.322,0.035,0.029,0,70,14,0.005,1,-10921639,26.899,0,0,255,50490,78.352,0.002,1.0,0.343
ID366,366,14,0.315,0.036,0.029,0,75,15,0.005,1,-10921639,26.22,0,0,255,49215,77.471,0.002,1.0,0.338
ID386,386,14,0.317,0.038,0.03,0,80,16,0.005,1,-10921639,26.356,0,0,255,49470,77.649,0.002,1.0,0.339
ID406,406,14,0.311,0.039,0.03,0,85,17,0.005,1,-10921639,25.812,0,0,255,48450,76.935,0.003,1.0,0.336
ID427,427,14,0.322,0.041,0.031,0,90,18,0.005,1,-10921639,26.763,0,0,255,50235,78.177,0.002,1.0,0.342
ID450,450,14,0.312,0.043,0.031,0,95,19,0.005,1,-10921639,25.812,0,0,255,48450,76.935,0.003,1.0,0.336
ID471,471,14,0.32,0.044,0.032,0,100,20,0.005,1,-10921639,26.763,0,0,255,50235,78.177,0.003,1.0,0.342
ID491,491,14,0.304,0.046,0.032,0,105,21,0.005,1,-10921639,25.133,0,0,255,47175,76.029,0.003,1.0,0.331
ID511,511,14,0.313,0.048,0.033,0,110,22,0.005,1,-10921639,25.948,0,0,255,48705,77.115,0.002,1.0,0.336
ID531,531,14,0.309,0.05,0.033,0,115,23,0.005,1,-10921639,25.541,0,0,255,47940,76.575,0.002,1.0,0.334
ID573,573,14,0.326,0.053,0.034,0,120,24,0.005,1,-10921639,27.171,0,0,255,51000,78.7,0.003,1.0,0.345
ID553,553,14,0.309,0.055,0.034,0,125,25,0.005,1,-10921639,25.677,0,0,255,48195,76.755,0.003,1.0,0.335
ID593,593,14,0.312,0.058,0.035,0,130,26,0.005,1,-10921639,25.948,0,0,255,48705,77.115,0.003,1.0,0.336
ID616,616,14,0.303,0.06,0.035,0,135,27,0.005,1,-10921639,25.133,0,0,255,47175,76.029,0.003,1.0,0.331
ID658,658,14,0.301,0.063,0.036,0,140,28,0.005,1,-10921639,24.861,0,0,255,46665,75.661,0.003,1.0,0.329
ID636,636,14,0.301,0.066,0.036,0,145,29,0.005,1,-10921639,24.997,0,0,255,46920,75.845,0.003,1.0,0.33
ID681,681,14,0.287,0.069,0.037,0,150,30,0.005,1,-10921639,24.046,0,0,255,45135,74.542,0.003,1.0,0.323
ID701,701,14,0.29,0.073,0.037,0,155,31,0.005,1,-10921639,24.182,0,0,255,45390,74.731,0.003,1.0,0.324
ID743,743,14,0.299,0.076,0.037,0,160,32,0.005,1,-10921639,24.861,0,0,255,46665,75.661,0.003,1.0,0.329
ID723,723,14,0.318,0.077,0.037,0,165,33,0.005,1,-10921639,26.492,0,0,255,49725,77.826,0.003,1.0,0.34
ID765,765,14,0.329,0.078,0.037,0,170,34,0.005,1,-10921639,27.579,0,0,255,51765,79.217,0.003,1.0,0.348
